"date","track","raceNumber","startTime","raceURL"
"2025-06-08","Sale","R1","16:49","https://www.odds.com.au/greyhounds/sale-20250608/colmac-homes-race-1/"
"2025-06-08","Sale","R2","17:12","https://www.odds.com.au/greyhounds/sale-20250608/brown-wigg-home-timber-hardware-race-2/"
"2025-06-08","Sale","R3","17:34","https://www.odds.com.au/greyhounds/sale-20250608/gippsland-accounting-solutions-race-3/"
"2025-06-08","Sale","R4","17:50","https://www.odds.com.au/greyhounds/sale-20250608/dwrural-race-4/"
"2025-06-08","Sale","R5","18:12","https://www.odds.com.au/greyhounds/sale-20250608/gippsland-business-solutions-1-3-wins-race-5/"
"2025-06-08","Sale","R6","18:39","https://www.odds.com.au/greyhounds/sale-20250608/maffra-poly-pumps-race-6/"
"2025-06-08","Sale","R7","18:57","https://www.odds.com.au/greyhounds/sale-20250608/sporting-legends-race-7/"
"2025-06-08","Sale","R8","19:14","https://www.odds.com.au/greyhounds/sale-20250608/myrtlebank-roaming-farms-race-8/"
"2025-06-08","Sale","R9","19:35","https://www.odds.com.au/greyhounds/sale-20250608/sportsbet-ht1-race-9/"
"2025-06-08","Sale","R10","19:54","https://www.odds.com.au/greyhounds/sale-20250608/sportsbet-ht2-race-10/"
"2025-06-08","Sale","R11","20:13","https://www.odds.com.au/greyhounds/sale-20250608/sportsbet-ht3-race-11/"
"2025-06-08","Sale","R12","20:32","https://www.odds.com.au/greyhounds/sale-20250608/sportsbet-ht4-race-12/"
"2025-06-08","Healesville","R1","10:57","https://www.odds.com.au/greyhounds/healesville-20250608/big-freeze-at-the-ville-day-race-1/"
"2025-06-08","Healesville","R2","11:13","https://www.odds.com.au/greyhounds/healesville-20250608/awesome-lodge-at-the-ville-race-2/"
"2025-06-08","Healesville","R3","11:29","https://www.odds.com.au/greyhounds/healesville-20250608/toby-millman-hfnc-at-the-ville-race-3/"
"2025-06-08","Healesville","R4","11:45","https://www.odds.com.au/greyhounds/healesville-20250608/explicit-at-stud-at-the-ville-race-4/"
"2025-06-08","Healesville","R5","12:01","https://www.odds.com.au/greyhounds/healesville-20250608/sportsbet-more-places-race-5/"
"2025-06-08","Healesville","R6","12:22","https://www.odds.com.au/greyhounds/healesville-20250608/grey-areas-at-the-ville-race-6/"
"2025-06-08","Healesville","R7","12:38","https://www.odds.com.au/greyhounds/healesville-20250608/greyhound-community-at-the-ville-race-7/"
"2025-06-08","Healesville","R8","12:57","https://www.odds.com.au/greyhounds/healesville-20250608/grv-vicbred-series-final-race-8/"
"2025-06-08","Healesville","R9","13:18","https://www.odds.com.au/greyhounds/healesville-20250608/fight-mnd-at-the-ville-race-9/"
"2025-06-08","Healesville","R10","13:39","https://www.odds.com.au/greyhounds/healesville-20250608/sportsbet-green-tick-race-10/"
"2025-06-08","Healesville","R11","14:01","https://www.odds.com.au/greyhounds/healesville-20250608/shepparton-greys-at-the-ville-race-11/"
"2025-06-08","Healesville","R12","14:19","https://www.odds.com.au/greyhounds/healesville-20250608/gcv-at-the-ville-race-12/"
"2025-06-08","Mount Gambier","R1","12:19","https://www.odds.com.au/greyhounds/mount-gambier-20250608/cadillac-racing-stake-race-1/"
"2025-06-08","Mount Gambier","R2","12:35","https://www.odds.com.au/greyhounds/mount-gambier-20250608/trackside-pet-meats-pick-6-race-2/"
