"track","race","place","rug","name","trainer","time","margin","split","inRun","weight","sire","dam","sp"
"Murray Bridge Straight (SA)","Race 9","6","","ARCHER NINE (3)","Jack Trengove","17.54","6.00","4.67","4","28.5kg","Currajong Kid","Cawbourne Zebra","$18.00"
"Murray Bridge Straight (SA)","Race 9","7","","TOUGH COOKIE (5)","Clint Trengove","18.14","14.50","4.91","6","31.3kg","Flying Ricciardo","Rock It Fabio","$34.00"
"Murray Bridge Straight (SA)","Race 9","SCR","","YANCO BOY","Jack Trengove","","","","","","Superior Panama","Mootwingee",""
"Murray Bridge Straight (SA)","Race 10","1","","CANYA CRUSADER (1)","Gary Pidgeon","17.17","0.00","4.58","3","38.2kg","Superior Panama","Wynburn Ava","$2.90"
"Murray Bridge Straight (SA)","Race 10","2","","PENDLEBURY PIE (2)","Steven Coates","17.34","2.25","4.52","1","28.7kg","Good Odds Harada","Whitney Showgirl","$61.00"
"Murray Bridge Straight (SA)","Race 10","3","","LOCKABA NITRO (7)","Wendy Sebastyan","17.35","2.50","4.59","4","34.5kg","Nitro Burst","Spring Colleen","$2.00"
"Murray Bridge Straight (SA)","Race 10","4","","DARK QUEEN (4)","Clint Trengove","17.53","5.25","4.67","5","30.3kg","Sh Avatar","Stitch 'Em Baby","$13.00"
"Murray Bridge Straight (SA)","Race 10","5","","ORSON SURFER (5)","Steven Coates","17.58","5.75","4.71","6","28.6kg","Orson Allen","Destini Surfer","$5.50"
"Murray Bridge Straight (SA)","Race 10","6","","BINGO QUEEN (8)","Clint Trengove","17.72","7.75","4.55","2","29.9kg","Flying Ricciardo","Rock It Fabio","$17.00"
"Murray Bridge Straight (SA)","Race 11","1","","BIG MERV (7)","Clint Trengove","16.92","0.00","4.46","1","34.7kg","Zinzan Brooke","Stitch 'Em Dolly","$7.50"
"Murray Bridge Straight (SA)","Race 11","2","","FLYING EMBERS (4)","Gary Pidgeon","17.19","3.75","4.67","4","24.9kg","Worm Burner","Firelight Lady","$2.60"
"Murray Bridge Straight (SA)","Race 11","3","","WOOD CARRIER (8)","Steven Coates","17.38","6.50","4.49","2","30.9kg","Barcia Bale","Dora's Hand","$41.00"
"Murray Bridge Straight (SA)","Race 11","4","","STUNNING MOUSE (5)","Ben Rawlings","17.40","6.75","4.56","3","26.0kg","Barcia Bale","Mrs. Mouse","$2.20"
"Murray Bridge Straight (SA)","Race 11","5","","ALMOST IMMINENT (2)","Jack Trengove","17.52","8.50","4.78","5","26.5kg","Superior Panama","Imminent","$26.00"
"Murray Bridge Straight (SA)","Race 11","6","","SWEET SENSATION (1)","Anthony Nobes","17.81","12.75","","","25.9kg","Mepunga Cruzer","Dazzling Melody","$6.00"
"Q1 Lakeside (QLD)","Race 1","1","","DAD'S VISION (6)","Peter Young","25.98","0.00","4.37","111","31.6kg","Mepunga Blazer","Sutton's Lass","$101.00"
"Q1 Lakeside (QLD)","Race 1","2","","PROPER STAR (7)","Tom Tzouvelis","26.01","0.25","4.54","553","26.6kg","Tommy Shelby","Prim And Proper","$3.30"
"Q1 Lakeside (QLD)","Race 1","3","","SPECIFICALLY (8)","Christopher Brydon","26.02","0.38","4.45","222","33.1kg","Feral Franky","Annabel Keeping","$8.00"
"Q1 Lakeside (QLD)","Race 1","4","","HARA'S BROOKLYN (5)","Jemma Daley","26.16","2.38","4.64","775","30.0kg","Houdini Boy","Hara's Bonnie","$5.00"
"Q1 Lakeside (QLD)","Race 1","5","","MIGHTY UPROAR (1)","Christine Bourke","26.34","4.88","4.45","444","37.4kg","Fernando Bale","High Class Belle","$4.20"
"Q1 Lakeside (QLD)","Race 1","6","","SIRIUS ANDREW (4)","Darren Johnstone","26.49","7.13","4.62","666","34.2kg","Fernando Bale","Molly Anne","$51.00"
"Q1 Lakeside (QLD)","Race 1","7","","SCOTCH ON ICE (3)","Jeff Crawford","26.71","10.13","4.45","337","34.5kg","Hooked On Scotch","Kiss And Cut","$2.90"
"Q1 Lakeside (QLD)","Race 1","8","","CROWLEY (2)","Lucy Roche","26.84","11.88","4.71","888","29.2kg","Superior Panama","Miss Splendamiro","$101.00"
"Q1 Lakeside (QLD)","Race 1","SCR","","DEFINE EMPRESS","Neville Tonks","","","","","","Fernando Bale","Devine Empress",""
"Q1 Lakeside (QLD)","Race 1","SCR","","HE'S ON SHOW","Anne Clelland","","","","","","Beast Unleashed","Hunter Lidcombe",""
"Q1 Lakeside (QLD)","Race 2","1","","SECRET STORY (4)","Tom Tzouvelis","25.64","0.00","4.47","311","34.4kg","Shima Shine","Ice Cream Story","$1.95"
"Q1 Lakeside (QLD)","Race 2","2","","HARA'S CHIEF (8)","Jemma Daley","25.80","2.25","4.48","422","33.3kg","Houdini Boy","Hara's Bonnie","$2.50"
"Q1 Lakeside (QLD)","Race 2","3","","MOTEL TO HILLTOP (1)","Tyson Barton","26.05","5.75","4.47","233","24.8kg","Koblenz","East Of Blue","$26.00"
"Q1 Lakeside (QLD)","Race 2","4","","HARA'S EBONY (3)","Craig Cassidy","26.26","8.75","4.45","155","25.9kg","Shima Shine","Hara's Indi","$71.00"
"Q1 Lakeside (QLD)","Race 2","5","","TIPPY TOE (7)","Ned Snow","26.27","8.88","4.50","544","30.1kg","Superior Panama","Blue Carat","$81.00"
"Q1 Lakeside (QLD)","Race 2","6","","RINA DUTTON (6)","Andrew Monaghan","26.56","13.13","4.58","766","29.6kg","Bernardo","Rinadeena","$10.00"
"Q1 Lakeside (QLD)","Race 2","7","","BROOKERS ROAD (5)","Karen Ulrick","26.58","13.25","4.55","688","35.4kg","Bernardo","My Kinloch","$7.00"
"Q1 Lakeside (QLD)","Race 2","8","","SMOOTH SHIRAZ (2)","John Jeffrey","26.90","18.00","4.74","877","34.2kg","Bombastic Shiraz","Ballinakill Lola","$101.00"
"Q1 Lakeside (QLD)","Race 2","SCR","","GOLDSTAR GHOST","Riley Evans","","","","","","My Redeemer","Goldstar Sydney",""
"Q1 Lakeside (QLD)","Race 2","SCR","","CHARDONNAY GIRL","Darren Makowiecki","","","","","","Big Bad Bob","Chardonnay Mum",""
"Q1 Lakeside (QLD)","Race 3","1","","MISTY RICO (1)","Reginald Hazelgrove","19.91","0.00","4.02","52","25.8kg","Hard Style Rico","Wise Misty","$1.75"
"Q1 Lakeside (QLD)","Race 3","2","","BROTHER RONNY (3)","Peter Sullivan","19.92","0.13","3.91","11","30.9kg","Jungle Deuce","Nangar Gift","$8.00"
"Q1 Lakeside (QLD)","Race 3","3","","BLUE RIDGE (6)","Raymond Burman","20.18","3.88","3.96","33","27.1kg","Tommy Shelby","Champagne Sally","$8.00"
"Q1 Lakeside (QLD)","Race 3","4","","LEMKE HAWK (8)","Craig Schmidt","20.32","5.88","4.04","64","29.6kg","Sh Avatar","She's Some Gal","$4.40"
"Q1 Lakeside (QLD)","Race 3","5","","SPRING FREYA (7)","Pauline Byers","20.51","8.63","4.05","76","26.9kg","Feral Franky","Spring Barty","$14.00"
"Q1 Lakeside (QLD)","Race 3","6","","LILLY DRAGON (2)","Paul Cauchi","20.62","10.13","4.00","47","29.7kg","Tommy Shelby","Regal Jade","$15.00"
"Q1 Lakeside (QLD)","Race 3","7","","BLACK HARADA (5)","Shane Topping","20.65","10.63","3.99","25","33.6kg","Good Odds Harada","Ratbags","$31.00"
"Q1 Lakeside (QLD)","Race 3","8","","ASTON ATHOL (4)","Neville Tonks","21.07","16.63","4.11","88","29.4kg","Aston Kimetto","Aston Lavinia","$61.00"
"Q1 Lakeside (QLD)","Race 3","SCR","","SIRIUS CHARLIE","Darren Johnstone","","","","","","Orson Allen","Daphne Moo Moo",""
"Q1 Lakeside (QLD)","Race 3","SCR","","HOLLY MOO MOO","Darren Johnstone","","","","","","Aston Rupee","Maggie Moo Moo",""
"Q1 Lakeside (QLD)","Race 4","1","","LUCKY FIREBALL (7)","Tony Apap","20.27","0.00","4.07","67","33.6kg","Aston Rupee","Ally Oop Keats","$1.45"
"Q1 Lakeside (QLD)","Race 4","2","","WHERE'S MY STAR (4)","Michael Pearce","20.30","0.50","4.01","32","26.3kg","Tommy Shelby","Where's The Star","$15.00"
"Q1 Lakeside (QLD)","Race 4","3","","NOT A CANON (3)","Sarah Johnson","20.31","0.63","3.99","11","35.6kg","Jungle Deuce","Bubbles And Brie","$4.60"
"Q1 Lakeside (QLD)","Race 4","4","","LADY FELICIA (1)","Stella Marschke","20.75","6.88","4.05","43","24.4kg","Pindari Express","Shine Your Light","$23.00"
"Q1 Lakeside (QLD)","Race 4","5","","BLUE MACHINE (2)","Shane Topping","20.80","7.63","4.14","74","29.2kg","Don't Knocka Him","Ten Gallon Hat","$41.00"
"Q1 Lakeside (QLD)","Race 4","6","","LAVANA LEE (8)","Peter Sullivan","20.93","9.38","4.07","56","25.5kg","Beast Unleashed","Pearl's Fly","$6.00"
"Q1 Lakeside (QLD)","Race 4","7","","SIRIUS EMILY (5)","Darren Johnstone","20.95","9.63","4.02","25","26.1kg","Sennachie","Daisy Dreams","$51.00"
"Q1 Lakeside (QLD)","Race 4","SCR","","SCREAMING BLAZE","Ronald Newland","","","","","","Get It Gizmo","Screaming Betty",""
"Q1 Lakeside (QLD)","Race 4","SCR","","CHAMPAGNE MIA","Raymond Burman","","","","","","Tommy Shelby","Champagne Sally",""
"Q1 Lakeside (QLD)","Race 4","SCR","","MIA'S MY GIRL","Andrew Pearce","","","","","","Yogi Blue","Abby Boom",""
"Q1 Lakeside (QLD)","Race 5","1","","SCUD (8)","Jemma Daley","22.03","0.00","6.12","31","30.8kg","Tommy Shelby","Where's The Star","$1.60"
"Q1 Lakeside (QLD)","Race 5","2","","ARES (6)","Casey Dargusch","22.28","3.50","6.23","52","36.2kg","Aston Rupee","Anfield Girl","$11.00"
"Q1 Lakeside (QLD)","Race 5","3","","RINGBARK SCARY (1)","Cameron Scott","22.45","6.00","6.19","43","26.4kg","Sennachie","Ringbark Ruby","$23.00"
"Q1 Lakeside (QLD)","Race 5","4","","BLUE SMARTIE (7)","Matthew Bourke","22.89","12.25","6.38","75","34.7kg","My Bro Fabio","Grianne","$61.00"
"Q1 Lakeside (QLD)","Race 5","5","","DAYSEA'S ZIGGY (5)","Robert Dacey","22.92","12.75","6.08","14","28.7kg","Corykodi","Kingsbrae Sasha","$4.60"
"Q1 Lakeside (QLD)","Race 5","6","","SPRING LIBBY (2)","Pauline Byers","22.93","12.81","6.31","66","28.4kg","Aston Rupee","Ties That Bind","$15.00"
"Q1 Lakeside (QLD)","Race 5","7","","STYLISH FLAME (3)","Craig Schmidt","23.41","19.81","6.11","27","29.3kg","Hard Style Rico","Hara's Flame","$6.00"
"Q1 Lakeside (QLD)","Race 5","SCR","","AT THE POND","Andrew Pearce","","","","","","Hard Style Rico","Flying Wife",""
"Q1 Lakeside (QLD)","Race 5","SCR","","CHAMPAGNE MIA","Raymond Burman","","","","","","Tommy Shelby","Champagne Sally",""
"Q1 Lakeside (QLD)","Race 5","SCR","","ASTON ATHOL","Neville Tonks","","","","","","Aston Kimetto","Aston Lavinia",""
"Q1 Lakeside (QLD)","Race 6","1","","KICKIN' TYRES (1)","William Page","22.28","0.00","5.98","11","32.2kg","Koblenz","Sapphire Queen","$5.50"
"Q1 Lakeside (QLD)","Race 6","2","","BENTLEY ELSA (4)","Tyson Barton","22.47","2.75","6.12","23","24.8kg","Fernando Bale","Ava's Miss","$3.90"
"Q1 Lakeside (QLD)","Race 6","3","","SPRING MISTY (6)","Pauline Byers","22.54","3.75","6.07","32","26.9kg","Feral Franky","Spring Kono","$4.80"
"Q1 Lakeside (QLD)","Race 6","4","","DAYTONA SUNSET (2)","Warren Nicholls","22.82","7.75","6.21","65","30.7kg","Sunset Spitfire","Riverboat Queen","$2.20"
"Q1 Lakeside (QLD)","Race 6","5","","BRABAZON (5)","Matthew Bourke","22.82","7.78","6.17","44","28.5kg","Jungle Deuce","Eight Green Cans","$41.00"
"Q1 Lakeside (QLD)","Race 6","6","","DIVIDED BY NINE (7)","Colin Curtis","23.01","10.53","6.19","57","28.1kg","Feral Franky","Annabel Keeping","$23.00"
"Q1 Lakeside (QLD)","Race 6","7","","SOMERSET BLUEY (3)","Keith Donaldson","23.06","11.28","6.26","76","33.5kg","Beast Unleashed","Try Catch Tanya","$26.00"
"Q1 Lakeside (QLD)","Race 6","8","","ENTREPRENEUR (8)","Kevin Forrester","23.60","19.03","6.27","88","27.3kg","Keybow","Bogie Princess","$51.00"
"Q1 Lakeside (QLD)","Race 6","SCR","","CHAMPAGNE MIA","Raymond Burman","","","","","","Tommy Shelby","Champagne Sally",""
"Q1 Lakeside (QLD)","Race 6","SCR","","ASTON ATHOL","Neville Tonks","","","","","","Aston Kimetto","Aston Lavinia",""
"Q1 Lakeside (QLD)","Race 7","1","","FEDERAL ROCKET (5)","Jemma Daley","25.74","0.00","4.38","211","31.1kg","Cosmic Rumble","Jilliby Emmie","$4.00"
"Q1 Lakeside (QLD)","Race 7","2","","BETTY ROSE (8)","Tyson Barton","25.86","1.75","4.44","322","24.6kg","Shima Shine","Amber Ale","$2.90"
"Q1 Lakeside (QLD)","Race 7","3","","GOLDSTAR DOZER (7)","Riley Evans","26.13","5.50","4.49","533","31.6kg","My Redeemer","Goldstar Sydney","$3.90"
"Q1 Lakeside (QLD)","Race 7","4","","GOLDSTAR HUNTER (2)","Riley Evans","26.17","6.25","4.52","744","31.1kg","My Redeemer","Goldstar Sydney","$13.00"
"Q1 Lakeside (QLD)","Race 7","5","","DETROIT MEDLEY (4)","Darren Johnstone","26.35","8.75","4.57","886","32.3kg","Fernando Bale","Molly Anne","$71.00"
"Q1 Lakeside (QLD)","Race 7","6","","JESSIE JEWEL (6)","Graham Hall","26.51","11.00","4.45","455","27.8kg","Sennachie","Ringbark Ruby","$4.60"
"Q1 Lakeside (QLD)","Race 7","7","","CHAMPAGNE MIA (1)","Raymond Burman","26.76","14.50","4.40","167","26.4kg","Tommy Shelby","Champagne Sally","$21.00"
"Q1 Lakeside (QLD)","Race 7","8","","BLAZING BRONCO (3)","Renald Attard","26.94","17.00","4.51","678","32.5kg","My Redeemer","Belvedere Babe","$61.00"
"Q1 Lakeside (QLD)","Race 7","SCR","","BLAZING VISION","Peter Young","","","","","","Mepunga Blazer","Sutton's Lass",""
"Q1 Lakeside (QLD)","Race 7","SCR","","MARGARET'S ANGEL","Darren Johnstone","","","","","","Aussie Infrared","Jokare",""
"Q1 Lakeside (QLD)","Race 8","","","TRUNKEY DOLL (1)","Paul Stadnikoff","0.00","","","","","Fernando Bale","Riley's Mariah","$0.00"
"Q1 Lakeside (QLD)","Race 8","","","SWEET LADETTE (2)","Brett Hazelgrove","0.00","","","","","Wow","Sweet Fire All","$0.00"
"Q1 Lakeside (QLD)","Race 8","","","SPRING MARK (3)","Pauline Byers","0.00","","","","","Fernando Bale","Burning Fuel","$0.00"
"Q1 Lakeside (QLD)","Race 8","","","MARQUEE PLAYER (4)","Gregory Stella","0.00","","","","","Fernando Bale","Sneaky Marquee","$0.00"
"Q1 Lakeside (QLD)","Race 8","","","SKETCHY STORY (5)","Tom Tzouvelis","0.00","","","","","Shima Shine","Ice Cream Story","$0.00"
"Q1 Lakeside (QLD)","Race 8","","","ZIPPING VIVID (6)","Tom Tzouvelis","0.00","","","","","Sh Avatar","Zipping Samara","$0.00"
"Q1 Lakeside (QLD)","Race 8","","","OXLEY VALENTINA (7)","Rod Herr","0.00","","","","","Fernando Bale","Oxley Surround","$0.00"
"Q1 Lakeside (QLD)","Race 8","","","GYPSY KING (8)","Eric Raeburn","0.00","","","","","Feral Franky","Speedy Bella","$0.00"
"Q1 Lakeside (QLD)","Race 8","SCR","","ACADEMY","William Warner","","","","","","Leeroy Rogue","Amy Cora",""
"Q1 Lakeside (QLD)","Race 8","SCR","","RACING QUEEN","Paul Cauchi","","","","","","Tommy Shelby","Regal Jade",""
"Q1 Lakeside (QLD)","Race 9","","","STATIC (1)","Mick Darragh","0.00","","","","","Fernando Bale","Gunnell","$0.00"
"Q1 Lakeside (QLD)","Race 9","","","SALVATORE (2)","Vicki Shepherd","0.00","","","","","Sh Avatar","Amaranth Girl","$0.00"
"Q1 Lakeside (QLD)","Race 9","","","SECRET SUPER (3)","Trevor Lindsay","0.00","","","","","Out Of Range","Charlotte Byrde","$0.00"
"Q1 Lakeside (QLD)","Race 9","","","DISPLAY (4)","Eric Raeburn","0.00","","","","","Zambora Brockie","Aston Daiquiri","$0.00"
"Q1 Lakeside (QLD)","Race 9","","","ZIPPING VIPER (5)","Tom Tzouvelis","0.00","","","","","Sh Avatar","Zipping Samara","$0.00"
"Q1 Lakeside (QLD)","Race 9","","","SPRING NOTICE (6)","Pauline Byers","0.00","","","","","Spring Bridge","Spring Halo","$0.00"
"Q1 Lakeside (QLD)","Race 9","","","ON HOLIDAYS (7)","Ned Snow","0.00","","","","","Aston Rupee","Baby Talk","$0.00"
"Q1 Lakeside (QLD)","Race 9","","","BREAKOUT LAD (8)","Warren Nicholls","0.00","","","","","Aston Dee Bee","Rasheda","$0.00"
"Q1 Lakeside (QLD)","Race 9","SCR","","CYCLONE RANGER","Renald Attard","","","","","","Shima Shine","Miss Fernando",""
"Q1 Lakeside (QLD)","Race 9","SCR","","OUT OF TIME","Melissa Jordan","","","","","","Flying Ricciardo","Miss Vanuatu",""
"Q1 Lakeside (QLD)","Race 10","","","ZIPPING GEPPETTO (1)","Melissa Jordan","0.00","","","","","Aston Rupee","Zipping Magda","$0.00"
"Q1 Lakeside (QLD)","Race 10","","","HOCKING (2)","Paul Cauchi","0.00","","","","","My Redeemer","Tahlia's Way","$0.00"
"Q1 Lakeside (QLD)","Race 10","","","MISS BEAR (3)","Karen Ulrick","0.00","","","","","Bernardo","My Kinloch","$0.00"
"Q1 Lakeside (QLD)","Race 10","","","TARAWI SUSHI (4)","Jayson Valentine","0.00","","","","","Fernando Bale","Hello Dream","$0.00"
"Q1 Lakeside (QLD)","Race 10","","","HIGH FIVE LAD (5)","Brett Hazelgrove","0.00","","","","","Bernardo","Fire On Ice","$0.00"
"Q1 Lakeside (QLD)","Race 10","","","FINEST CUT (7)","Jeff Crawford","0.00","","","","","Hooked On Scotch","Kiss And Cut","$0.00"
"Q1 Lakeside (QLD)","Race 10","","","HARA'S ELSIE (8)","Jemma Daley","0.00","","","","","Equalizer","Hara's Penny","$0.00"
"Q1 Lakeside (QLD)","Race 10","SCR","","ZIPPING ROVE","Tom Tzouvelis","","","","","","Sh Avatar","Zipping Samara",""
"Q1 Lakeside (QLD)","Race 10","SCR","","WEEONA BELLA","Jodi Davis","","","","","","Fernando Bale","Nash Road Betty",""
"Q1 Lakeside (QLD)","Race 10","SCR","","AQUA LILIUM","Shane Byers","","","","","","Barcia Bale","Lily Pad",""
"Q1 Lakeside (QLD)","Race 11","","","SIRIUS HARRY (1)","Darren Johnstone","0.00","","","","","Orson Allen","Daphne Moo Moo","$0.00"
"Q1 Lakeside (QLD)","Race 11","","","DISH FOR DASH (2)","John Mccarthy","0.00","","","","","Aston Rupee","Pearl Za Diamond","$0.00"
"Q1 Lakeside (QLD)","Race 11","","","TIME KEEPER (3)","Pat Dennis","0.00","","","","","Fernando Bale","Shot Clock","$0.00"
"Q1 Lakeside (QLD)","Race 11","","","LUCIFER'S GIFT (4)","Lucy Roche","0.00","","","","","Jungle Deuce","Nangar Gift","$0.00"
"Q1 Lakeside (QLD)","Race 11","","","CLEVERLY AVA (5)","Reginald Hazelgrove","0.00","","","","","Tommy Shelby","Miss Amelia","$0.00"
"Q1 Lakeside (QLD)","Race 11","","","KINGSBRAE ALICE (6)","Trevor Lindsay","0.00","","","","","Ando's Mac","Lil Macie Breeze","$0.00"
"Q1 Lakeside (QLD)","Race 11","","","SPRING FERN (7)","Pauline Byers","0.00","","","","","Fernando Bale","Spring Fair","$0.00"
"Q1 Lakeside (QLD)","Race 11","","","LARA DUTTON (8)","Andrew Monaghan","0.00","","","","","Flying Ricciardo","Two Points Away","$0.00"
"Q1 Lakeside (QLD)","Race 11","SCR","","ACADEMY","William Warner","","","","","","Leeroy Rogue","Amy Cora",""
"Q1 Lakeside (QLD)","Race 11","SCR","","GOLDSTAR SALLY","Riley Evans","","","","","","My Redeemer","Goldstar Sydney",""
"Q1 Lakeside (QLD)","Race 12","","","DAYSEA'S COURT (2)","Claude Dacey","0.00","","","","","Sennachie","Nikki Nettle","$0.00"
"Q1 Lakeside (QLD)","Race 12","","","CRAZY MATRIX (3)","Kevin Forrester","0.00","","","","","Fernando Bale","Crazy Cool","$0.00"
"Q1 Lakeside (QLD)","Race 12","","","DANCING STARS (4)","Reginald Hazelgrove","0.00","","","","","Tommy Shelby","Whirly Way","$0.00"
"Q1 Lakeside (QLD)","Race 12","","","SIRIUS ROY (5)","Darren Johnstone","0.00","","","","","Fernando Bale","Molly Anne","$0.00"
"Q1 Lakeside (QLD)","Race 12","","","BORN TO RACE (6)","Paul Cauchi","0.00","","","","","Tommy Shelby","Regal Jade","$0.00"
"Q1 Lakeside (QLD)","Race 12","","","LOST DRAGON (7)","Jeanette Cauchi","0.00","","","","","Tommy Shelby","Regal Jade","$0.00"
"Q1 Lakeside (QLD)","Race 12","","","BLACK ON GOLD (8)","Lucy Roche","0.00","","","","","Superior Panama","Poco Dorado","$0.00"
"Q1 Lakeside (QLD)","Race 12","","","CYCLONE RANGER (1)","Renald Attard","0.00","","","","","Shima Shine","Miss Fernando","$0.00"
"Q1 Lakeside (QLD)","Race 12","SCR","","ZIPPING SLASH","William Warner","","","","","","Aussie Infrared","Zipping Meg",""
"Q1 Lakeside (QLD)","Race 12","SCR","","AQUA LILIUM","Shane Byers","","","","","","Barcia Bale","Lily Pad",""
