"date","track","raceNumber","startTime","raceURL"
"2025-05-27","Geelong","R1","14:39","https://www.odds.com.au/greyhounds/geelong-20250527/13-races-today-300-rank-race-1/"
"2025-05-27","Geelong","R2","15:03","https://www.odds.com.au/greyhounds/geelong-20250527/the-beckley-centre-geelong-300-rank-race-2/"
"2025-05-27","Geelong","R3","15:18","https://www.odds.com.au/greyhounds/geelong-20250527/melbourne-container-park-300-rank-race-3/"
"2025-05-27","Geelong","R4","15:37","https://www.odds.com.au/greyhounds/geelong-20250527/sportbet-same-race-multi-300-rank-race-4/"
"2025-05-27","Geelong","R5","15:57","https://www.odds.com.au/greyhounds/geelong-20250527/beachside-security-300-rank-race-5/"
"2025-05-27","Geelong","R6","16:17","https://www.odds.com.au/greyhounds/geelong-20250527/millers-muzzles-300-rank-race-6/"
"2025-05-27","Geelong","R7","16:37","https://www.odds.com.au/greyhounds/geelong-20250527/mme-slat-gates-300-rank-race-7/"
"2025-05-27","Geelong","R8","16:55","https://www.odds.com.au/greyhounds/geelong-20250527/np-electrical-300-rank-race-8/"
"2025-05-27","Geelong","R9","17:17","https://www.odds.com.au/greyhounds/geelong-20250527/sportsbet-fast-form-300-rank-race-9/"
"2025-05-27","Geelong","R10","17:39","https://www.odds.com.au/greyhounds/geelong-20250527/top-cat-video-productions-300-rank-race-10/"
"2025-05-27","Geelong","R11","18:01","https://www.odds.com.au/greyhounds/geelong-20250527/rsn-grey-areas-wednesday-friday-300-race-11/"
"2025-05-27","Geelong","R12","18:18","https://www.odds.com.au/greyhounds/geelong-20250527/one-more-race-to-go-300-rank-race-12/"
"2025-05-27","Geelong","R13","18:37","https://www.odds.com.au/greyhounds/geelong-20250527/geelong-race-13-300-rank-race-13/"
"2025-05-27","Warragul","R1","18:44","https://www.odds.com.au/greyhounds/warragul-20250527/sportsbet-supporters-of-having-a-crack-race-1/"
"2025-05-27","Warragul","R2","19:04","https://www.odds.com.au/greyhounds/warragul-20250527/viatek-race-2/"
"2025-05-27","Warragul","R3","19:28","https://www.odds.com.au/greyhounds/warragul-20250527/gday-chef-caterers-race-3/"
"2025-05-27","Warragul","R4","19:48","https://www.odds.com.au/greyhounds/warragul-20250527/oaks-super-box-race-4/"
"2025-05-27","Warragul","R5","20:12","https://www.odds.com.au/greyhounds/warragul-20250527/sportsbet-final-race-5/"
"2025-05-27","Warragul","R6","20:36","https://www.odds.com.au/greyhounds/warragul-20250527/barn-bar-function-room-race-6/"
"2025-05-27","Warragul","R7","20:56","https://www.odds.com.au/greyhounds/warragul-20250527/sennachie-at-stud-race-7/"
"2025-05-27","Warragul","R8","21:20","https://www.odds.com.au/greyhounds/warragul-20250527/shima-shine-at-stud-race-8/"
"2025-05-27","Warragul","R9","21:40","https://www.odds.com.au/greyhounds/warragul-20250527/paua-of-buddy-at-stud-race-9/"
"2025-05-27","Warragul","R10","22:05","https://www.odds.com.au/greyhounds/warragul-20250527/photo-man-at-stud-race-10/"
"2025-05-27","Warragul","R11","22:22","https://www.odds.com.au/greyhounds/warragul-20250527/m-c-grafix-signs-race-11/"
"2025-05-27","Warragul","R12","22:38","https://www.odds.com.au/greyhounds/warragul-20250527/rsn-grey-areas-wednesday-friday-race-12/"
"2025-05-27","Horsham","R1","14:54","https://www.odds.com.au/greyhounds/horsham-20250527/sportsbet-supporters-of-having-a-crack-race-1/"
"2025-05-27","Horsham","R2","15:12","https://www.odds.com.au/greyhounds/horsham-20250527/crymelon-kennels-race-2/"
"2025-05-27","Horsham","R3","15:31","https://www.odds.com.au/greyhounds/horsham-20250527/grv-vicbred-series-final-race-3/"
"2025-05-27","Horsham","R4","15:47","https://www.odds.com.au/greyhounds/horsham-20250527/horsham-doors-glass-race-4/"
"2025-05-27","Horsham","R5","16:06","https://www.odds.com.au/greyhounds/horsham-20250527/webbcon-marine-race-5/"
"2025-05-27","Horsham","R6","16:31","https://www.odds.com.au/greyhounds/horsham-20250527/rsn-grey-areas-wednesday-friday-race-6/"
"2025-05-27","Horsham","R7","16:47","https://www.odds.com.au/greyhounds/horsham-20250527/warrack-butchery-race-7/"
"2025-05-27","Horsham","R8","17:09","https://www.odds.com.au/greyhounds/horsham-20250527/shima-shine-at-stud-race-8/"
"2025-05-27","Horsham","R9","17:31","https://www.odds.com.au/greyhounds/horsham-20250527/watts-price-accountants-race-9/"
"2025-05-27","Horsham","R10","17:53","https://www.odds.com.au/greyhounds/horsham-20250527/locks-constructions-race-10/"
"2025-05-27","Horsham","R11","18:15","https://www.odds.com.au/greyhounds/horsham-20250527/greyhound-adoption-program-race-11/"
"2025-05-27","Horsham","R12","18:34","https://www.odds.com.au/greyhounds/horsham-20250527/sportsbet-green-tick-veteran-200-rank-race-12/"
"2025-05-27","Launceston","R1","11:55","https://www.odds.com.au/greyhounds/launceston-20250527/ladbrokes-same-race-multi-race-1/"
"2025-05-27","Launceston","R2","12:15","https://www.odds.com.au/greyhounds/launceston-20250527/chase-newspaper-race-2/"
"2025-05-27","Launceston","R3","12:40","https://www.odds.com.au/greyhounds/launceston-20250527/colonial-motel-race-3/"
"2025-05-27","Launceston","R4","13:04","https://www.odds.com.au/greyhounds/launceston-20250527/fast-minardi-at-stud-race-4/"
"2025-05-27","Launceston","R5","13:27","https://www.odds.com.au/greyhounds/launceston-20250527/put-your-quaddies-on-race-5/"
"2025-05-27","Launceston","R6","13:43","https://www.odds.com.au/greyhounds/launceston-20250527/clarkie-tyres-race-6/"
"2025-05-27","Launceston","R7","14:07","https://www.odds.com.au/greyhounds/launceston-20250527/ladbrokes-race-7/"
"2025-05-27","Launceston","R8","14:22","https://www.odds.com.au/greyhounds/launceston-20250527/ben-englund-plastering-race-8/"
"2025-05-27","Launceston","R9","14:49","https://www.odds.com.au/greyhounds/launceston-20250527/ulverstone-pet-foods-race-9/"
"2025-05-27","Launceston","R10","15:09","https://www.odds.com.au/greyhounds/launceston-20250527/westbury-gourmet-meats-race-10/"
"2025-05-27","Mandurah","R1","20:09","https://www.odds.com.au/greyhounds/mandurah-20250527/free-entry-tabtouch-park-race-1/"
"2025-05-27","Mandurah","R2","20:34","https://www.odds.com.au/greyhounds/mandurah-20250527/bring-the-family-race-2/"
"2025-05-27","Mandurah","R3","20:52","https://www.odds.com.au/greyhounds/mandurah-20250527/auto-owls-bentley-pbd-race-3/"
"2025-05-27","Mandurah","R4","21:17","https://www.odds.com.au/greyhounds/mandurah-20250527/all-torque-engineering-pbd-race-4/"
"2025-05-27","Mandurah","R5","21:34","https://www.odds.com.au/greyhounds/mandurah-20250527/get-your-quaddie-on-pbd-race-5/"
"2025-05-27","Mandurah","R6","21:54","https://www.odds.com.au/greyhounds/mandurah-20250527/tommy-shelby-stud-pbd-race-6/"
"2025-05-27","Mandurah","R7","22:18","https://www.odds.com.au/greyhounds/mandurah-20250527/sires-on-ice-wa-pbd-race-7/"
"2025-05-27","Mandurah","R8","22:41","https://www.odds.com.au/greyhounds/mandurah-20250527/signup-wa-pbd-race-8/"
"2025-05-27","Mandurah","R9","22:58","https://www.odds.com.au/greyhounds/mandurah-20250527/fuller-fitness-pbd-race-9/"
"2025-05-27","Mandurah","R10","23:17","https://www.odds.com.au/greyhounds/mandurah-20250527/prime-trophies-race-10/"
"2025-05-27","Mandurah","R11","23:37","https://www.odds.com.au/greyhounds/mandurah-20250527/bet-local-bet-tabtouch-race-11/"
"2025-05-27","Murray Bridge Straight","R1","11:45","https://www.odds.com.au/greyhounds/murray-bridge-straight-20250527/fischer-motors-maiden-stake-race-1/"
"2025-05-27","Murray Bridge Straight","R2","12:05","https://www.odds.com.au/greyhounds/murray-bridge-straight-20250527/sky-racing-1-3-wins-race-2/"
"2025-05-27","Murray Bridge Straight","R3","12:22","https://www.odds.com.au/greyhounds/murray-bridge-straight-20250527/thedogssa-1-3-wins-race-3/"
"2025-05-27","Murray Bridge Straight","R4","12:50","https://www.odds.com.au/greyhounds/murray-bridge-straight-20250527/fresh-pet-food-co-pbd-mixed-stake-race-4/"
"2025-05-27","Murray Bridge Straight","R5","13:14","https://www.odds.com.au/greyhounds/murray-bridge-straight-20250527/daish-irrigation-and-fodder-stake-race-5/"
"2025-05-27","Murray Bridge Straight","R6","13:39","https://www.odds.com.au/greyhounds/murray-bridge-straight-20250527/first-national-real-estate-murray-bridge-stake-race-6/"
"2025-05-27","Murray Bridge Straight","R7","13:54","https://www.odds.com.au/greyhounds/murray-bridge-straight-20250527/greyhounds-as-pets-np-stake-race-7/"
"2025-05-27","Murray Bridge Straight","R8","14:14","https://www.odds.com.au/greyhounds/murray-bridge-straight-20250527/grsacomau-open-stake-race-8/"
"2025-05-27","Murray Bridge Straight","R9","14:42","https://www.odds.com.au/greyhounds/murray-bridge-straight-20250527/spry-civil-construction-np-stake-race-9/"
"2025-05-27","Murray Bridge Straight","R10","14:57","https://www.odds.com.au/greyhounds/murray-bridge-straight-20250527/follow-thedogssa-on-x-np-stake-race-10/"
"2025-05-27","Murray Bridge Straight","R11","15:22","https://www.odds.com.au/greyhounds/murray-bridge-straight-20250527/rural-city-of-murray-bridge-np-stake-race-11/"
"2025-05-27","Gosford","R1","18:57","https://www.odds.com.au/greyhounds/gosford-20250527/welcome-to-gosford-gbota-maiden-race-1/"
"2025-05-27","Gosford","R2","19:21","https://www.odds.com.au/greyhounds/gosford-20250527/beast-unleashed-at-stud-race-2/"
"2025-05-27","Gosford","R3","19:41","https://www.odds.com.au/greyhounds/gosford-20250527/ladbrokes-odds-surge-1-4-win-race-3/"
"2025-05-27","Gosford","R4","20:05","https://www.odds.com.au/greyhounds/gosford-20250527/ladbrokes-gosford-to-wenty-ht-1-race-4/"
"2025-05-27","Gosford","R5","20:29","https://www.odds.com.au/greyhounds/gosford-20250527/ladbrokes-gosford-to-wenty-ht-2-race-5/"
"2025-05-27","Gosford","R6","20:49","https://www.odds.com.au/greyhounds/gosford-20250527/ladbrokes-gosford-to-wenty-ht-3-race-6/"
"2025-05-27","Gosford","R7","21:13","https://www.odds.com.au/greyhounds/gosford-20250527/ladbrokes-gosford-to-wenty-ht-4-race-7/"
"2025-05-27","Gosford","R8","21:37","https://www.odds.com.au/greyhounds/gosford-20250527/ladbrokes-gosford-to-wenty-ht-5-race-8/"
"2025-05-27","Gosford","R9","21:57","https://www.odds.com.au/greyhounds/gosford-20250527/central-coast-locksmiths-race-9/"
"2025-05-27","Gosford","R10","22:15","https://www.odds.com.au/greyhounds/gosford-20250527/farrells-4x2-biscuits-race-10/"
"2025-05-27","Gosford","R11","22:35","https://www.odds.com.au/greyhounds/gosford-20250527/statewide-fire-protection-race-11/"
"2025-05-27","Gosford","R12","22:55","https://www.odds.com.au/greyhounds/gosford-20250527/beast-unleashed-at-stud-pathways-race-12/"
"2025-05-27","Manawatu","R1","10:05","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/outback-trading-company-race-1/"
"2025-05-27","Manawatu","R2","10:29","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/paul-claridge-electrical-race-2/"
"2025-05-27","Manawatu","R3","10:50","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/the-tab-dog-box-3-race-3/"
"2025-05-27","Manawatu","R4","11:12","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/the-pavemasters-ltd-race-4/"
"2025-05-27","Manawatu","R5","11:31","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/grnz-greatmates-race-5/"
"2025-05-27","Manawatu","R6","11:50","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/accell-therapy-nz-race-6/"
"2025-05-27","Manawatu","R7","12:09","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/sportz-bar-wanganui-ro-sprint-race-7/"
"2025-05-27","Manawatu","R8","12:27","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/tab-racing-mega-multi-buster-race-8/"
"2025-05-27","Manawatu","R9","12:47","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/professional-concrete-services-ltd-race-9/"
"2025-05-27","Manawatu","R10","13:07","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/moore-law-palmerston-north-race-10/"
"2025-05-27","Manawatu","R11","13:27","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/red-snapper-seafoods-christchurch-race-11/"
"2025-05-27","Manawatu","R12","13:47","https://www.odds.com.au/greyhounds/manawatu-nz-20250527/greyhounds-worlds-fastest-couch-potatoes-race-12/"
"2025-05-27","Casino","R1","15:00","https://www.odds.com.au/greyhounds/casino-20250527/madsen-meats-maiden-race-1/"
"2025-05-27","Casino","R2","15:15","https://www.odds.com.au/greyhounds/casino-20250527/casino-rsm-club-maiden-race-2/"
"2025-05-27","Casino","R3","15:34","https://www.odds.com.au/greyhounds/casino-20250527/charcoal-inn-masters-race-3/"
"2025-05-27","Casino","R4","15:54","https://www.odds.com.au/greyhounds/casino-20250527/mcdonalds-pharmacy-race-4/"
"2025-05-27","Casino","R5","16:14","https://www.odds.com.au/greyhounds/casino-20250527/palmerbet-punters-club-race-5/"
"2025-05-27","Casino","R6","16:34","https://www.odds.com.au/greyhounds/casino-20250527/casino-golf-club-race-6/"
"2025-05-27","Casino","R7","16:58","https://www.odds.com.au/greyhounds/casino-20250527/tattersalls-hotel-race-7/"
"2025-05-27","Casino","R8","17:20","https://www.odds.com.au/greyhounds/casino-20250527/norco-agrisolutions-race-8/"
"2025-05-27","Casino","R9","17:42","https://www.odds.com.au/greyhounds/casino-20250527/ladbrokes-blackbook-race-9/"
"2025-05-27","Casino","R10","18:05","https://www.odds.com.au/greyhounds/casino-20250527/ladbrokes-mates-mode-pots-race-10/"
"2025-05-27","Casino","R11","18:23","https://www.odds.com.au/greyhounds/casino-20250527/ladbrokes-bet-ticker-pathways-race-11/"
"2025-05-27","Q1 Lakeside","R1","14:46","https://www.odds.com.au/greyhounds/q1-lakeside-20250527/box-1-photography-race-1/"
"2025-05-27","Q1 Lakeside","R2","15:06","https://www.odds.com.au/greyhounds/q1-lakeside-20250527/garrards-horse-and-hound-race-2/"
