"track","raceNumber","runnerName","betType","bet365","ubet","tabtouch","betr","boombet","sportsbet","betfair_back","betfair_lay","picketbet","ladbrokes","pointsbet","neds","colossal"
"Sale","R11","1 Little Whip (1)","Place",3,3.1,3.1,3,2.05,2.7,2.9,3.3,3,3.3,2.9,"-","-"
"Sale","R11","2 Brenden (2)","Place",2,1.9,1.95,1.9,1.94,1.8,1.75,1.95,1.95,1.95,2.05,"-","-"
"Sale","R11","3 Lakeview Kim (3)","Place",3.3,3.3,3.3,3.1,3.45,2.8,3,3.3,3.1,3.3,3.2,"-","-"
"Sale","R11","4 Heyfield Honey (4)","Place",1.8,1.75,1.65,1.65,1.64,1.75,1.55,1.75,1.55,1.75,1.7,"-","-"
"Sale","R11","5 Arkstorm (5)","Place",2.1,2.2,2.1,2.05,1.9,1.95,1.8,2.05,2,2.05,2.15,"-","-"
"Sale","R11","6 Mally Boy (6)","Place",2,2,1.85,1.8,1.96,1.67,1.65,1.85,1.8,1.85,2.05,"-","-"
"Sale","R11","7 Rough Gem (7)","Place",2.65,2.4,2.35,2.35,2.65,2.25,2.2,2.4,2.25,2.4,2.6,"-","-"
"Sale","R11","8 Whisper Pie (8)","Place",1.55,1.55,1.38,1.35,1.46,1.4,1.35,1.5,1.35,1.5,1.6,"-","-"
"Sale","R12","2 Anna (2)","Win",11,11,10,10,7.6,10,12.5,14,10,9.5,10,9.5,11
"Sale","R12","3 Crew (3)","Win",4.8,4.6,4.6,4.6,5.9,4.5,5.9,6.2,4.4,4.5,4.5,4.5,4.8
"Sale","R12","6 Black Friday (6)","Win",9,10,9,10,4.4,8.5,11,12,9.5,9,8.5,9,8
"Sale","R12","7 Speedy Swan (7)","Win",8,8.5,8,9,4.65,8,9.8,10.5,7.5,8,8,8,7
"Sale","R12","8 Jumbuk Gerhard (8)","Win",1.55,1.6,1.6,1.6,1.92,1.6,1.74,1.76,1.65,1.6,1.6,1.6,1.65
"Sale","R12","2 Anna (2)","Place",3,3.3,2.7,2.45,2.75,2.8,2.75,2.9,2.6,2.9,3.4,"-","-"
"Sale","R12","3 Crew (3)","Place",1.83,1.8,1.55,1.4,2,1.62,1.55,1.75,1.55,1.75,1.95,"-","-"
"Sale","R12","6 Black Friday (6)","Place",2.6,3.1,2.5,2.3,1.92,2.63,2.6,2.8,2.4,2.8,2.7,"-","-"
"Sale","R12","7 Speedy Swan (7)","Place",2.4,2.7,2.35,2.2,1.8,2.5,2.2,2.6,2.3,2.6,2.5,"-","-"
"Sale","R12","8 Jumbuk Gerhard (8)","Place",1.18,1.18,1.14,1.12,1.26,1.14,1.02,1.14,1.13,1.14,1.2,"-","-"
"The Meadows","R1","1 Monaleen Hugh (1)","Win",2.7,2.7,2.7,2.8,2.85,2.8,2.92,2.98,2.75,2.8,2.8,2.8,2.8
"The Meadows","R1","2 Power Move (2)","Win",3.6,3.7,3.6,3.6,3.55,3.8,4.6,4.9,3.5,3.6,3.7,3.6,3.6
"The Meadows","R1","3 Nora's Nova (3)","Win",51,51,51,51,53,51,65,120,51,46,51,46,51
"The Meadows","R1","4 Zipping Kepil (4)","Win",8,8,8,8.5,6.7,9,8.4,9,7.5,7.5,8.5,7.5,8
"The Meadows","R1","5 Miss Believer (5)","Win",23,23,23,23,18.6,26,21,36,21,21,26,21,21
"The Meadows","R1","6 Jodie's Angel (6)","Win",34,34,34,41,28,41,32,46,34,34,41,34,34
"The Meadows","R1","7 Aussie Fernando (7)","Win",3,2.8,2.8,2.85,3.2,2.9,4,4.2,2.9,2.7,2.85,2.7,3
"The Meadows","R1","8 Aston Platinum (8)","Win",61,61,61,51,38,61,50,180,51,61,61,61,61
"The Meadows","R1","1 Monaleen Hugh (1)","Place",1.22,1.24,1.22,1.2,1.23,1.17,1.09,1.2,1.2,1.2,1.3,"-","-"
"The Meadows","R1","2 Power Move (2)","Place",1.35,1.35,1.26,1.25,1.24,1.29,1.18,1.3,1.25,1.3,1.45,"-","-"
"The Meadows","R1","3 Nora's Nova (3)","Place",5.5,6,4.8,4.6,5.6,5.5,5.25,5.5,4.2,5.5,5.25,"-","-"
"The Meadows","R1","4 Zipping Kepil (4)","Place",1.95,1.9,1.9,1.85,1.8,1.8,1.65,1.85,1.8,1.85,2.05,"-","-"
"The Meadows","R1","5 Miss Believer (5)","Place",3.75,3.5,3.4,3.3,3.55,3.6,3,3.4,3.3,3.4,3.3,"-","-"
"The Meadows","R1","6 Jodie's Angel (6)","Place",4.6,4.4,3.9,3.8,3.55,4,4,4.6,3.9,4.6,4.2,"-","-"
"The Meadows","R1","7 Aussie Fernando (7)","Place",1.25,1.26,1.24,1.22,1.29,1.22,1.11,1.18,1.2,1.18,1.33,"-","-"
"The Meadows","R1","8 Aston Platinum (8)","Place",7.5,7,5.25,4.6,5.3,5.5,5.25,6.5,4.6,6.5,5.75,"-","-"
"The Meadows","R2","1 Wave In Sea (1)","Win",15,16,17,18,18.2,20,18.5,26,15,16,18,16,14
"The Meadows","R2","2 Speedy Bear (2)","Win",6,6,6,6.5,5.9,5.5,7.4,8.8,6,6,6,6,6.75
"The Meadows","R2","3 Hindle Express (3)","Win",6,6.5,6.5,7,7.1,6.5,6.8,7.8,6,6.5,6.5,6.5,6
"The Meadows","R2","4 Lady Montana (4)","Win",23,23,23,23,23.5,27,23,30,21,21,23,21,21
"The Meadows","R2","5 Raven Owen (5)","Win",5,5,5,5,5.6,5,6.8,7.4,5,5,5.5,5,4.8
"The Meadows","R2","6 Regal Jyle (6)","Win",2.7,2.7,2.6,2.65,2.4,3,2.82,2.88,2.6,2.6,2.65,2.6,2.6
"The Meadows","R2","7 Redeem Her (7)","Win",5.5,5.5,5.5,5.5,6.1,5.5,7,8,5.5,5.5,5.5,5.5,5.5
"The Meadows","R2","8 Tenten (8)","Win",26,26,26,29,36,35,30,42,26,27,29,27,31
"The Meadows","R2","1 Wave In Sea (1)","Place",3.3,3.2,3.3,3.2,3.35,3.4,2.9,3.4,3.2,3.4,2.9,"-","-"
"The Meadows","R2","2 Speedy Bear (2)","Place",1.9,1.9,1.8,1.75,1.64,1.57,1.7,1.85,1.7,1.85,2,"-","-"
"The Meadows","R2","3 Hindle Express (3)","Place",1.9,2,1.9,1.85,1.86,1.88,1.7,1.95,1.8,1.95,1.85,"-","-"
"The Meadows","R2","4 Lady Montana (4)","Place",4,3.5,3.9,3.8,3.25,4,3.25,4,3.7,4,3.6,"-","-"
"The Meadows","R2","5 Raven Owen (5)","Place",1.75,1.75,1.55,1.5,1.72,1.57,1.5,1.65,1.55,1.65,1.75,"-","-"
"The Meadows","R2","6 Regal Jyle (6)","Place",1.36,1.35,1.28,1.25,1.23,1.3,1.17,1.26,1.25,1.26,1.33,"-","-"
"The Meadows","R2","7 Redeem Her (7)","Place",1.85,1.8,1.7,1.65,1.76,1.5,1.6,1.75,1.55,1.75,1.8,"-","-"
"The Meadows","R2","8 Tenten (8)","Place",4.5,4.6,4.25,4,4.8,5.5,4,4.8,4.2,4.8,4.4,"-","-"
"The Meadows","R3","1 South Thailand (1)","Win",5,4.8,5.5,5.5,4.85,6,5.9,6.2,5.25,5.5,5.5,5.5,5.25
"The Meadows","R3","2 Archer Sweet (2)","Win",4.8,5,5,5,4.45,5.5,5.9,6.2,4.8,5,5.5,5,5
"The Meadows","R3","3 Crafty Beer (3)","Win",15,16,15,16,13.4,16,17,18.5,15,14,15,14,16
"The Meadows","R3","4 Smokey Bourbski (4)","Win",34,34,34,29,32,34,42,60,31,31,34,31,31
"The Meadows","R3","6 From The Ghetto (6)","Win",5,5,4.8,5,5.6,4.8,6.4,6.6,5,4.8,4.8,4.8,5.25
"The Meadows","R3","7 Untouched (7)","Win",2.7,2.8,2.6,2.6,2.75,2.5,3.1,3.15,2.6,2.6,2.55,2.6,2.7
"The Meadows","R3","8 Quaynor (8)","Win",6.5,6,6,6.5,5.9,7,7.8,8.2,6.5,6.5,6.5,6.5,5.25
"The Meadows","R3","1 South Thailand (1)","Place",2.4,2.4,2.4,2.25,2.05,2.2,2.1,2.5,2.35,2.5,2.6,"-","-"
"The Meadows","R3","2 Archer Sweet (2)","Place",2.33,2.4,2.3,2.2,2,2.05,2,2.35,2.35,2.35,2.5,"-","-"
"The Meadows","R3","3 Crafty Beer (3)","Place",5,5,4.8,4.4,4.25,4.2,4.2,5,4.6,5,5.25,"-","-"
"The Meadows","R3","4 Smokey Bourbski (4)","Place",9.5,9,7.5,6,9.1,9.5,8,9.5,6.5,9.5,8,"-","-"
"The Meadows","R3","6 From The Ghetto (6)","Place",2.4,2.4,2.25,2.2,2.45,1.91,2,2.3,2.2,2.3,2.6,"-","-"
"The Meadows","R3","7 Untouched (7)","Place",1.7,1.7,1.45,1.35,1.52,1.44,1.37,1.55,1.37,1.55,1.7,"-","-"
"The Meadows","R3","8 Quaynor (8)","Place",2.8,2.8,2.6,2.4,2.65,2.7,2.4,2.9,2.8,2.9,2.5,"-","-"
"The Meadows","R4","1 Ruxton Girl (1)","Win",8.5,8.5,8.5,8.5,8.2,9,10.5,11.5,8.5,8,8.5,8,9
"The Meadows","R4","2 Vista Yank (2)","Win",3.2,3.3,3.1,3.2,3.4,3.4,3.65,3.75,3.25,3.2,3.2,3.2,3.2
"The Meadows","R4","3 Buster Bourbski (3)","Win",11,11,11,12,9.3,12,14,15,11,10,11,10,11
"The Meadows","R4","4 Panadero Ruby (4)","Win",5.5,6,5.5,5,5.9,6.5,6.6,6.8,5.75,5.5,6,5.5,5.25
"The Meadows","R4","5 Edina (5)","Win",34,31,31,34,27.5,35,42,55,31,31,34,31,34
"The Meadows","R4","6 Zipping Dargan (6)","Win",9,9,9,9,8.9,10,11,11.5,8.5,8.5,9.5,8.5,9
"The Meadows","R4","7 Westar Leo (7)","Win",16,15,15,16,13.8,18,19,22,15,15,16,15,15
"The Meadows","R4","8 Zelda Covilha (8)","Win",3.2,3,3.1,3.3,3.45,3.3,3.75,3.85,3.1,3.2,3.2,3.2,3.2
"The Meadows","R4","1 Ruxton Girl (1)","Place",2.25,2.3,2.25,2.15,1.96,1.8,2,2.2,2.05,2.2,2.3,"-","-"
"The Meadows","R4","2 Vista Yank (2)","Place",1.4,1.45,1.3,1.27,1.36,1.36,1.25,1.35,1.25,1.35,1.5,"-","-"
"The Meadows","R4","3 Buster Bourbski (3)","Place",2.85,2.7,2.6,2.45,2.4,2.4,2.4,2.5,2.4,2.5,2.7,"-","-"
"The Meadows","R4","4 Panadero Ruby (4)","Place",1.75,1.9,1.75,1.7,1.78,1.8,1.65,1.75,1.7,1.75,1.85,"-","-"
"The Meadows","R4","5 Edina (5)","Place",4.6,5,4.6,4.6,4.55,4.75,4.6,5.5,4.4,5.5,4.8,"-","-"
"The Meadows","R4","6 Zipping Dargan (6)","Place",2.35,2.4,2.3,2.25,2.45,2.15,2.1,2.3,2.25,2.3,2.4,"-","-"
"The Meadows","R4","7 Westar Leo (7)","Place",3.25,3.2,3.2,3.1,2.9,2.7,2.75,3.3,3.1,3.3,3.1,"-","-"
"The Meadows","R4","8 Zelda Covilha (8)","Place",1.4,1.4,1.3,1.3,1.33,1.33,1.23,1.35,1.25,1.35,1.45,"-","-"
"The Meadows","R5","1 Harvey Intention (1)","Win",61,51,51,61,63,61,65,170,51,51,51,51,51
"The Meadows","R5","2 Cheesy Easy (2)","Win",9,10,10,12,8.2,11,9.4,10.5,9.5,9.5,9.5,9.5,9.5
"The Meadows","R5","3 Flying Rocco (3)","Win",81,81,71,91,77,81,85,160,71,67,81,67,81
"The Meadows","R5","4 Spicy La Vida (4)","Win",3.2,3.3,3.2,3.5,3.4,3.4,3.75,4,3.25,3.3,3.4,3.3,3.4
"The Meadows","R5","5 Tommy Sparkle (5)","Win",4.8,5,5,5,5.3,5.5,5.7,6,5,4.8,5.5,4.8,4.8
"The Meadows","R5","6 Desired Range (6)","Win",6,5.5,5.5,5,5.8,6.5,7.8,8.6,5.5,5.5,6,5.5,5.75
"The Meadows","R5","7 Doongalla Gypsy (7)","Win",2.9,2.9,2.9,2.9,3.05,3.1,3.35,3.55,2.9,2.9,3,2.9,2.9
"The Meadows","R5","8 Zipping Tyra (8)","Win",16,15,15,17,13.4,18,19.5,25,15,14,16,14,16
"The Meadows","R5","1 Harvey Intention (1)","Place",8,7,5.5,5.5,6.1,7,6,7,4.8,7,5.5,"-","-"
"The Meadows","R5","2 Cheesy Easy (2)","Place",2.2,2.3,2.35,2.3,2.3,2.38,2,2.3,2.15,2.3,2.25,"-","-"
"The Meadows","R5","3 Flying Rocco (3)","Place",9,9,6,6,7.3,7.25,7.5,8,6,8,6.75,"-","-"
"The Meadows","R5","4 Spicy La Vida (4)","Place",1.33,1.4,1.3,1.27,1.35,1.3,1.22,1.35,1.25,1.35,1.45,"-","-"
"The Meadows","R5","5 Tommy Sparkle (5)","Place",1.55,1.65,1.55,1.45,1.52,1.44,1.4,1.55,1.5,1.55,1.65,"-","-"
"The Meadows","R5","6 Desired Range (6)","Place",1.75,1.7,1.65,1.6,1.6,1.53,1.5,1.7,1.6,1.7,1.8,"-","-"
"The Meadows","R5","7 Doongalla Gypsy (7)","Place",1.3,1.35,1.28,1.25,1.31,1.29,1.17,1.28,1.25,1.28,1.4,"-","-"
"The Meadows","R5","8 Zipping Tyra (8)","Place",3.2,3,3.1,3,2.55,3,2.6,2.9,3,2.9,2.9,"-","-"
"The Meadows","R6","1 Paw Toronto (1)","Win",2.4,2.3,2.25,2.25,2.1,2.35,2.36,4.7,2.2,2.3,2.2,2.3,2.35
"The Meadows","R6","2 Paw Quebec (2)","Win",7.5,8,8,8,9.1,9,9,60,7.5,8,8.5,8,8.5
"The Meadows","R6","3 Delicious (3)","Win",11,10,11,11,9.7,13,13.5,210,10,11,10,11,11
"The Meadows","R6","4 Blazin' Fire (4)","Win",7.5,6.5,7,7,7.9,8,8,38,6.5,7,7,7,7
"The Meadows","R6","5 Paw Manny (5)","Win",21,19,21,21,26.5,26,19,980,19,21,23,21,21
"The Meadows","R6","6 Billy Intention (6)","Win",15,15,16,16,16.4,19,14.5,960,15,16,16,16,17
"The Meadows","R6","7 Prison Break (7)","Win",7.5,8,8,8,8.8,9,9,60,7.5,8,8.5,8,8.5
"The Meadows","R6","8 Dad's Last Run (8)","Win",3.6,3.4,3.5,3.4,3.35,3.7,3.7,11,3.25,3.5,3.4,3.5,3.5
"The Meadows","R6","1 Paw Toronto (1)","Place",1.3,1.26,1.26,1.25,1.17,1.2,1.03,1.18,1.22,1.18,1.27,"-","-"
"The Meadows","R6","2 Paw Quebec (2)","Place",2.2,2.1,2.2,2.1,2.2,2,1.8,2.1,2.15,2.1,2.2,"-","-"
"The Meadows","R6","3 Delicious (3)","Place",2.95,2.3,2.6,2.5,2.1,2.5,2,2.5,2.3,2.5,2.5,"-","-"
"The Meadows","R6","4 Blazin' Fire (4)","Place",2.2,1.9,2.05,2,2.05,1.91,1.65,1.95,1.95,1.95,2,"-","-"
"The Meadows","R6","5 Paw Manny (5)","Place",3.9,3.4,3.8,3.7,3.85,4.2,3,3.8,3.8,3.8,3.4,"-","-"
"The Meadows","R6","6 Billy Intention (6)","Place",3.4,3,3.3,3.2,3.1,3,2.6,3.2,3.1,3.2,3.1,"-","-"
"The Meadows","R6","7 Prison Break (7)","Place",2.2,2.1,2.2,2.15,2.25,2.05,1.8,2.1,2.15,2.1,2.2,"-","-"
"The Meadows","R6","8 Dad's Last Run (8)","Place",1.5,1.4,1.32,1.3,1.36,1.33,1.17,1.35,1.3,1.35,1.45,"-","-"
"The Meadows","R7","1 Chattanooga (1)","Win",3.6,3.4,3.4,3.4,3.15,3.7,3.7,9,3.25,3.4,3.3,3.4,3.5
"The Meadows","R7","2 Paw Farina (2)","Win",1.8,1.75,1.75,1.7,1.82,1.85,1.78,2.8,1.65,1.75,1.75,1.75,1.8
"The Meadows","R7","3 Brielle (3)","Win",9,8.5,9.5,9,9.6,11,9.6,130,8.5,9,9.5,9,9
"The Meadows","R7","4 Paw Verity (4)","Win",8,7.5,7,7.5,7.1,7.5,8.6,42,7,7.5,7,7.5,7.5
"The Meadows","R7","5 Sir Whip (5)","Win",19,23,26,26,21.5,31,17,1000,21,23,23,23,26
"The Meadows","R7","6 Savannah Star (6)","Win",17,19,21,21,26.5,26,17.5,990,19,20,23,20,21
"The Meadows","R7","7 Blue Vendetta (7)","Win",17,17,18,17,20.5,20,15.5,980,17,17,18,17,18
"The Meadows","R7","8 Prince Pierre (8)","Win",16,15,15,15,14.4,17,13.5,990,15,15,15,15,16
"The Meadows","R7","1 Chattanooga (1)","Place",1.4,1.35,1.28,1.25,1.23,1.3,1.1,1.26,1.25,1.26,1.4,"-","-"
"The Meadows","R7","2 Paw Farina (2)","Place",1.14,1.14,1.12,1.12,1.13,1.08,1.01,1.08,1.12,1.08,1.15,"-","-"
"The Meadows","R7","3 Brielle (3)","Place",2.2,1.95,2.1,2,2.1,2,1.65,2,2.05,2,2.1,"-","-"
"The Meadows","R7","4 Paw Verity (4)","Place",2.05,1.85,1.85,1.85,1.92,1.8,1.55,1.8,1.75,1.8,1.9,"-","-"
"The Meadows","R7","5 Sir Whip (5)","Place",3.6,3.4,3.9,3.7,3.25,3.75,3,3.6,3.4,3.6,3.5,"-","-"
"The Meadows","R7","6 Savannah Star (6)","Place",3.3,3.1,3.4,3.2,3.45,4,2.75,3.3,3.4,3.3,3.2,"-","-"
"The Meadows","R7","7 Blue Vendetta (7)","Place",3.3,2.9,3.2,3,3.25,2.8,2.5,3,3,3,2.9,"-","-"
"The Meadows","R7","8 Prince Pierre (8)","Place",3.2,2.7,2.9,2.8,2.4,2.6,2.3,2.7,2.7,2.7,2.8,"-","-"
"The Meadows","R8","1 Chicken Fish (1)","Win",6.5,6,6,6,5.4,6.5,7,26,5.75,6,6,6,5.25
"The Meadows","R8","2 Minter Frost (2)","Win",5.5,5,5.5,5.5,4.85,6,5.5,21,5,5.5,5,5.5,5.5
"The Meadows","R8","3 He's Magic (3)","Win",2.3,2.3,2.25,2.25,2.25,2.35,2.36,5.7,2.2,2.3,2.25,2.3,2.4
"The Meadows","R8","4 Reality Best (4)","Win",3,2.8,2.9,2.9,3.15,3.2,2.92,9.6,2.75,2.9,3,2.9,3.1
"The Meadows","R8","5 Bindy Blazer (5)","Win",34,34,41,34,47,46,23,990,34,35,41,35,41
"The Meadows","R8","6 Accredited (6)","Win",10,11,12,12,10.4,14,9.8,980,11,12,11,12,12
"The Meadows","R8","7 Paw Louis (7)","Win",23,23,23,23,27.5,27,20,1000,21,23,26,23,26
"The Meadows","R8","8 Doongalla Ghost (8)","Win",34,31,34,34,43,41,21,980,31,34,34,34,34
"The Meadows","R8","1 Chicken Fish (1)","Place",1.9,1.7,1.7,1.65,1.54,1.7,1.4,1.65,1.65,1.65,1.65,"-","-"
"The Meadows","R8","2 Minter Frost (2)","Place",1.75,1.55,1.55,1.55,1.45,1.5,1.33,1.6,1.4,1.6,1.7,"-","-"
"The Meadows","R8","3 He's Magic (3)","Place",1.22,1.2,1.24,1.22,1.23,1.13,1.01,1.16,1.22,1.16,1.25,"-","-"
"The Meadows","R8","4 Reality Best (4)","Place",1.35,1.28,1.28,1.25,1.29,1.25,1.06,1.22,1.25,1.22,1.35,"-","-"
"The Meadows","R8","5 Bindy Blazer (5)","Place",4.8,4.4,5,4.4,4.85,6.75,3.9,4.8,4.8,4.8,4.4,"-","-"
"The Meadows","R8","6 Accredited (6)","Place",2.6,2.3,2.5,2.5,2.65,2.8,2,2.45,2.4,2.45,2.45,"-","-"
"The Meadows","R8","7 Paw Louis (7)","Place",4,3.5,3.8,3.7,3.9,3.5,3,3.7,3.9,3.7,3.5,"-","-"
"The Meadows","R8","8 Doongalla Ghost (8)","Place",4.8,4.2,4.6,4.4,5.1,6.5,3.75,4.6,4.4,4.6,4,"-","-"
"The Meadows","R9","1 Spencer (1)","Win",6.5,6,6,6,6.1,6,7,44,6,6,6,6,6.25
"The Meadows","R9","2 Paw Gordy (2)","Win",2.7,2.8,2.7,2.7,2.45,2.6,2.7,3.95,2.75,2.7,2.6,2.7,2.8
"The Meadows","R9","3 Vital Step (3)","Win",6,5,5.5,5.5,5.7,6,5.5,34,5.25,5.5,5.5,5.5,5.5
"The Meadows","R9","4 Room To Breathe (4)","Win",2.6,2.6,2.6,2.6,2.75,2.6,2.7,10,2.6,2.6,2.65,2.6,2.7
"The Meadows","R9","6 Up Hill Shiloh (6)","Win",34,34,34,34,34,35,6.2,450,34,35,34,35,31
"The Meadows","R9","7 Bay Tudor (7)","Win",41,41,41,41,39,46,6.2,"-",41,46,41,46,41
"The Meadows","R9","8 Wyong Houston (8)","Win",6,5.5,5.5,5.5,5.8,5.5,6,38,5.5,5.5,5.5,5.5,5.75
"The Meadows","R9","1 Spencer (1)","Place",2.8,2.6,2.65,2.6,2.25,2.2,2.2,2.7,2.65,2.7,2.7,"-","-"
"The Meadows","R9","2 Paw Gordy (2)","Place",1.67,1.6,1.55,1.45,1.41,1.44,1.29,1.55,1.45,1.55,1.65,"-","-"
"The Meadows","R9","3 Vital Step (3)","Place",2.7,2.3,2.5,2.4,2.55,2.3,1.95,2.5,2.5,2.5,2.5,"-","-"
"The Meadows","R9","4 Room To Breathe (4)","Place",1.65,1.55,1.5,1.4,1.54,1.53,1.27,1.55,1.5,1.55,1.6,"-","-"
"The Meadows","R9","6 Up Hill Shiloh (6)","Place",10,11,7.5,6.5,11.2,14,8.5,10,7.5,10,8,"-","-"
"The Meadows","R9","7 Bay Tudor (7)","Place",13,13,9,8,10.8,14,10,12,9,12,10,"-","-"
"The Meadows","R9","8 Wyong Houston (8)","Place",2.7,2.4,2.5,2.4,2.65,2.4,2,2.5,2.5,2.5,2.6,"-","-"
"The Meadows","R10","1 Maia (1)","Win",5,4.8,4.8,4.8,4.65,4.8,5.4,32,4.6,4.8,4.8,4.8,5
"The Meadows","R10","2 Kraken Paddy (2)","Win",15,16,16,16,14.4,16,14.5,240,15,16,15,16,17
"The Meadows","R10","3 Elite Intention (3)","Win",2.4,2.3,2.3,2.3,2.4,2.25,2.36,3.5,2.2,2.25,2.3,2.25,2.35
"The Meadows","R10","4 Nancy Devere (4)","Win",4.6,4.6,4.6,4.4,4.25,4.6,5,28,4.5,4.6,4.5,4.6,4.6
"The Meadows","R10","6 Ultimate Warrior (6)","Win",6,6,6,6,6.6,6.5,7,44,5.75,6,6.5,6,6.5
"The Meadows","R10","7 Vista Weird (7)","Win",6,6.5,6.5,6.5,7.1,7,7,44,6.5,6.5,7,6.5,6.5
"The Meadows","R10","8 Kiwi Jay (8)","Win",15,14,14,13,12.4,14,11.5,210,13,14,13,14,14
"The Meadows","R10","1 Maia (1)","Place",2.5,2.3,2.25,2.15,1.96,2,1.9,2.3,2.25,2.3,2.4,"-","-"
"The Meadows","R10","2 Kraken Paddy (2)","Place",5.5,6,5,4.4,4.25,6,4.8,5.5,4.6,5.5,5.5,"-","-"
"The Meadows","R10","3 Elite Intention (3)","Place",1.62,1.5,1.38,1.32,1.46,1.36,1.21,1.45,1.35,1.45,1.5,"-","-"
"The Meadows","R10","4 Nancy Devere (4)","Place",2.4,2.2,2.2,2.15,2.3,1.95,1.8,2.25,2.15,2.25,2.25,"-","-"
"The Meadows","R10","6 Ultimate Warrior (6)","Place",2.8,2.7,2.65,2.5,2.9,2.7,2.2,2.7,2.85,2.7,2.9,"-","-"
"The Meadows","R10","7 Vista Weird (7)","Place",2.8,2.8,2.8,2.8,3.05,3,2.3,2.9,3,2.9,2.9,"-","-"
"The Meadows","R10","8 Kiwi Jay (8)","Place",5.5,5,4.8,4.2,4.25,5,4.2,5,4.4,5,4.8,"-","-"
"The Meadows","R11","1 Shima Blush (1)","Win",8,7,7.5,7,6.5,7.5,6.6,990,7,7.5,7,7.5,6.75
"The Meadows","R11","2 Only Easy (2)","Win",5.5,5,4.8,4.8,4.35,4.6,4.4,980,4.8,4.8,4.5,4.8,5
"The Meadows","R11","3 Champlain (3)","Win",3,3.2,3.1,3.1,3.25,3,2.96,34,3.1,3.1,3.2,3.1,3.2
"The Meadows","R11","4 Jed's Memory (4)","Win",17,21,21,21,22,21,16.5,980,21,21,21,21,23
"The Meadows","R11","6 Neo Devere (6)","Win",3.5,3.3,3.4,3.4,3.55,3.4,3.2,980,3.25,3.4,3.4,3.4,3.4
"The Meadows","R11","7 Shima Time (7)","Win",3.5,3.6,3.7,3.7,3.75,3.7,3.5,980,3.5,3.7,3.7,3.7,3.8
"The Meadows","R11","8 Wearing Levis (8)","Win",34,31,34,29,35,34,18.5,980,31,34,34,34,34
"The Meadows","R11","1 Shima Blush (1)","Place",2.7,3,3.1,2.8,2.6,3,2.4,3.2,2.9,3.2,2.9,"-","-"
"The Meadows","R11","2 Only Easy (2)","Place",2.6,2.4,2.25,2.15,2.35,1.95,1.95,2.3,2.15,2.3,2.4,"-","-"
"The Meadows","R11","3 Champlain (3)","Place",1.8,1.8,1.7,1.6,1.72,1.62,1.45,1.7,1.7,1.7,1.8,"-","-"
"The Meadows","R11","4 Jed's Memory (4)","Place",6,7,5.5,5,6,8,5.75,7,5.5,7,6.5,"-","-"
"The Meadows","R11","6 Neo Devere (6)","Place",1.95,1.8,1.8,1.75,1.72,1.73,1.5,1.8,1.8,1.8,1.85,"-","-"
"The Meadows","R11","7 Shima Time (7)","Place",1.95,1.9,1.9,1.9,1.92,1.8,1.55,1.95,1.9,1.95,1.95,"-","-"
"The Meadows","R11","8 Wearing Levis (8)","Place",10,10,7,6,10.2,13,7.5,10,7,10,9,"-","-"
"The Meadows","R12","1 Set To Sizzle (1)","Win",7.5,8,8.5,7.5,6.2,8.5,7.2,980,8,8.5,7.5,8.5,6.5
"The Meadows","R12","2 Mitzi Rocks (2)","Win",7.5,7,7,7,6.2,7,6.2,980,7,7,6.5,7,8
"The Meadows","R12","3 Here Comes Dezel (3)","Win",1.55,1.45,1.45,1.45,1.46,1.4,1.39,2.32,1.4,1.45,1.45,1.45,1.45
"The Meadows","R12","4 Aston Figaro (4)","Win",29,51,34,34,21.5,23,18,990,41,41,29,41,51
"The Meadows","R12","6 Ascend Ecstatic (6)","Win",3.4,3.3,3.4,3.4,3.65,3.4,3.2,1000,3.25,3.4,3.5,3.4,3.6
"The Meadows","R12","7 Aftershock (7)","Win",101,101,101,101,131,101,6.2,990,101,101,101,101,126
"The Meadows","R12","8 Mister Manfredi (8)","Win",26,31,31,29,27.5,34,18.5,990,31,34,29,34,41
"The Meadows","R12","1 Set To Sizzle (1)","Place",2.75,2.7,2.9,2.6,2.15,2.8,2.25,2.8,2.6,2.8,2.35,"-","-"
"The Meadows","R12","2 Mitzi Rocks (2)","Place",2.75,2.5,2.45,2.3,2,2.25,2,2.45,2.3,2.45,2.7,"-","-"
"The Meadows","R12","3 Here Comes Dezel (3)","Place",1.22,1.2,1.16,1.14,1.13,1.1,1.01,1.1,1.14,1.1,1.12,"-","-"
"The Meadows","R12","4 Aston Figaro (4)","Place",6,13,6,5,8.8,7.25,8.5,8.5,5.5,8.5,9,"-","-"
"The Meadows","R12","6 Ascend Ecstatic (6)","Place",1.72,1.24,1.45,1.35,1.52,1.53,1.11,1.5,1.5,1.5,1.6,"-","-"
"The Meadows","R12","7 Aftershock (7)","Place",29,28,17,13,19.2,13,17,17,17,17,17,"-","-"
"The Meadows","R12","8 Mister Manfredi (8)","Place",5.5,8,5.75,5,8.1,11,6,7.5,5.5,7.5,8,"-","-"
"Rockhampton","R1","1 Boulder Beach (1)","Win",5.5,5.5,5.5,5,5.4,6,5.1,6.8,5.25,5.5,5.5,5.5,5
"Rockhampton","R1","2 Chalky's Choice (2)","Win",3.2,2.8,3.2,3.2,3.35,3.1,3.4,4.2,3.25,3.1,3.2,3.1,3.2
