"track","raceNumber","runnerName","betType","bet365","ubet","tabtouch","betr","boombet","sportsbet","betfair_back","betfair_lay","picketbet","ladbrokes","pointsbet","neds","colossal"
"Bendigo","R3","6 Minor Thing (6)","Win",6.5,6,6.5,6,4.45,7.5,7.4,8,6,6.5,7,6.5,6.25
"Bendigo","R3","7 Chill Out Roy (7)","Win",26,26,26,26,23,34,32,40,26,26,29,26,26
"Bendigo","R3","8 Bust Up (8)","Win",7,7,6.5,7.5,7.1,6.5,10,10.5,7,6.5,6.5,6.5,6.5
"Bendigo","R3","1 Reiko Mimosa (1)","Place",1.55,1.55,1.34,1.32,1.41,1.36,1.35,1.5,1.32,1.5,1.6,"-","-"
"Bendigo","R3","2 Miss Maisie (2)","Place",1.7,1.75,1.6,1.5,1.52,1.44,1.5,1.65,1.5,1.65,1.75,"-","-"
"Bendigo","R3","3 Axedale Prince (3)","Place",3.3,3.3,3.3,3.3,2.9,3.1,3,3.3,3.1,3.3,3.1,"-","-"
"Bendigo","R3","4 Aston Crema (4)","Place",1.95,2.1,1.95,1.9,1.82,1.95,1.85,2.05,1.9,2.05,2.05,"-","-"
"Bendigo","R3","5 Copperhead Dash (5)","Place",1.95,1.95,1.95,1.9,2.25,1.67,1.75,1.95,1.9,1.95,1.95,"-","-"
"Bendigo","R3","6 Minor Thing (6)","Place",2.05,2,2.05,1.9,1.64,1.95,1.75,2.05,2,2.05,2.05,"-","-"
"Bendigo","R3","7 Chill Out Roy (7)","Place",4.6,5,4.4,4.2,4.4,5,4.4,5,4.2,5,4.4,"-","-"
"Bendigo","R3","8 Bust Up (8)","Place",2.1,2.2,2.05,2.1,2.2,1.91,1.85,2.05,1.95,2.05,2.1,"-","-"
"Bendigo","R4","1 Pine Bluff (1)","Win",3.2,3.4,3.2,3.4,3.05,3.4,3.65,3.75,3.25,3.3,3.4,3.3,3.4
"Bendigo","R4","2 Bold Dazzler (2)","Win",19,17,17,18,12.2,17,19.5,24,17,16,18,16,19
"Bendigo","R4","3 Whisky Ballerina (3)","Win",10,9.5,9.5,10,9.2,12,12.5,13.5,9,9.5,11,9.5,9.5
"Bendigo","R4","4 Eat Less Junk (4)","Win",13,13,13,13,11.4,15,17.5,18.5,13,12,14,12,12
"Bendigo","R4","5 Aston Dunkel (5)","Win",9,8,8.5,9,8.6,9.5,10.5,11,8.5,8.5,9.5,8.5,9
"Bendigo","R4","6 Candles (6)","Win",10,9,9.5,9,10.4,9.5,10.5,11.5,9,9,10,9,9.5
"Bendigo","R4","7 Life Awaits (7)","Win",5.5,5.5,5,5,5.2,5.5,7.4,7.6,5.5,5.5,5.5,5.5,5.5
"Bendigo","R4","8 Goosebumps Rico (8)","Win",3.5,3.6,3.6,3.7,3.3,3.8,4.2,4.3,3.6,3.6,3.7,3.6,3.5
"Bendigo","R4","1 Pine Bluff (1)","Place",1.44,1.5,1.32,1.3,1.34,1.4,1.29,1.4,1.3,1.4,1.55,"-","-"
"Bendigo","R4","2 Bold Dazzler (2)","Place",3.7,3.5,3.5,3.5,2.75,2.8,3.1,3.6,3.3,3.6,3.4,"-","-"
"Bendigo","R4","3 Whisky Ballerina (3)","Place",2.7,2.5,2.4,2.4,2.65,2.6,2.2,2.5,2.4,2.5,2.5,"-","-"
"Bendigo","R4","4 Eat Less Junk (4)","Place",3,3.1,3.2,3,2.65,3.1,2.6,2.9,3,2.9,2.8,"-","-"
"Bendigo","R4","5 Aston Dunkel (5)","Place",2.45,2.3,2.35,2.3,2.25,2.1,2.1,2.35,2.3,2.35,2.45,"-","-"
"Bendigo","R4","6 Candles (6)","Place",2.7,2.5,2.45,2.35,2.75,2.05,2.2,2.45,2.35,2.45,2.5,"-","-"
"Bendigo","R4","7 Life Awaits (7)","Place",1.75,1.9,1.75,1.65,1.64,1.62,1.65,1.8,1.65,1.8,1.9,"-","-"
"Bendigo","R4","8 Goosebumps Rico (8)","Place",1.45,1.55,1.38,1.35,1.41,1.4,1.34,1.45,1.32,1.45,1.55,"-","-"
"Bendigo","R5","1 Boulder Dash (1)","Win",6.5,6,6.5,6.5,7.6,7,8.2,8.8,6,6.5,7,6.5,6.5
"Bendigo","R5","2 Poppy Rick (2)","Win",10,11,9.5,11,9.2,10,11.5,12.5,11,10,10,10,11
"Bendigo","R5","3 Like A Blaze (3)","Win",7,7.5,7,7,7.6,7,8.6,9,7,7,7.5,7,6.75
"Bendigo","R5","4 King Plum (4)","Win",2.4,2.5,2.5,2.45,2.5,2.5,2.88,2.94,2.5,2.5,2.5,2.5,2.6
"Bendigo","R5","5 Dernancourt (5)","Win",4.2,4.4,4.4,4.4,4.4,4.2,4.6,4.8,3.9,4,4.2,4,4
"Bendigo","R5","6 Borough Man (6)","Win",16,16,15,16,12.8,15,21,23,15,15,15,15,10
"Bendigo","R5","7 Showgirl Kara (7)","Win",8.5,7,8.5,8,7.2,8.5,11,11.5,7.5,8,8.5,8,8.5
"Bendigo","R5","1 Boulder Dash (1)","Place",2.8,1.8,2.7,2.5,2.65,1.75,2.4,2.9,2.8,2.9,3,"-","-"
"Bendigo","R5","2 Poppy Rick (2)","Place",3.75,2.5,3.6,3.4,2.8,2.05,3.25,3.9,3.5,3.9,4.4,"-","-"
"Bendigo","R5","3 Like A Blaze (3)","Place",3,2,3,2.7,2.8,1.88,2.5,3,3,3,3.1,"-","-"
"Bendigo","R5","4 King Plum (4)","Place",1.6,1.28,1.38,1.3,1.46,1.25,1.45,1.55,1.35,1.55,1.65,"-","-"
"Bendigo","R5","5 Dernancourt (5)","Place",2.15,1.6,2.1,2,2.15,1.44,1.75,2.05,2,2.05,2.15,"-","-"
"Bendigo","R5","6 Borough Man (6)","Place",3.6,3.2,4.6,4.2,4.25,2.7,4.2,5.5,4,5.5,4,"-","-"
"Bendigo","R5","7 Showgirl Kara (7)","Place",3.4,1.95,3.3,3,3.05,1.91,2.6,3.3,3.3,3.3,3.6,"-","-"
"Bendigo","R6","1 Dollar Short (1)","Win",7,6.5,7,6.5,5.7,7.5,8.8,9,6.5,7,7,7,6.75
"Bendigo","R6","2 Misty Blue (2)","Win",17,17,16,17,17.2,17,22,25,15,15,16,15,17
"Bendigo","R6","3 Alice From Venus (3)","Win",6.5,6.5,6.5,6.5,6.6,7,8.2,8.4,6.5,6.5,6.5,6.5,6.5
"Bendigo","R6","5 Mcivor Olly (5)","Win",8.5,8.5,8,8.5,7.7,9,10.5,11,8,8,8,8,8
"Bendigo","R6","6 Mcivor Jewels (6)","Win",8.5,8.5,8.5,8.5,7.2,9.5,11,11.5,8,8,8.5,8,8.5
"Bendigo","R6","7 Bree Cabang (7)","Win",1.85,1.8,1.85,1.9,2.05,1.95,2.04,2.08,1.9,1.9,1.95,1.9,1.9
"Bendigo","R6","8 Armagh (8)","Win",31,26,31,26,32,34,40,48,26,27,29,27,26
"Bendigo","R6","10 Mcivor Morgan (4)","Win",19,19,19,20,17.8,21,23,27,19,18,19,18,19
"Bendigo","R6","1 Dollar Short (1)","Place",1.9,1.85,1.8,1.65,1.64,1.91,1.65,1.9,1.7,1.9,1.9,"-","-"
"Bendigo","R6","2 Misty Blue (2)","Place",3.25,3.2,3,2.9,3.05,2.88,2.6,3.1,2.7,3.1,3.1,"-","-"
"Bendigo","R6","3 Alice From Venus (3)","Place",1.8,1.85,1.7,1.7,1.72,1.67,1.6,1.85,1.6,1.85,1.85,"-","-"
"Bendigo","R6","5 Mcivor Olly (5)","Place",2.1,2.1,2,1.95,1.9,1.8,1.85,2.05,1.95,2.05,2.1,"-","-"
"Bendigo","R6","6 Mcivor Jewels (6)","Place",2.1,2.1,2.05,2,2.05,1.8,1.9,2.05,2,2.05,2.15,"-","-"
"Bendigo","R6","7 Bree Cabang (7)","Place",1.17,1.16,1.14,1.14,1.16,1.14,1.02,1.12,1.13,1.12,1.18,"-","-"
"Bendigo","R6","8 Armagh (8)","Place",4.5,4.2,4,3.8,4.35,4.33,3.9,4.6,3.9,4.6,4,"-","-"
"Bendigo","R6","10 Mcivor Morgan (4)","Place",3.5,3.4,3.3,3.2,3.35,2.88,3,3.5,3.1,3.5,3.3,"-","-"
"Bendigo","R7","1 Another Fifty (1)","Win",126,61,91,91,111,126,130,1000,81,101,101,101,91
"Bendigo","R7","2 Lizard Country (2)","Win",2.9,2.9,2.9,3,3.05,3.1,3.5,3.6,2.9,2.9,3,2.9,2.9
"Bendigo","R7","3 Heather Bale (3)","Win",6.5,6.5,6,6.5,6.6,6.5,7.6,8.2,6,6,6,6,6.25
"Bendigo","R7","4 Kenneth Bale (4)","Win",51,51,41,41,31,46,50,220,51,35,51,35,41
"Bendigo","R7","5 Theo's Dim Sim (5)","Win",26,26,23,23,26.5,26,29,38,23,20,26,20,23
"Bendigo","R7","6 Fuji Apple (6)","Win",1.95,1.95,2.05,2.1,1.94,2.05,2.24,2.3,2,2.05,2.1,2.05,2.05
"Bendigo","R7","7 Long Levers (7)","Win",41,41,34,34,31,41,48,95,34,34,41,34,34
"Bendigo","R7","8 Aston Belgian (8)","Win",8.5,9,8,9,9.1,9.5,10.5,11.5,8.5,8,8.5,8,8.5
"Bendigo","R7","1 Another Fifty (1)","Place",11,6,5.5,5.5,7.1,7,6.5,9,5.5,9,6.5,"-","-"
"Bendigo","R7","2 Lizard Country (2)","Place",1.18,1.24,1.22,1.22,1.19,1.14,1.07,1.18,1.2,1.18,1.25,"-","-"
"Bendigo","R7","3 Heather Bale (3)","Place",1.55,1.6,1.4,1.35,1.37,1.36,1.37,1.55,1.35,1.55,1.6,"-","-"
"Bendigo","R7","4 Kenneth Bale (4)","Place",5,6,4.4,3.9,4.6,5,4.8,4.6,4.2,4.6,4.4,"-","-"
"Bendigo","R7","5 Theo's Dim Sim (5)","Place",3.7,3.5,3.3,3.2,3.55,3.6,3,3.2,3.2,3.2,3.2,"-","-"
"Bendigo","R7","6 Fuji Apple (6)","Place",1.1,1.14,1.12,1.12,1.13,1.11,1.01,1.1,1.12,1.1,1.18,"-","-"
"Bendigo","R7","7 Long Levers (7)","Place",4.5,4.8,4,3.9,3.55,4,4,4.5,3.9,4.5,3.9,"-","-"
"Bendigo","R7","8 Aston Belgian (8)","Place",1.8,1.95,1.85,1.85,1.9,1.88,1.65,1.85,1.7,1.85,2.05,"-","-"
"Bendigo","R8","1 Hurricane Mist (1)","Win",6,6.5,6,6,6.6,6.5,6.8,7.4,6,6,6,6,6.25
"Bendigo","R8","2 Alfie Abalone (2)","Win",5.5,5.5,5.5,6,5.6,6,6,6.6,5.25,5.5,6,5.5,5.25
"Bendigo","R8","3 Cooper Summer (3)","Win",2.4,2.3,2.3,2.25,2.3,2.4,2.8,2.88,2.3,2.4,2.4,2.4,2.4
"Bendigo","R8","4 Millers Road (4)","Win",61,61,51,67,51,61,48,210,61,61,61,61,61
"Bendigo","R8","5 Crusoe Rico (5)","Win",4,3.7,3.8,4,3.7,4.2,4.8,5.3,3.9,3.8,3.9,3.8,3.9
"Bendigo","R8","6 Argyle Axle (6)","Win",8.5,8,8,9,8.4,9,10,12.5,8.5,8,8.5,8,8
"Bendigo","R8","7 As You Were (7)","Win",41,41,41,41,31,46,44,80,41,35,41,35,34
"Bendigo","R8","8 Fire Wire (8)","Win",31,26,31,26,32,34,32,65,26,27,29,27,31
"Bendigo","R8","1 Hurricane Mist (1)","Place",1.75,1.8,1.7,1.6,1.72,1.62,1.6,1.75,1.55,1.75,1.8,"-","-"
"Bendigo","R8","2 Alfie Abalone (2)","Place",1.7,1.65,1.55,1.5,1.52,1.57,1.45,1.65,1.55,1.65,1.75,"-","-"
"Bendigo","R8","3 Cooper Summer (3)","Place",1.22,1.22,1.22,1.2,1.2,1.2,1.07,1.18,1.22,1.18,1.27,"-","-"
"Bendigo","R8","4 Millers Road (4)","Place",8,7,5.25,5.5,6.1,7,6.5,7.5,5,7.5,6,"-","-"
"Bendigo","R8","5 Crusoe Rico (5)","Place",1.45,1.4,1.32,1.32,1.3,1.36,1.27,1.4,1.3,1.4,1.5,"-","-"
"Bendigo","R8","6 Argyle Axle (6)","Place",2.1,2,2.1,2.1,2.1,1.88,1.85,2.05,2,2.05,2.05,"-","-"
"Bendigo","R8","7 As You Were (7)","Place",4.8,6,5,4.8,4.45,6.5,4.6,5.5,4.6,5.5,4.6,"-","-"
"Bendigo","R8","8 Fire Wire (8)","Place",3.8,4,4.4,4,4.3,4,3.75,4.4,4,4.4,4.2,"-","-"
"Bendigo","R9","1 Highland Jill (1)","Win",3.4,3.6,3.5,3.6,3.65,3.7,4.4,4.7,3.6,3.6,3.7,3.6,3.6
"Bendigo","R9","2 Idyllic Meyer (2)","Win",26,26,23,23,21.5,26,34,50,23,23,26,23,26
"Bendigo","R9","3 Extinction (3)","Win",34,41,34,41,32,35,42,90,34,41,51,41,31
"Bendigo","R9","4 Hillbilly Lexi (4)","Win",11,12,11,11,9.7,13,13,15.5,11,11,12,11,11
"Bendigo","R9","5 Moscoso Girl (5)","Win",4.8,4.8,5,5,5.1,5.5,5.1,5.4,4.8,5,5.5,5,4.8
"Bendigo","R9","6 Sam's Universe (6)","Win",11,10,10,10,9.7,12,11.5,13.5,10,9.5,11,9.5,10
"Bendigo","R9","7 Jack's Regret (7)","Win",8.5,8,8,8,7.7,9,9.4,10.5,7.5,7.5,8.5,7.5,8.5
"Bendigo","R9","8 Rock Show (8)","Win",2.8,2.7,2.65,2.75,2.85,2.9,3.35,3.55,2.75,2.7,2.7,2.7,2.6
"Bendigo","R9","1 Highland Jill (1)","Place",1.4,1.45,1.32,1.3,1.34,1.33,1.29,1.4,1.25,1.4,1.5,"-","-"
"Bendigo","R9","2 Idyllic Meyer (2)","Place",4,4.4,4,3.8,3.6,3.6,3.75,4.2,3.9,4.2,3.9,"-","-"
"Bendigo","R9","3 Extinction (3)","Place",4.6,6,4.8,4.4,5,4.33,5,6,5,6,4.4,"-","-"
"Bendigo","R9","4 Hillbilly Lexi (4)","Place",2.8,2.7,2.5,2.45,2.55,2.3,2.25,2.6,2.4,2.6,2.5,"-","-"
"Bendigo","R9","5 Moscoso Girl (5)","Place",1.6,1.65,1.6,1.55,1.56,1.67,1.45,1.65,1.5,1.65,1.7,"-","-"
"Bendigo","R9","6 Sam's Universe (6)","Place",2.8,2.4,2.4,2.35,2.45,2.2,2.1,2.4,2.3,2.4,2.4,"-","-"
"Bendigo","R9","7 Jack's Regret (7)","Place",2.2,2.1,2.15,2.1,1.9,1.91,1.85,2.05,2.05,2.05,2.25,"-","-"
"Bendigo","R9","8 Rock Show (8)","Place",1.3,1.3,1.28,1.25,1.3,1.29,1.17,1.26,1.25,1.26,1.33,"-","-"
"Bendigo","R10","1 Decorated (1)","Win",12,11,12,12,12.2,14,14.5,16,11,12,13,12,11
"Bendigo","R10","2 Nala's Ghost (2)","Win",8.5,8,8.5,8.5,9.1,9,10.5,12,8.5,8,8.5,8,8.5
"Bendigo","R10","3 He's Hell Bent (3)","Win",11,10,11,12,13,13,13,14,11,11,12,11,11
"Bendigo","R10","4 Zap (4)","Win",5.5,5.5,5.5,5.5,5.5,6.5,6,6.4,5.25,5.5,5.5,5.5,5.25
"Bendigo","R10","6 Dr. Katarina (6)","Win",23,19,21,21,19.8,21,34,42,23,19,23,19,23
"Bendigo","R10","7 Rock Eternal (7)","Win",4,4.2,3.8,3.8,3.85,3.9,4.9,5.1,3.9,3.9,3.9,3.9,4
"Bendigo","R10","8 Blue Tick Nelson (8)","Win",5.5,6,5.5,5,6.1,6,6.4,7,5.5,5,6,5,5.5
"Bendigo","R10","10 Militant Storm (5)","Win",3.6,3.6,3.6,3.8,3.35,3.9,4.2,4.4,3.6,3.7,3.8,3.7,3.7
"Bendigo","R10","1 Decorated (1)","Place",3,2.8,2.9,2.7,2.75,2.88,2.4,2.9,2.8,2.9,2.7,"-","-"
"Bendigo","R10","2 Nala's Ghost (2)","Place",2.4,2.3,2.3,2.3,2.35,2,2.1,2.25,2.15,2.25,2.4,"-","-"
"Bendigo","R10","3 He's Hell Bent (3)","Place",2.95,2.7,2.7,2.7,2.35,2.5,2.4,2.8,2.7,2.8,2.7,"-","-"
"Bendigo","R10","4 Zap (4)","Place",1.85,1.9,1.85,1.8,1.76,1.7,1.6,1.85,1.7,1.85,1.9,"-","-"
"Bendigo","R10","6 Dr. Katarina (6)","Place",4,4,4.25,4,3.85,3.75,4,4,4,4,4,"-","-"
"Bendigo","R10","7 Rock Eternal (7)","Place",1.6,1.65,1.4,1.4,1.4,1.53,1.4,1.55,1.37,1.55,1.65,"-","-"
"Bendigo","R10","8 Blue Tick Nelson (8)","Place",1.85,1.9,1.85,1.7,1.86,1.67,1.65,1.75,1.85,1.75,1.95,"-","-"
"Bendigo","R10","10 Militant Storm (5)","Place",1.5,1.55,1.38,1.37,1.35,1.4,1.33,1.5,1.35,1.5,1.6,"-","-"
"Bendigo","R11","1 Gunai Jedi (1)","Win",21,18,18,19,16,21,24,36,19,19,19,19,19
"Bendigo","R11","2 Aston Jabber (2)","Win",9,10,9,9,9.6,9.5,10.5,12.5,9,8.5,9,8.5,9
"Bendigo","R11","3 One Knee Noni (3)","Win",7,7,7,7,6.9,7.5,8.6,9.2,7,7,7,7,6.75
"Bendigo","R11","4 Gumtree Hill (4)","Win",17,16,16,17,17.6,18,19.5,26,15,15,17,15,16
"Bendigo","R11","5 Dr. Dot (5)","Win",17,17,16,17,16.2,17,20,24,15,15,16,15,17
"Bendigo","R11","6 Pegleg Pete (6)","Win",1.8,1.8,1.8,1.8,1.74,1.9,1.98,2.04,1.8,1.85,1.9,1.85,1.9
"Bendigo","R11","7 Bullseye Bob (7)","Win",9,8.5,9,8.5,10,10,11.5,13.5,9,9,9,9,9
"Bendigo","R11","8 Espresso Babe (8)","Win",8,7,7.5,8,8.1,8.5,10,12,7.5,7.5,7.5,7.5,6.5
"Bendigo","R11","1 Gunai Jedi (1)","Place",3.7,3.4,3.1,3,3.25,3.1,3.1,3.6,3,3.6,3.3,"-","-"
"Bendigo","R11","2 Aston Jabber (2)","Place",2.15,2.4,2.05,2,2.15,2.05,2,2.15,2,2.15,2.3,"-","-"
"Bendigo","R11","3 One Knee Noni (3)","Place",1.9,1.85,1.8,1.75,1.64,1.7,1.7,1.9,1.7,1.9,1.95,"-","-"
"Bendigo","R11","4 Gumtree Hill (4)","Place",3.25,3.1,3,2.8,3.15,2.75,2.75,3.1,2.8,3.1,3,"-","-"
"Bendigo","R11","5 Dr. Dot (5)","Place",3.25,3.3,3,3,3.25,2.8,2.75,3.1,2.7,3.1,3.3,"-","-"
"Bendigo","R11","6 Pegleg Pete (6)","Place",1.15,1.18,1.14,1.12,1.15,1.13,1.02,1.12,1.12,1.12,1.18,"-","-"
"Bendigo","R11","7 Bullseye Bob (7)","Place",2.15,2.2,2.1,2,1.9,1.95,1.95,2.25,2.05,2.25,2.3,"-","-"
"Bendigo","R11","8 Espresso Babe (8)","Place",2.05,1.95,1.95,1.9,1.96,1.88,1.75,2,1.9,2,1.9,"-","-"
"Bendigo","R12","1 Rev Querida (1)","Win",9,8,9,9,7.8,10,12.5,13.5,8.5,9,9.5,9,8.5
"Bendigo","R12","2 Thai Mogwai (2)","Win",4.8,4.6,4.6,4.6,5.1,5,5.4,5.7,4.6,4.6,4.8,4.6,4.6
"Bendigo","R12","3 She's Iconic (3)","Win",34,34,31,29,43,34,40,46,34,31,34,31,31
"Bendigo","R12","4 Hillbilly Rocky (4)","Win",8.5,8.5,8.5,8.5,9.6,9.5,10,11,8.5,8.5,8.5,8.5,8
"Bendigo","R12","5 Latin Rhythm (5)","Win",3.4,3.3,3.3,3.3,3.25,3.5,3.8,3.9,3.25,3.3,3.4,3.3,3.3
"Bendigo","R12","6 Slinger (6)","Win",8,7.5,7.5,8,8.6,7.5,11,12,7.5,7.5,7.5,7.5,8
"Bendigo","R12","7 My Girl Kellie (7)","Win",3.8,3.9,3.9,3.9,3.55,4.2,4.4,4.6,3.9,4,4.2,4,3.9
"Bendigo","R12","8 Perfect Revenge (8)","Win",13,14,14,15,11.4,15,16.5,18.5,13,13,14,13,13
"Bendigo","R12","1 Rev Querida (1)","Place",2.5,2.2,2.35,2.25,2.15,2.2,2,2.4,2.3,2.4,2.35,"-","-"
"Bendigo","R12","2 Thai Mogwai (2)","Place",1.7,1.7,1.55,1.5,1.66,1.62,1.5,1.65,1.5,1.65,1.7,"-","-"
"Bendigo","R12","3 She's Iconic (3)","Place",4.8,6,5,4.8,5.6,5.75,5,5.5,4.6,5.5,4.6,"-","-"
"Bendigo","R12","4 Hillbilly Rocky (4)","Place",2.35,2.3,2.35,2.3,2.35,2.1,2.1,2.35,2.2,2.35,2.3,"-","-"
"Bendigo","R12","5 Latin Rhythm (5)","Place",1.45,1.45,1.34,1.32,1.41,1.36,1.27,1.4,1.3,1.4,1.5,"-","-"
"Bendigo","R12","6 Slinger (6)","Place",2.25,2.2,2.2,2.15,2.35,1.88,1.95,2.15,2.1,2.15,2.3,"-","-"
"Bendigo","R12","7 My Girl Kellie (7)","Place",1.55,1.55,1.4,1.4,1.35,1.44,1.35,1.55,1.4,1.55,1.6,"-","-"
"Bendigo","R12","8 Perfect Revenge (8)","Place",3.1,3,3.3,3.2,2.65,2.8,2.75,3.1,3.1,3.1,2.9,"-","-"
"Bendigo","R13","1 Borough Bound (1)","Win",10,9.5,9,"-",10,11,12.5,13.5,9.5,9.5,9.5,9.5,9.5
"Bendigo","R13","2 Coconut Oakland (2)","Win",7.5,7.5,7.5,"-",8.3,8,8.8,9.8,7.5,7.5,8,7.5,7.5
"Bendigo","R13","3 Audition (3)","Win",5,5.5,5.5,"-",5.1,5.5,6.2,6.8,5.25,5,5.5,5,5.25
"Bendigo","R13","4 Always Mia (4)","Win",23,23,23,"-",21,23,25,32,21,21,23,21,23
"Bendigo","R13","5 Ace Redeemer (5)","Win",19,19,19,"-",20,20,22,28,19,18,19,18,15
"Bendigo","R13","6 Harbour Lights (6)","Win",10,9.5,9.5,"-",8.6,10,10.5,11,9,9,9.5,9,10
"Bendigo","R13","7 He's Got Swag (7)","Win",4.8,4.6,4.4,"-",4.55,5.5,5.7,6,4.8,4.8,4.6,4.8,4.8
"Bendigo","R13","8 Rostron (8)","Win",2.5,2.4,2.5,"-",2.45,2.6,3.05,3.15,2.5,2.6,2.6,2.6,2.7
"Bendigo","R13","1 Borough Bound (1)","Place",2.7,2.3,2.25,"-",2.45,2.2,2.1,2.45,2.25,2.45,2.3,"-","-"
"Bendigo","R13","2 Coconut Oakland (2)","Place",2.1,2.1,2.1,"-",2.05,1.8,1.85,2.1,2.05,2.1,2.15,"-","-"
"Bendigo","R13","3 Audition (3)","Place",1.7,1.8,1.7,"-",1.6,1.67,1.55,1.7,1.6,1.7,1.8,"-","-"
"Bendigo","R13","4 Always Mia (4)","Place",3.9,4.2,4,"-",3.85,3.75,3.6,4.2,3.8,4.2,4,"-","-"
