"track","race","place","rug","name","trainer","time","margin","split","inRun","weight","sire","dam","sp"
"Albion Park (QLD)","Race 2","4","","LADY VIOLETTA (2)","Matthew Bourke","23.92","4.25","11.27","6","29.6kg","Jungle Deuce","Eight Green Cans","$13.00"
"Albion Park (QLD)","Race 2","5","","MARY POPPINS (8)","Andrew Pearce","24.21","8.50","11.16","4","26.1kg","Equalizer","White Cynder","$9.50"
"Albion Park (QLD)","Race 2","6","","WAIKARIE BELLA (7)","Karen Kleinhans","24.23","8.75","11.35","7","23.3kg","Koblenz","Waikarie Bell","$2.70"
"Albion Park (QLD)","Race 2","7","","JILLIBY FLETCH (1)","Kevin Kemp","24.60","14.00","11.25","5","31.5kg","Cosmic Rumble","Jilliby Emmie","$51.00"
"Albion Park (QLD)","Race 2","8","","AUSSIE PUZZLE (6)","Raymond Burman","26.75","44.50","13.43","8","24.1kg","Aussie Infrared","Brockie Magic","$3.80"
"Albion Park (QLD)","Race 3","1","","EXOTIC RUBY (3)","Kerry Hoggan","23.24","0.00","10.82","1","26.9kg","Equalizer","Wynnum Star","$4.00"
"Albion Park (QLD)","Race 3","2","","SILVA HAYZE (4)","Sandra Hunt","23.30","1.00","10.92","2","33.0kg","Fernando Bale","Merlot Hayze","$2.40"
"Albion Park (QLD)","Race 3","3","","ROCKIN' HILLSIDE (1)","Lawrence Topping","23.82","8.50","11.11","5","32.2kg","Whiskey Riot","Jimary Havana","$9.50"
"Albion Park (QLD)","Race 3","4","","KATIE CUDDLES (8)","Marie-Madeleine Westwood","23.90","9.50","11.05","3","25.6kg","Barcia Bale","It's A Babe","$34.00"
"Albion Park (QLD)","Race 3","5","","ENTER WARP SPEED (7)","Wayne Spann","24.08","12.00","11.41","6","30.2kg","Aston Fastnet","Bimini Twist","$2.70"
"Albion Park (QLD)","Race 3","6","","LET THEM BE (6)","Shane Topping","24.34","15.75","11.09","4","23.3kg","Don't Knocka Him","Ten Gallon Hat","$71.00"
"Albion Park (QLD)","Race 3","DNF","","TIA'S ANGEL (2)","Andrew Pearce","","","","","25.4kg","Barcia Bale","Larrakeyah Lady",""
"Albion Park (QLD)","Race 4","1","","AQUA MAN (1)","Matthew Bourke","23.18","0.00","10.91","3","31.8kg","Aussie Infrared","Eight Green Cans","$4.20"
"Albion Park (QLD)","Race 4","2","","ROISIN IMITATED (2)","Marie-Madeleine Westwood","23.21","0.25","10.86","1","27.2kg","Kinloch Brae","Often Imitated","$11.00"
"Albion Park (QLD)","Race 4","3","","HUCKLEBERRY HUGO (3)","Andrew Pearce","23.32","2.00","10.86","2","28.1kg","Yogi Blue","Abby Boom","$8.50"
"Albion Park (QLD)","Race 4","4","","FINAL SHOT (7)","Kerry Hoggan","23.54","5.25","10.92","4","28.0kg","Aston Rupee","Shot Clock","$2.80"
"Albion Park (QLD)","Race 4","5","","IDEA'S MAN (8)","John Quarman","23.54","5.28","11.28","6","34.1kg","Ferdinand Boy","Some Idea","$4.00"
"Albion Park (QLD)","Race 4","6","","ASAWA BABY (5)","Kim Shedden","23.62","6.53","11.12","5","26.2kg","Velocette","Tarks Tammy Rose","$16.00"
"Albion Park (QLD)","Race 4","7","","CHAMPAGNE MIA (4)","Raymond Burman","23.72","8.03","11.41","7","26.3kg","Tommy Shelby","Champagne Sally","$10.00"
"Albion Park (QLD)","Race 4","8","","UNIT ONE (6)","Christopher Riordon","24.59","20.28","11.59","8","29.4kg","Knocka Norris","Dream Your Dream","$41.00"
"Albion Park (QLD)","Race 5","1","","JONTY'S GOLDEN (5)","Noel Murdoch","22.95","0.00","10.67","2","30.7kg","Sennachie","Cha Cha Gem","$5.50"
"Albion Park (QLD)","Race 5","2","","BLUE SERENADE (2)","Marie-Madeleine Westwood","23.03","1.25","10.51","1","24.3kg","Aussie Infrared","Never Duplicated","$2.60"
"Albion Park (QLD)","Race 5","3","","PRETTY IN PINK (3)","Gregory Paull","23.29","5.00","10.83","4","24.0kg","My Redeemer","Deroda","$4.80"
"Albion Park (QLD)","Race 5","4","","WAIKARIE KATIE (8)","Brian Baker","23.42","7.00","10.95","5","25.7kg","Koblenz","Waikarie Bell","$7.50"
"Albion Park (QLD)","Race 5","5","","AUBURN QUEEN (6)","Wayne Spann","23.47","7.75","11.03","6","26.5kg","Aston Rupee","Ally Oop Keats","$4.80"
"Albion Park (QLD)","Race 5","6","","BLACKPOOL KOLA (4)","Kevin Forrester","23.58","9.25","10.71","3","31.5kg","Aston Rupee","Lava You Beauty","$11.00"
"Albion Park (QLD)","Race 5","7","","WESTERN HAWK (1)","Christopher Riordon","23.88","13.50","11.15","7","38.8kg","Westmead Hawk","Flames Responder","$71.00"
"Albion Park (QLD)","Race 5","8","","GROOVY GEORGIE (7)","Marie-Madeleine Westwood","24.44","21.50","11.21","8","26.3kg","West On Augie","Goodison Girl","$81.00"
"Albion Park (QLD)","Race 6","1","","ANOTHER IDEA (6)","John Quarman","22.63","0.00","10.48","1","26.5kg","Ferdinand Boy","Some Idea","$3.20"
"Albion Park (QLD)","Race 6","2","","DESTINI KADALI (5)","Keith Boan","23.04","5.75","10.71","2","24.7kg","Feral Franky","Precious Destini","$7.00"
"Albion Park (QLD)","Race 6","3","","POOL RICOCHET (1)","Kerry Hoggan","23.11","6.75","10.91","5","23.5kg","Hard Style Rico","Ritza Dot","$6.00"
"Albion Park (QLD)","Race 6","4","","SHE'S LADY LIKE (8)","Patricia Kent","23.11","6.81","10.77","3","23.1kg","Tommy Shelby","Miss Amelia","$4.60"
"Albion Park (QLD)","Race 6","5","","MARK JETT POWER (2)","Andrew Pearce","23.42","11.06","10.87","4","29.2kg","Ebby Jet Power","Rachel's Dream","$19.00"
"Albion Park (QLD)","Race 6","6","","ROYAL BLOOD (3)","Lucy Roche","23.58","13.56","11.03","6","28.2kg","Cosmic Rumble","Connie's Lass","$19.00"
"Albion Park (QLD)","Race 6","7","","CANYA OUTLAW (4)","Brian Baker","23.65","14.56","11.05","8","28.4kg","Tommy Shelby","Wynburn Ava","$4.60"
"Albion Park (QLD)","Race 6","8","","GET MAGGIE (7)","Grant Franklin","23.71","15.31","11.05","7","24.0kg","Yogi Blue","Abby Boom","$12.00"
"Albion Park (QLD)","Race 6","SCR","","KETTLE ON MRS.","A Webb","","","","","","Tommy Shelby","Crazy Cool",""
"Albion Park (QLD)","Race 6","SCR","","KAHLIA'S PRIDE","Kevin Kemp","","","","","","Shima Shine","Lulumon",""
"Albion Park (QLD)","Race 7","1","","WHICH TRAP (2)","Michael Mcgrath","23.02","0.00","10.75","2","31.5kg","Orson Allen","Lottie's Beach","$4.40"
"Albion Park (QLD)","Race 7","2","","NACHO NINJA (4)","Andrew Pearce","23.07","0.75","10.90","5","27.6kg","Yogi Blue","Abby Boom","$11.00"
"Albion Park (QLD)","Race 7","3","","BLACK ON GOLD (1)","Lucy Roche","23.10","1.25","10.80","3","29.4kg","Superior Panama","Poco Dorado","$11.00"
"Albion Park (QLD)","Race 7","4","","LIGHTNING TULLY (3)","Anthony Short","23.13","1.50","10.65","1","24.1kg","Koblenz","Mustang Tully","$26.00"
"Albion Park (QLD)","Race 7","5","","DESTINI GAZELLE (7)","Keith Boan","23.30","4.00","10.88","4","27.8kg","Orson Allen","Destini Rocket","$81.00"
"Albion Park (QLD)","Race 7","6","","POLISH ON (8)","Christopher Riordon","23.37","5.00","11.04","6","31.9kg","Shima Shine","Dreams Denied","$26.00"
"Albion Park (QLD)","Race 7","7","","BRUNSWICK DREAM (6)","Bruce Timbs","23.40","5.50","11.08","8","29.8kg","Aussie Infrared","Rumbling Away","$1.90"
"Albion Park (QLD)","Race 7","8","","MAJESTIC ONE (5)","Brian Baker","23.55","7.50","11.04","7","24.4kg","Orson Allen","One Mumma","$4.80"
"Albion Park (QLD)","Race 7","SCR","","KETTLE ON MRS.","A Webb","","","","","","Tommy Shelby","Crazy Cool",""
"Albion Park (QLD)","Race 7","SCR","","ALL OR NOTHING","Gregory Paull","","","","","","My Redeemer","Deroda",""
"Albion Park (QLD)","Race 8","1","","ROUSEY HAYZE (1)","Sandra Hunt","22.60","0.00","10.60","1","25.9kg","Fernando Bale","Merlot Hayze","$1.70"
"Albion Park (QLD)","Race 8","2","","INDY PACE CAR (4)","Christopher Riordon","23.07","6.75","10.81","2","33.1kg","Shima Shine","Dreams Denied","$14.00"
"Albion Park (QLD)","Race 8","3","","MYSTERY OF ZAC (8)","Karen Kleinhans","23.19","8.50","10.93","3","28.8kg","Orson Allen","One Mumma","$4.80"
"Albion Park (QLD)","Race 8","4","","ELLIE'S LAD (5)","Kerry Hoggan","23.85","18.00","11.14","5","34.1kg","Aston Rupee","Shot Clock","$7.50"
"Albion Park (QLD)","Race 8","5","","COLLIN'S GIRL (7)","Kurt Brown","23.90","18.75","11.04","4","26.2kg","Fernando Bale","Snug","$41.00"
"Albion Park (QLD)","Race 8","6","","LUCIFER'S GIFT (3)","Lucy Roche","23.97","19.75","11.35","8","31.7kg","Jungle Deuce","Nangar Gift","$14.00"
"Albion Park (QLD)","Race 8","7","","SWEET ZANDRA (2)","Andrew Pearce","24.04","20.75","11.28","7","28.2kg","Feral Franky","Sweet Suzie","$26.00"
"Albion Park (QLD)","Race 8","8","","DESTINI ORIETTA (6)","Keith Boan","24.17","22.50","11.26","6","27.5kg","Orson Allen","Destini Rocket","$11.00"
"Albion Park (QLD)","Race 8","SCR","","UP BEAT","Kerry Myers","","","","","","Paw Licking","Thandie Bale",""
"Albion Park (QLD)","Race 8","SCR","","KAHLIA'S PRIDE","Kevin Kemp","","","","","","Shima Shine","Lulumon",""
"Albion Park (QLD)","Race 9","1","","WAIKARIE MISTY (3)","Graham Chalmers","22.67","0.00","10.53","1","26.1kg","Tommy Shelby","Wheatacre","$11.00"
"Albion Park (QLD)","Race 9","2","","LOONGANA LILLY (1)","Jacob Northfield","22.88","3.00","10.74","3","25.0kg","Fernando Bale","Canya Lilly","$1.40"
"Albion Park (QLD)","Race 9","3","","BELLA BUNYIP (8)","Kerry Myers","23.05","5.50","10.73","2","24.7kg","Whiskey Riot","Flying September","$13.00"
"Albion Park (QLD)","Race 9","4","","DARK PHOTON (2)","Wayne Spann","23.22","8.00","10.90","4","29.4kg","Bernardo","Ally Oop Keats","$5.00"
"Albion Park (QLD)","Race 9","5","","DESTINI IGNAZIO (4)","Keith Boan","23.27","8.75","10.90","5","30.4kg","Orson Allen","Destini Rocket","$19.00"
"Albion Park (QLD)","Race 9","6","","DESTINI KRYSTAL (7)","Sandra Hunt","23.33","9.50","10.94","6","27.4kg","Orson Allen","Destini Rocket","$14.00"
"Albion Park (QLD)","Race 9","7","","SHEA NATURAL (6)","Andrew Pearce","23.94","18.25","11.15","7","29.2kg","Bernardo","My Dewana Penny","$41.00"
"Albion Park (QLD)","Race 10","1","","MRS. ESHAY (2)","Kerry Myers","22.96","0.00","10.64","1","25.4kg","Walk Hard","Mrs. Sharp","$5.00"
"Albion Park (QLD)","Race 10","2","","UNINTENDED (3)","Tim Prado","23.06","1.50","10.79","3","31.8kg","Hooked On Scotch","Bella Mafia","$17.00"
"Albion Park (QLD)","Race 10","3","","FREQUENCY (1)","David Sloan","23.24","4.00","10.85","4","30.5kg","Fernando Bale","Biggest Star","$9.50"
"Albion Park (QLD)","Race 10","4","","BRUNSWICK JET (4)","Bruce Timbs","23.24","4.03","10.87","5","30.9kg","My Redeemer","Tahlia's Way","$4.20"
"Albion Park (QLD)","Race 10","5","","IDEA'S GIRL (7)","John Quarman","23.29","4.78","10.77","2","28.0kg","Ferdinand Boy","Some Idea","$2.50"
"Albion Park (QLD)","Race 10","6","","INKY RICOCHET (5)","Kerry Hoggan","23.29","4.91","10.92","6","30.9kg","Hard Style Rico","Ritza Dot","$4.80"
"Albion Park (QLD)","Race 10","7","","ULTRA HANNAH (8)","Errol Kleinhans","23.46","7.16","11.08","8","27.5kg","Raw Ability","Elusive Star","$51.00"
"Albion Park (QLD)","Race 10","8","","IRISH DIVA (6)","Kurt Brown","23.59","9.16","10.97","7","27.2kg","Zipping Garth","Daniel's Loss","$101.00"
"Albion Park (QLD)","Race 10","SCR","","SWEET ZANDRA","Andrew Pearce","","","","","","Feral Franky","Sweet Suzie",""
"Albion Park (QLD)","Race 10","SCR","","ALL OR NOTHING","Gregory Paull","","","","","","My Redeemer","Deroda",""
"Albion Park (QLD)","Race 11","1","","MARYANN'S MEMORY (1)","Ricky Hassall","22.92","0.00","10.45","1","33.0kg","Zambora Brockie","Gitcha Roses","$2.50"
"Albion Park (QLD)","Race 11","2","","WAY STAR (5)","John Quarman","23.09","2.25","10.77","3","27.2kg","Aston Dee Bee","Dolly Mac","$5.50"
"Albion Park (QLD)","Race 11","3","","AUSSIE CHA CHA (3)","Noel Murdoch","23.21","4.00","10.94","4","28.2kg","Fernando Bale","Cha Cha Gem","$19.00"
"Albion Park (QLD)","Race 11","4","","HIDDEN GOLD (8)","Sandra Hunt","23.29","5.00","11.03","6","26.4kg","Zambora Brockie","Not Like Tommy","$3.20"
"Albion Park (QLD)","Race 11","5","","SHIAN PIXIE (2)","Lawrence Topping","23.31","5.25","10.65","2","27.0kg","Sennachie","Shian Diva","$4.00"
"Albion Park (QLD)","Race 11","6","","CHARLIE'S FLYER (6)","Noel Murdoch","23.33","5.38","10.99","5","28.9kg","My Redeemer","Evie's Angel","$31.00"
"Albion Park (QLD)","Race 11","7","","BEAUTIFY (4)","Marie-Madeleine Westwood","23.74","11.38","11.09","8","27.1kg","Hondo Black","Dearest Tears","$101.00"
"Albion Park (QLD)","Race 11","8","","SANDY INVIGORATE (7)","Shane Topping","24.07","16.13","11.04","7","29.6kg","Keybow","Bogie Princess","$41.00"
"Albion Park (QLD)","Race 12","1","","ICY HOT (7)","Kerry Myers","23.22","0.00","10.84","2","26.4kg","Flying Fired Up","Agame","$2.70"
"Albion Park (QLD)","Race 12","2","","IT'S A PROMISE (5)","Marie-Madeleine Westwood","23.40","2.50","10.72","1","26.0kg","Superior Panama","It's A Flirt","$71.00"
"Albion Park (QLD)","Race 12","3","","NOEL'S GEM (8)","Noel Murdoch","23.41","2.63","10.96","3","29.5kg","Fernando Bale","Cha Cha Gem","$41.00"
"Albion Park (QLD)","Race 12","4","","BACCHUS WARNIE (4)","Shane Topping","23.55","4.63","11.07","4","30.0kg","Keybow","Bogie Lilly","$17.00"
"Albion Park (QLD)","Race 12","5","","WORK BOOT (2)","Andrew Pearce","23.72","7.13","11.14","6","29.6kg","Fernando Bale","Classy Blaze","$2.50"
"Albion Park (QLD)","Race 12","6","","ECKER ROAD (3)","Kevin Kemp","23.76","7.63","11.24","8","34.8kg","La Grand Quality","My Halo","$8.00"
"Albion Park (QLD)","Race 12","7","","BOXCAR WILDE (6)","Kurt Brown","23.83","8.63","11.11","5","31.6kg","Bewildering","Boscono","$6.00"
"Albion Park (QLD)","Race 12","8","","BOW STREET (1)","Shane Topping","23.89","9.38","11.15","7","24.0kg","Keybow","Bogie Lilly","$11.00"
"Ballarat (VIC)","Race 1","1","","ASTON SUSHI (3)","Trent Blacker","22.49","0.00","8.52","M11","26.6kg","Aston Fastnet","Aston Sakura","$2.80"
"Ballarat (VIC)","Race 1","2","","MAGIC FLUX (5)","Greg Johnson","22.50","0.17","8.54","M22","27.8kg","West On Augie","Hope's Thunder","$8.00"
"Ballarat (VIC)","Race 1","3","","SALEENA BALE (2)","Luke Harris","22.52","0.40","8.80","M63","31.4kg","Feral Franky","Quail Bale","$6.00"
"Ballarat (VIC)","Race 1","4","","HAWKS ON TOP (4)","David Burnett","22.75","3.73","8.68","S45","30.4kg","Feral Franky","Ma's Plum Jam","$4.20"
"Ballarat (VIC)","Race 1","5","","SHE REBEL (8)","Kyle Brooks","22.91","6.09","8.61","S34","26.2kg","Aston Rupee","Select Trick","$12.00"
"Ballarat (VIC)","Race 1","6","","SERRATUS (6)","Stephen Tabb","23.02","7.64","8.73","S56","26.0kg","Zambora Brockie","Temporalis","$8.00"
"Ballarat (VIC)","Race 1","7","","SOUR GIRL (7)","Kyle Brooks","23.26","11.06","8.92","S87","23.0kg","Fernando Bale","Punk Lass Rocks","$26.00"
"Ballarat (VIC)","Race 1","8","","SOUTH GRANGE (1)","Delaine Vigor","23.56","15.26","8.84","M78","28.1kg","Barcia Bale","Weasley Grange","$14.00"
"Ballarat (VIC)","Race 1","SCR","","SHINING MEGG","Wayne Hooke","","","","","","Shima Shine","White Ambush",""
"Ballarat (VIC)","Race 2","1","","NOAH DEAR (5)","Jason Sharp","22.46","0.00","8.39","Q11","33.0kg","My Redeemer","Philadelphia Pip","$10.00"
"Ballarat (VIC)","Race 2","2","","UPTOWN SALLY (4)","Michael Bewley","22.56","1.39","8.58","M32","26.0kg","My Redeemer","Harper's Girl","$4.00"
"Ballarat (VIC)","Race 2","3","","CHALKY (8)","Briana Robertson -Leech","22.66","2.81","8.65","S43","31.1kg","Jackslittlething","Stay Strong","$5.00"
"Ballarat (VIC)","Race 2","4","","ROCKLANDS GATOR (2)","Darren Fisher","22.72","3.64","8.57","Q24","33.6kg","Hard Style Rico","Drakensberg Dot","$2.80"
"Ballarat (VIC)","Race 2","5","","ASTON BETTY (1)","Kathryne Tabb","22.87","5.76","8.76","M55","27.6kg","Whiskey Riot","Aston Dinnigan","$4.60"
"Ballarat (VIC)","Race 2","DNF","","NURSE ROSIE (7)","Jack Clarke","","","9.32","M66","23.5kg","Fabregas","Careless Cookie",""
"Ballarat (VIC)","Race 3","1","","PAW ENNA (8)","Luke Harris","22.71","0.00","8.66","M11","28.0kg","Allen Deed","Quintana Bale","$3.50"
"Ballarat (VIC)","Race 3","2","","PAW KESTELL (2)","Tammy Kennedy-Harris","22.81","1.34","8.78","M32","31.4kg","Feral Franky","Wendalin Bale","$3.20"
"Ballarat (VIC)","Race 3","3","","PAW KIPLIN (5)","Luke Harris","22.88","2.37","8.71","Q23","32.1kg","Plaintiff","Sammy Allen","$10.00"
"Ballarat (VIC)","Race 3","4","","MISS BOOM (1)","Kevin Ross","23.01","4.19","9.03","M44","25.0kg","Flying Ricciardo","Sin Rap Boom","$10.00"
"Ballarat (VIC)","Race 3","5","","UNLEASHING (4)","Shane Jackson","23.25","7.70","9.12","M55","33.6kg","Hooked On Scotch","Nebraska Nell","$2.80"
"Ballarat (VIC)","Race 3","SCR","","CORNHILL HUSTLER","Scott Gibson","","","","","","Feral Franky","Mercy Mercy",""
"Ballarat (VIC)","Race 4","1","","HOW DELIGHTFUL (4)","Jason Sharp","22.37","0.00","8.56","M11","28.5kg","Shima Shine","Love Heart","$3.50"
"Ballarat (VIC)","Race 4","2","","MAGIC TIGERESS (8)","Greg Johnson","22.66","4.07","9.02","M22","27.9kg","Kinloch Brae","Buffet Destroyer","$5.50"
"Ballarat (VIC)","Race 4","3","","SUPER MAX (7)","Robert Camilleri","23.01","9.04","9.17","S33","32.8kg","Superior Panama","Maximum Kack","$2.25"
"Ballarat (VIC)","Race 4","4","","BONDED (2)","Ronald Martin","23.15","11.09","9.31","M44","27.4kg","Aston Rupee","My Dewana Penny","$12.00"
"Ballarat (VIC)","Race 4","DNF","","PARNASSUS (1)","Briana Robertson -Leech","","","9.59","M55","33.1kg","Aston Dee Bee","Miss Morrisset",""
"Ballarat (VIC)","Race 4","SCR","","KING BRUNO","Jason Wickham","","","","","","My Bro Fabio","Fair Of Face",""
"Ballarat (VIC)","Race 5","1","","HOOKED ON YUKI (5)","Jason Sharp","22.37","0.00","8.46","Q11","26.7kg","Hooked On Scotch","Chun Li","$7.50"
"Ballarat (VIC)","Race 5","2","","COLLINDA POPS (1)","Jordan McQuillen","22.48","1.59","8.62","M22","27.0kg","Aston Dee Bee","Audacious Bell","$3.00"
"Ballarat (VIC)","Race 5","3","","LOVE A BOURBSKI (7)","Andrew Mooney","22.89","7.50","9.14","S55","32.0kg","Barcia Bale","Sunset Bourbski","$2.40"
"Ballarat (VIC)","Race 5","4","","PALTROW BALE (2)","Tammy Kennedy-Harris","23.13","10.81","9.07","M44","27.6kg","Need My Moneynow","Dyna Gertie","$16.00"
"Ballarat (VIC)","Race 5","5","","SODA DUKE (8)","Briana Robertson -Leech","23.16","11.27","8.93","M33","32.3kg","Fernando Bale","Soda Girl","$3.40"
"Ballarat (VIC)","Race 5","SCR","","ARGYLE EMMA","Jazmyn Warzywoda","","","","","","Raw Ability","Dubovka",""
"Ballarat (VIC)","Race 6","1","","SHAKA BIG CHIEF (7)","Debbie Bewley","26.10","0.00","6.98","S511","30.9kg","Feral Franky","Gazer Bale","$10.00"
"Ballarat (VIC)","Race 6","2","","CHIRP THIRD (5)","Denver Melder","26.18","1.25","6.91","M342","32.5kg","Superior Panama","Ash Star","$5.00"
"Ballarat (VIC)","Race 6","3","","MAJESTIC GEORGE (8)","Cody Hose","26.26","2.36","6.90","M123","29.0kg","Borat","Dyna Fame","$16.00"
"Ballarat (VIC)","Race 6","4","","HERE COMES SHAKA (6)","Michael Bewley","26.27","2.43","6.99","S634","33.2kg","Feral Franky","Gazer Bale","$5.50"
"Ballarat (VIC)","Race 6","5","","CORNHILL STORM (3)","Scott Gibson","26.59","7.00","6.95","M476","26.7kg","Feral Franky","Mercy Mercy","$3.00"
"Ballarat (VIC)","Race 6","6","","HUSTLE NINA (4)","Nikkole Stanton","26.61","7.30","7.04","M755","29.7kg","Barcia Bale","Mepunga Prue","$21.00"
"Ballarat (VIC)","Race 6","7","","DAD'S PLUM SAUCE (1)","Gary Mannion","26.64","7.70","6.91","M267","25.4kg","Fernando Bale","Ma's Plum Jam","$3.00"
"Ballarat (VIC)","Race 6","SCR","","MISS JO","Jason Wickham","","","","","","My Bro Fabio","Fair Of Face",""
"Ballarat (VIC)","Race 7","1","","ELARA BALE (4)","Robert Camilleri","22.47","0.00","8.71","M41","27.6kg","Feral Franky","Dyna Danna","$7.50"
"Ballarat (VIC)","Race 7","2","","MAGPIE HARRY (8)","Jai Willoughby","22.57","1.50","8.56","M22","35.7kg","Barcia Bale","Solar Sky","$8.00"
"Ballarat (VIC)","Race 7","3","","SALMON SPRAY (7)","Andrew Mooney","22.71","3.46","8.70","M34","27.5kg","Aston Duke","Starlight Jill","$10.00"
"Ballarat (VIC)","Race 7","4","","TWO BAYS (1)","Debbie Bewley","22.77","4.36","8.56","M13","32.4kg","Jungle Deuce","Ebby Brae","$4.00"
"Ballarat (VIC)","Race 7","5","","PAW CALGARY (5)","Robert Camilleri","22.89","6.00","8.92","M55","29.9kg","Christo Bale","Wanna Allen","$4.80"
"Ballarat (VIC)","Race 7","6","","HOOKED ON JING (2)","Dylan Sharp","22.98","7.40","8.99","Q66","24.8kg","Hooked On Scotch","Chun Li","$2.80"
"Ballarat (VIC)","Race 8","1","","HUNTER RIOT (6)","Colin Bermingham","25.80","0.00","6.74","M421","27.7kg","Fernando Bale","Mystic Riot","$2.40"
"Ballarat (VIC)","Race 8","2","","HAD A MISCHIEF (2)","Briana Robertson -Leech","25.81","0.03","6.73","M232","31.0kg","Hard Style Rico","Sassy Riot","$8.00"
"Ballarat (VIC)","Race 8","3","","NEENA BALE (3)","Luke Harris","25.92","1.60","6.90","M874","25.2kg","Dyna Villa","Jaclyn Bale","$21.00"
"Ballarat (VIC)","Race 8","4","","STAR SIXTY SIX (5)","Jason Sharp","25.99","2.67","6.84","M766","33.0kg","Tommy Shelby","Starlight Amy","$6.50"
"Ballarat (VIC)","Race 8","5","","WESTERLY BALE (4)","Robert Camilleri","26.08","3.93","6.83","M687","26.5kg","Feral Franky","Dyna Carmen","$26.00"
"Ballarat (VIC)","Race 8","6","","PRETTY PANAMA (7)","Allan Meyer","26.09","4.06","6.64","M113","27.3kg","Superior Panama","Gemilly","$8.00"
"Ballarat (VIC)","Race 8","7","","COLLINDA AIR (1)","Jordan McQuillen","26.11","4.30","6.73","M355","27.7kg","Bernardo","Audacious Bell","$4.60"
"Ballarat (VIC)","Race 8","8","","SPANISH BULLET (8)","Chris Armstrong","26.25","6.36","6.81","M548","32.1kg","Bernardo","Star Desire","$26.00"
"Ballarat (VIC)","Race 9","1","","SABATINI (1)","Andrew Mooney","22.39","0.00","8.42","M11","24.8kg","Aussie Infrared","Magic Lantern","$3.40"
"Ballarat (VIC)","Race 9","2","","MORAINE DEMON (8)","Briana Robertson -Leech","22.40","0.27","8.63","M33","34.2kg","Hooked On Scotch","Moraine Izzy","$6.00"
"Ballarat (VIC)","Race 9","3","","SHIMA SUNSET (2)","Luke Harris","22.53","2.07","8.61","M22","33.7kg","Fernando Bale","Shima Glow","$2.40"
"Ballarat (VIC)","Race 9","4","","KAYDEN'S CUDDLES (5)","Cody Hose","22.80","5.90","8.75","Q44","25.4kg","Borat","Dyna Fame","$16.00"
"Ballarat (VIC)","Race 9","5","","ELPHIAS DOGE (4)","Cody Hose","22.89","7.16","8.89","S55","35.8kg","Beast Unleashed","Arabella Figg","$4.60"
"Ballarat (VIC)","Race 9","6","","CHEWBACCA (7)","Jack Clarke","23.35","13.71","8.89","M66","33.9kg","Zambora Brockie","She's A Blazin'","$10.00"
"Ballarat (VIC)","Race 10","1","","MORAINE MIA (5)","Briana Robertson -Leech","22.43","0.00","8.52","Q11","26.1kg","Kinloch Brae","Just Lovin' It","$4.80"
"Ballarat (VIC)","Race 10","2","","AVISWOOD (8)","Paul Pace","22.56","1.90","8.77","S42","32.6kg","Dyna Double One","Right Exit","$10.00"
"Ballarat (VIC)","Race 10","3","","CONNOR'S FLYER (7)","Gregory McRae","22.75","4.66","8.71","M23","28.2kg","My Redeemer","Liverpool Flyer","$2.80"
"Ballarat (VIC)","Race 10","4","","MR. FLASH (2)","Donna Pace","22.88","6.41","8.85","M64","34.3kg","Flying Ricciardo","Fantastic Daisy","$6.00"
"Ballarat (VIC)","Race 10","5","","STELLA ROSE (1)","Jane Hooke","22.94","7.40","8.73","M35","27.8kg","Aston Dee Bee","White Ambush","$4.60"
