"track","race","place","rug","name","trainer","time","margin","split","inRun","weight","sire","dam","sp"
"Ballarat (VIC)","Race 10","6","","HELLO COOPER (4)","Jane Hooke","22.98","7.93","8.78","M56","31.8kg","Aston Dee Bee","White Ambush","$9.00"
"Ballarat (VIC)","Race 11","1","","SCOTT ME (1)","Patrick Furci","22.42","0.00","8.51","Q11","29.5kg","Bewildering","Scott To Give","$4.80"
"Ballarat (VIC)","Race 11","2","","MORAINE BALOO (4)","Jack Clarke","22.83","5.90","8.69","M32","32.8kg","Raw Ability","Strongbeth","$3.50"
"Ballarat (VIC)","Race 11","3","","ORSON AS (7)","Briana Robertson -Leech","22.98","7.94","8.70","M43","25.5kg","Orson Allen","Summer Skye","$8.00"
"Ballarat (VIC)","Race 11","4","","PAW TRINNY (8)","Luke Harris","22.98","8.03","8.69","M24","28.3kg","Allen Deed","Dyna Weslyn","$6.00"
"Ballarat (VIC)","Race 11","5","","WHERE THE FORMAN (5)","Michael Bowerman","23.06","9.10","8.84","M55","30.9kg","Bernardo","Golden Charm","$10.00"
"Ballarat (VIC)","Race 11","6","","GRANNIE MAY (2)","Wayne Hooke","23.08","9.37","9.00","S66","29.4kg","Aston Dee Bee","White Ambush","$3.60"
"Bendigo (VIC)","Race 1","1","","ARTICULATE (5)","William Donlon","24.65","0.00","6.77","Q111","25.3kg","Fernando Bale","Arkans Mabel","$11.30"
"Bendigo (VIC)","Race 1","2","","CHILL OUT PLATE (6)","Michael Chilcott","24.73","1.21","6.82","M243","30.3kg","Beast Unleashed","Pechey's Girl","$7.00"
"Bendigo (VIC)","Race 1","3","","HOW AMAZING (2)","Jason Sharp","24.74","1.25","6.84","M676","34.2kg","Shima Shine","Love Heart","$3.30"
"Bendigo (VIC)","Race 1","4","","SILVERSMITH (4)","Craig Elliot","24.80","2.13","6.82","M322","32.0kg","Jungle Deuce","Lucille Dior","$22.60"
"Bendigo (VIC)","Race 1","5","","BRODIE'S SHADOW (7)","Aaron Debattista","24.93","4.07","6.89","M734","30.6kg","Feral Franky","Manila Puno","$1.90"
"Bendigo (VIC)","Race 1","6","","BERRINGA BLACK (3)","Geoffrey Williamson","25.08","6.19","6.83","M555","33.0kg","Hard Style Rico","Maggie Pie","$53.90"
"Bendigo (VIC)","Race 1","7","","WHISTLING BY (1)","Peter Knott","25.18","7.60","6.83","Q467","25.1kg","Feral Franky","Whistling Bullet","$24.20"
"Bendigo (VIC)","Race 1","8","","SQUIGGLY IZZY (8)","Robert Colquhoun","25.31","9.40","6.96","Q888","33.3kg","Mepunga Blazer","Headspace","$64.80"
"Bendigo (VIC)","Race 1","SCR","","DRILL BABY DRILL","Tracy Elliot","","","","","","Jungle Deuce","Lucille Dior",""
"Bendigo (VIC)","Race 1","SCR","","BE FRANK","David Shovan","","","","","","Feral Franky","Wonder Miss",""
"Bendigo (VIC)","Race 2","1","","TRIGGERFISH (6)","Josh Duncan","24.76","0.00","6.88","M622","30.8kg","Feral Franky","Nordegren","$3.80"
"Bendigo (VIC)","Race 2","2","","SHE'S TROPIC (2)","Jordan Formosa","24.81","0.66","6.95","S764","32.2kg","Shima Shine","Scottish Pride","$16.50"
"Bendigo (VIC)","Race 2","3","","TOPPER SNOWDRIFT (3)","Scott Stefanos","24.83","1.03","6.72","M111","28.3kg","Aston Rupee","Star Of Jasmine","$5.00"
"Bendigo (VIC)","Race 2","4","","JOOPER (1)","Scott Stefanos","24.90","1.91","6.76","M333","29.6kg","Feral Franky","Sandy's Revenge","$4.00"
"Bendigo (VIC)","Race 2","5","","NEWHAVEN ELSIE (5)","Crystal Verde","25.09","4.70","6.81","M455","26.0kg","Kinloch Brae","Buffet Destroyer","$8.30"
"Bendigo (VIC)","Race 2","6","","REIKO BENNY (8)","Mathew Tabb","25.25","6.97","6.83","S546","35.7kg","Fabregas","Reiko Martini","$5.40"
"Bendigo (VIC)","Race 2","DNF","","PAW OLIVE (4)","Kenneth Doidge","","","6.76","M277","27.2kg","Jackslittlething","Jaclyn Bale",""
"Bendigo (VIC)","Race 2","SCR","","BLACK HAWK","Gary Webb","","","","","","My Redeemer","Merry Lass",""
"Bendigo (VIC)","Race 2","SCR","","SUGAR ROO","Natasha Fullerton","","","","","","Shima Shine","Sugar Spice",""
"Bendigo (VIC)","Race 2","SCR","","FLASH ABBEY","Jordan Formosa","","","","","","Hard Style Rico","Maggie Pie",""
"Bendigo (VIC)","Race 3","1","","REIKO MIMOSA (1)","Stephen Tabb","24.23","0.00","6.65","M222","29.5kg","Fabregas","Reiko Martini","$3.80"
"Bendigo (VIC)","Race 3","2","","ASTON CREMA (4)","Mark McClelland","24.35","1.67","6.58","M111","27.4kg","Aston Dee Bee","Aston Geneve","$6.20"
"Bendigo (VIC)","Race 3","3","","BUST UP (8)","Leland Medcraft","24.44","3.09","6.71","M433","34.9kg","Beast Unleashed","Hard Break","$5.90"
"Bendigo (VIC)","Race 3","4","","MINOR THING (6)","Aaron Debattista","24.49","3.69","6.70","M344","26.2kg","Bernardo","Xtreme Notice","$8.20"
"Bendigo (VIC)","Race 3","5","","MISS MAISIE (2)","Peter Dunlevey","24.92","9.90","6.80","M775","31.9kg","Feral Franky","Gloria Bale","$3.90"
"Bendigo (VIC)","Race 3","6","","AXEDALE PRINCE (3)","Gary Hansen","24.98","10.76","6.91","S856","33.6kg","Koblenz","Stareena","$16.50"
"Bendigo (VIC)","Race 3","7","","COPPERHEAD DASH (5)","Scott Millard","25.03","11.43","6.80","M688","30.9kg","Ice Cool Kaedyn","Galway Lights","$9.00"
"Bendigo (VIC)","Race 3","8","","CHILL OUT ROY (7)","Julie Chilcott","25.16","13.30","6.74","M567","30.1kg","Aston Rupee","Pechey's Babe","$25.90"
"Bendigo (VIC)","Race 3","SCR","","SUGAR ROO","Natasha Fullerton","","","","","","Shima Shine","Sugar Spice",""
"Bendigo (VIC)","Race 3","SCR","","FLASH ABBEY","Jordan Formosa","","","","","","Hard Style Rico","Maggie Pie",""
"Bendigo (VIC)","Race 4","1","","GOOSEBUMPS RICO (8)","Darren Fisher","24.47","0.00","6.67","M432","32.5kg","Hard Style Rico","Drakensberg Dot","$3.50"
"Bendigo (VIC)","Race 4","2","","WHISKY BALLERINA (3)","Jason Sharp","24.53","0.90","6.75","M775","26.9kg","Whiskey Riot","Spandau Ballet","$12.90"
"Bendigo (VIC)","Race 4","3","","PINE BLUFF (1)","Paul Radstock","24.58","1.64","6.69","M544","25.2kg","Fernando Bale","Arkans Mabel","$3.80"
"Bendigo (VIC)","Race 4","4","","ASTON DUNKEL (5)","Mark McClelland","24.58","1.66","6.64","M311","31.7kg","Good Odds Harada","Aston Moet","$10.70"
"Bendigo (VIC)","Race 4","5","","CANDLES (6)","David Jensen","24.67","2.90","6.63","Q123","26.5kg","Koblenz","Black Robin","$9.00"
"Bendigo (VIC)","Race 4","6","","LIFE AWAITS (7)","Robert Colquhoun","24.75","4.11","6.69","M656","33.4kg","Christo Bale","Close Encounter","$4.90"
"Bendigo (VIC)","Race 4","7","","BOLD DAZZLER (2)","Scott Stefanos","24.84","5.31","6.83","S888","32.5kg","Tommy Shelby","Katey Penny","$13.20"
"Bendigo (VIC)","Race 4","8","","EAT LESS JUNK (4)","Jason Sharp","24.91","6.40","6.63","M267","27.0kg","Feral Franky","Junk Food Junkie","$15.10"
"Bendigo (VIC)","Race 4","SCR","","DRAGON BLACK","Troy Walters","","","","","","Primo Uno","Nangar Diva",""
"Bendigo (VIC)","Race 5","1","","BOULDER DASH (1)","Scott Millard","24.38","0.00","6.71","Q111","25.6kg","Tommy Shelby","Poppo's Legacy","$6.40"
"Bendigo (VIC)","Race 5","2","","SHOWGIRL KARA (7)","David Shovan","24.43","0.64","6.75","Q222","29.4kg","Orson Allen","Victoria's Kara","$7.10"
"Bendigo (VIC)","Race 5","3","","KING PLUM (4)","Gary Edwards","24.54","2.27","6.83","M433","30.7kg","Beast Unleashed","Summer Lovin'","$3.40"
"Bendigo (VIC)","Race 5","4","","POPPY RICK (2)","Richard Boehm","24.84","6.61","6.83","M344","31.8kg","Feral Franky","Stepping","$9.70"
"Bendigo (VIC)","Race 5","4","","DERNANCOURT (5)","David Long","24.84","6.61","6.89","M555","36.3kg","Feral Franky","Speedy Bella","$3.30"
"Bendigo (VIC)","Race 5","6","","BOROUGH MAN (6)","Jordan Formosa","24.96","8.27","6.97","M776","30.4kg","Fernando Bale","Sublime News","$18.30"
"Bendigo (VIC)","Race 5","7","","LIKE A BLAZE (3)","Jordan Formosa","25.11","10.41","6.90","M667","29.4kg","Superior Panama","Sassy Izzy","$8.00"
"Bendigo (VIC)","Race 5","SCR","","LISSY LOULOU","Arron Rocke","","","","","","Superior Panama","Oriental Amber",""
"Bendigo (VIC)","Race 5","SCR","","MY COMPASS","Brian Brown","","","","","","My Redeemer","Shout Out Loud",""
"Bendigo (VIC)","Race 5","SCR","","MINI MINION","Geoffrey Williamson","","","","","","Nitro Burst","White Minion",""
"Bendigo (VIC)","Race 6","1","","MCIVOR JEWELS (6)","Julie Priest","28.60","0.00","6.72","M222","27.8kg","Feral Franky","Mcivor Verna","$10.80"
"Bendigo (VIC)","Race 6","2","","BREE CABANG (7)","Gregory Berry","28.66","0.81","6.56","Q111","29.3kg","Beast Unleashed","Stars And Lights","$1.70"
"Bendigo (VIC)","Race 6","3","","MCIVOR MORGAN (4)","Julie Priest","28.96","5.13","6.95","M533","35.4kg","Feral Franky","Mcivor Verna","$24.60"
"Bendigo (VIC)","Race 6","4","","ARMAGH (8)","David Long","28.99","5.53","6.93","M444","30.6kg","Shima Shine","Lizzie's Entity","$42.50"
"Bendigo (VIC)","Race 6","5","","MCIVOR OLLY (5)","Barry Priest","29.11","7.33","7.02","M655","33.2kg","Feral Franky","Mcivor Verna","$8.10"
"Bendigo (VIC)","Race 6","6","","DOLLAR SHORT (1)","Paul Radstock","29.21","8.73","6.93","M366","32.4kg","Need My Moneynow","Saint West","$7.40"
"Bendigo (VIC)","Race 6","7","","ALICE FROM VENUS (3)","Peter Knott","29.48","12.54","7.11","M777","27.2kg","Tommy Shelby","Osakalaka","$7.30"
"Bendigo (VIC)","Race 6","8","","MISTY BLUE (2)","Sandra Elmes","29.69","15.56","7.39","M888","25.0kg","Sennachie","Light View","$16.80"
"Bendigo (VIC)","Race 6","SCR","","JELLICENT BALE","Brenda Kinder","","","","","","Allen Deed","Dyna Zesty",""
"Bendigo (VIC)","Race 6","SCR","","MADDIE ODD SOCK","Simone Fisher","","","","","","Zambora Brockie","Celebrity",""
"Bendigo (VIC)","Race 7","1","","LIZARD COUNTRY (2)","Alfred Debattista","28.24","0.00","6.65","Q222","34.1kg","Feral Franky","Xtreme Notice","$2.70"
"Bendigo (VIC)","Race 7","2","","FUJI APPLE (6)","Jason Sharp","28.35","1.59","6.56","Q111","27.4kg","Feral Franky","Junk Food Junkie","$2.10"
"Bendigo (VIC)","Race 7","3","","THEO'S DIM SIM (5)","Cooper Hayes","28.54","4.27","6.73","M543","32.3kg","Droopys Buick","Dim Sim","$26.40"
"Bendigo (VIC)","Race 7","4","","HEATHER BALE (3)","Jordan McQuillen","28.87","9.00","6.72","M454","25.2kg","Fernando Bale","Idria Bale","$7.90"
"Bendigo (VIC)","Race 7","5","","ASTON BELGIAN (8)","Mark McClelland","28.90","9.34","6.65","M335","34.0kg","Good Odds Harada","Aston Moet","$10.40"
"Bendigo (VIC)","Race 7","6","","KENNETH BALE (4)","Jordan McQuillen","29.03","11.24","6.90","S777","29.6kg","Js Flamin Ace","Faithy Bale","$27.90"
"Bendigo (VIC)","Race 7","7","","LONG LEVERS (7)","Jennifer Torr","29.05","11.49","6.83","S666","37.7kg","Bernardo","Manila Rose","$45.60"
"Bendigo (VIC)","Race 7","8","","ANOTHER FIFTY (1)","George Kantzidis","29.14","12.84","6.91","M888","34.0kg","Dyna Nalin","Bound Two Affair","$47.80"
"Bendigo (VIC)","Race 8","1","","COOPER SUMMER (3)","Kevin Ashton","28.46","0.00","6.50","M111","29.6kg","Orson Allen","Summer Skye","$3.10"
"Bendigo (VIC)","Race 8","2","","CRUSOE RICO (5)","Benjamin Abela","28.56","1.44","6.54","M222","34.3kg","Hard Style Rico","Cracked Soda","$3.30"
"Bendigo (VIC)","Race 8","3","","ARGYLE AXLE (6)","Raymond Morgan","28.68","3.04","6.64","M333","30.5kg","Fernando Bale","Golden Shiraz","$8.60"
"Bendigo (VIC)","Race 8","4","","ALFIE ABALONE (2)","Maria Lingard","28.80","4.74","6.76","M554","31.6kg","Aston Dee Bee","Maja Mahi Mahi","$5.40"
"Bendigo (VIC)","Race 8","5","","FIRE WIRE (8)","Peter Knott","28.82","5.16","6.84","M866","34.1kg","Zambora Brockie","Zinnia","$35.40"
"Bendigo (VIC)","Race 8","6","","AS YOU WERE (7)","Russell Edwards","28.93","6.67","6.71","M445","33.8kg","Fernando Bale","Immersion","$44.20"
"Bendigo (VIC)","Race 8","7","","MILLERS ROAD (4)","Tracy Elliot","28.98","7.41","6.82","M677","30.1kg","Zambora Brockie","Lucille Dior","$48.40"
"Bendigo (VIC)","Race 8","8","","HURRICANE MIST (1)","Peter Nicholls","29.10","9.11","6.83","M788","28.3kg","Whiskey Riot","Valletta Mist","$5.70"
"Bendigo (VIC)","Race 8","SCR","","TRUE TEMPER","Russell Edwards","","","","","","My Redeemer","Whatever I Want",""
"Bendigo (VIC)","Race 8","SCR","","MCIVOR ALFY","Barry Priest","","","","","","Feral Franky","Mcivor Verna",""
"Bendigo (VIC)","Race 9","1","","ROCK SHOW (8)","Peter Knott","24.53","0.00","6.75","M222","34.8kg","Koblenz","Princess Marjen","$2.60"
"Bendigo (VIC)","Race 9","2","","HIGHLAND JILL (1)","Wendy Hansen","24.58","0.74","6.66","M111","26.5kg","Feral Franky","Innocent Diva","$5.00"
"Bendigo (VIC)","Race 9","3","","HILLBILLY LEXI (4)","Jennifer Wilson","24.63","1.47","6.82","M333","28.7kg","My Bro Fabio","Empress Lu","$14.00"
"Bendigo (VIC)","Race 9","4","","MOSCOSO GIRL (5)","Jordan Formosa","24.86","4.67","6.92","S654","28.6kg","Superior Panama","Sassy Izzy","$5.90"
"Bendigo (VIC)","Race 9","5","","SAM'S UNIVERSE (6)","Michael Chilcott","24.93","5.64","6.89","M445","30.8kg","Raw Ability","Up The Amount","$12.00"
"Bendigo (VIC)","Race 9","6","","JACK'S REGRET (7)","Paul Radstock","24.98","6.39","6.93","M866","31.0kg","Tommy Shelby","Snooky","$4.60"
"Bendigo (VIC)","Race 9","7","","EXTINCTION (3)","Jordan Formosa","25.09","7.94","6.92","M577","27.7kg","My Redeemer","Scottish Pride","$46.00"
"Bendigo (VIC)","Race 9","8","","IDYLLIC MEYER (2)","David Shovan","25.15","8.87","6.93","M788","26.8kg","Allen Deed","Penelopes Cruzn","$36.00"
"Bendigo (VIC)","Race 9","SCR","","DRAGON BLACK","Troy Walters","","","","","","Primo Uno","Nangar Diva",""
"Bendigo (VIC)","Race 10","1","","ROCK ETERNAL (7)","William Donlon","24.41","0.00","6.71","M411","31.6kg","Aston Rupee","Absolute Ruby","$3.60"
"Bendigo (VIC)","Race 10","2","","HE'S HELL BENT (3)","Ross Lyons","24.50","1.34","6.78","M532","30.5kg","Konomi","Liz Cambage","$13.50"
"Bendigo (VIC)","Race 10","3","","NALA'S GHOST (2)","Jye Formosa","24.65","3.49","6.89","M854","33.2kg","Pindari Express","Rockstar Kerr","$10.60"
"Bendigo (VIC)","Race 10","4","","MILITANT STORM (5)","Ken Hunt","24.80","5.59","6.71","M345","28.6kg","Fernando Bale","Militant Spirit","$3.90"
"Bendigo (VIC)","Race 10","5","","ZAP (4)","Alfred Debattista","24.82","5.86","6.79","M623","35.5kg","Zambora Brockie","Kung Fu Hustle","$4.60"
"Bendigo (VIC)","Race 10","6","","BLUE TICK NELSON (8)","Julie Chilcott","25.28","12.43","6.82","M786","31.4kg","Collision","Zara's Entity","$6.80"
"Bendigo (VIC)","Race 10","7","","DR. KATARINA (6)","Emily McMahon","25.55","16.24","6.71","M277","25.9kg","Fernando Bale","Dr. Mino","$20.80"
"Bendigo (VIC)","Race 10","8","","DECORATED (1)","Troy Walters","25.71","18.60","6.67","M168","25.0kg","Get It Gizmo","Wonderful World","$15.40"
"Bendigo (VIC)","Race 10","SCR","","BLACK SERIES","Peter Frost","","","","","","Black Magic Opal","Velocity Bettina",""
"Bendigo (VIC)","Race 10","SCR","","SHINY NEW TOY","Dylan Sharp","","","","","","Shima Shine","Chun Li",""
"Bendigo (VIC)","Race 11","1","","PEGLEG PETE (6)","Brendon Jones","24.50","0.00","6.75","S432","32.3kg","Aston Dee Bee","Ruby Girl","$1.80"
"Bendigo (VIC)","Race 11","2","","ONE KNEE NONI (3)","Jordan Formosa","24.53","0.41","6.70","S311","30.5kg","Shima Shine","Lilly Patch","$7.40"
"Bendigo (VIC)","Race 11","3","","ASTON JABBER (2)","Mark McClelland","24.53","0.44","6.82","M664","28.4kg","Aston Rupee","Aston Genesis","$9.90"
"Bendigo (VIC)","Race 11","4","","ESPRESSO BABE (8)","David Keanelly","24.61","1.53","6.79","M553","25.4kg","My Redeemer","Miss Caitlyn","$9.00"
"Bendigo (VIC)","Race 11","5","","BULLSEYE BOB (7)","Jordan Formosa","24.88","5.46","6.96","S876","32.4kg","Feral Franky","Zipping Storm","$9.80"
"Bendigo (VIC)","Race 11","6","","GUNAI JEDI (1)","Wade Green","24.95","6.37","6.66","M125","30.5kg","Fabregas","Gunai Marlie","$30.10"
"Bendigo (VIC)","Race 11","7","","DR. DOT (5)","Emily McMahon","25.09","8.46","6.86","M787","26.1kg","Bernardo","Dr. Jezabel","$13.10"
"Bendigo (VIC)","Race 11","8","","GUMTREE HILL (4)","Malcolm Davis","25.33","11.90","6.70","M248","34.2kg","Good Odds Harada","Pirates Patch","$14.10"
"Bendigo (VIC)","Race 11","SCR","","SPLIT REEF","Robert Colquhoun","","","","","","Fernando Bale","Boquilla",""
"Bendigo (VIC)","Race 11","SCR","","TORNADO JACK","Thomas Boehmke","","","","","","Buckle Up Wes","Lancome Lady",""
"Bendigo (VIC)","Race 12","1","","REV QUERIDA (1)","Grant Hammerstein","24.60","0.00","","","29.3kg","Shima Shine","Jd Revelation","$10.90"
"Bendigo (VIC)","Race 12","2","","PERFECT REVENGE (8)","Matthew Edwards","24.65","0.74","","","31.1kg","Fernando Bale","Hardaway Winnie","$14.00"
"Bendigo (VIC)","Race 12","3","","LATIN RHYTHM (5)","Peter Knott","24.87","3.77","","","27.2kg","Fernando Bale","Red Rochelle","$3.70"
"Bendigo (VIC)","Race 12","4","","THAI MOGWAI (2)","Kathryne Tabb","24.93","4.63","","","32.6kg","Barcia Bale","Zipping Jamie","$4.20"
"Bendigo (VIC)","Race 12","5","","MY GIRL KELLIE (7)","Aaron Blake","24.96","5.09","","","29.1kg","Feral Franky","Mcivor Verna","$4.10"
"Bendigo (VIC)","Race 12","6","","HILLBILLY ROCKY (4)","Michael Hendy","25.02","5.90","","","26.7kg","Aussie Infrared","Imminent Reality","$7.40"
"Bendigo (VIC)","Race 12","7","","SHE'S ICONIC (3)","Susan Trim","25.24","9.17","","","27.7kg","Sh Avatar","La Bamba Icon","$36.90"
"Bendigo (VIC)","Race 12","8","","SLINGER (6)","Bruce Jacobs","25.30","9.91","","","30.9kg","Fernando Bale","Cosmic Sparkle","$9.90"
"Bendigo (VIC)","Race 12","SCR","","NOTORIOUS BLAZE","Brian Brown","","","","","","Fernando Bale","Mercedes Dior",""
"Bendigo (VIC)","Race 12","SCR","","HUMBLE ETHICS","Michael Chilcott","","","","","","Wow","Classy Ethics",""
"Bendigo (VIC)","Race 13","1","","HE'S GOT SWAG (7)","Ronald Kenworthy","24.36","0.00","","","30.3kg","Fernando Bale","Dreamy Eyes","$5.00"
"Bendigo (VIC)","Race 13","2","","AUDITION (3)","Peter Frost","24.69","4.66","","","35.6kg","Bernardo","Sensory","$4.70"
"Bendigo (VIC)","Race 13","3","","COCONUT OAKLAND (2)","Paul Gabriel","24.74","5.41","","","36.9kg","Sennachie","Foxy Whip","$9.40"
"Bendigo (VIC)","Race 13","4","","ACE REDEEMER (5)","Jordan Formosa","24.87","7.23","","","28.3kg","My Redeemer","Scottish Pride","$23.50"
"Bendigo (VIC)","Race 13","5","","ROSTRON (8)","Shannon Rostron","24.87","7.33","","","36.0kg","Shima Bar","Fire Swifty","$2.20"
"Bendigo (VIC)","Race 13","6","","HARBOUR LIGHTS (6)","Peter Frost","24.88","7.36","","","28.1kg","Bernardo","Black Opium","$15.60"
"Bendigo (VIC)","Race 13","7","","ALWAYS MIA (4)","Peter Trim","24.89","7.51","","","26.3kg","Fernando Bale","Naughty Cazza","$29.70"
"Bendigo (VIC)","Race 13","8","","BOROUGH BOUND (1)","Jordan Formosa","24.94","8.27","","","31.0kg","Fernando Bale","Sublime News","$16.40"
"Bendigo (VIC)","Race 13","SCR","","BERRY BLUE EVIE","Taylor Edwards","","","","","","Barooga Brett","Big Bash Ellyse",""
"Bendigo (VIC)","Race 13","SCR","","ZAPATRON","Kevin Ashton","","","","","","Dyna Tron","Catalina Icon",""
"Cannington (WA)","Race 1","1","","FOREVER SEVEN (5)","Dwayne Jovanovic","16.17","0.00","5.60","11","","Zack Monelli","Cimarron Strip","$0.00"
"Cannington (WA)","Race 1","2","","CISCO RIPPLE (1)","Victoria Cook","16.29","1.75","5.75","62","","Jungle Deuce","Ripple Rumble","$0.00"
"Cannington (WA)","Race 1","3","","PAD UP OWEN (6)","Peter Brown","16.40","3.25","5.63","23","","Zambora Brockie","She's Stardust","$0.00"
"Cannington (WA)","Race 1","4","","RED NED GUNDI (3)","Geoffrey Reid","16.43","3.75","5.70","45","","My Redeemer","Sunset Navana","$0.00"
"Cannington (WA)","Race 1","5","","GETTIN' TIPSY (7)","Lournay Malcolm","16.52","5.00","5.68","34","","Koblenz","Lady Zeeva","$0.00"
"Cannington (WA)","Race 1","6","","CONFETTI EMOJI (8)","Bradley Cook","16.56","5.50","5.79","77","","Sunset Spitfire","Corona Monelli","$0.00"
"Cannington (WA)","Race 1","7","","DAWN OF TIME (2)","May Leach","16.61","6.25","5.73","56","","Fernando Bale","Deluxe Model","$0.00"
"Cannington (WA)","Race 1","8","","MOON ECLIPSE (4)","Jennifer Thompson","16.70","7.50","5.82","88","","Blue Moon Rising","West On Nessy","$0.00"
"Cannington (WA)","Race 1","SCR","","PREDATOR GUNDI","Geoffrey Reid","","","","","","Oaks Road","What A Hoot",""
"Cannington (WA)","Race 2","1","","CYNTHIA KEEPING (6)","Bradley Cook","21.93","0.00","6.52","111","","Droopys Sydney","Caitlyn Keeping","$0.00"
"Cannington (WA)","Race 2","2","","BLUE BIRD DAYS (7)","Joe Dailly","22.00","1.00","6.61","222","","Allen Deed","Blue Glitter","$0.00"
"Cannington (WA)","Race 2","3","","FULL GLOSS KWANG (3)","Colleen Pierson","22.26","4.75","6.72","333","","Allen Deed","Blue Glitter","$0.00"
"Cannington (WA)","Race 2","4","","AKERMANIS (4)","Enzo Crudeli","22.39","6.50","6.80","544","","Aussie Infrared","Akachi","$0.00"
"Cannington (WA)","Race 2","5","","SPEEDY CRUELLA (8)","Enzo Crudeli","22.61","9.75","7.01","776","","Aussie Infrared","Akachi","$0.00"
"Cannington (WA)","Race 2","6","","BAND FOR BAND (5)","Victoria Cook","22.66","10.50","6.95","665","","Aston Rupee","Heidi Rose","$0.00"
"Cannington (WA)","Race 2","7","","GEORDIE LAD (1)","Christopher Halse","22.91","14.00","6.78","457","","Vice Grip","Happy Talk","$0.00"
"Cannington (WA)","Race 2","8","","THANK YOU JOE (2)","Joe Dailly","22.92","14.06","7.04","888","","Allen Deed","Blue Glitter","$0.00"
"Cannington (WA)","Race 2","SCR","","LEO'S MAGIC","John Magistro","","","","","","Zack Monelli","Isolated",""
"Cannington (WA)","Race 2","SCR","","ACE OF BASS","Bradley Cook","","","","","","Aston Rupee","Heidi Rose",""
"Cannington (WA)","Race 3","1","","RAMBO'S SHOUT (7)","Enzo Crudeli","30.37","0.00","5.63","1111","","Aston Rupee","Heidi Rose","$0.00"
"Cannington (WA)","Race 3","2","","SUNSET PARIS (1)","David Hobby","30.63","3.75","5.69","3333","","Zack Monelli","Ruby Monelli","$0.00"
"Cannington (WA)","Race 3","3","","KNIGHT FRIGHT (8)","Michael Rylands","30.79","6.00","5.95","8875","","My Redeemer","Ainsley Bale","$0.00"
"Cannington (WA)","Race 3","4","","SECURITY SPOT (5)","Enzo Crudeli","30.81","6.25","5.69","4222","","Aussie Infrared","Akachi","$0.00"
"Cannington (WA)","Race 3","5","","LEADFOOT JORDY (4)","Adam Smithson","31.04","9.50","5.78","6454","","Aston Dee Bee","Panadero Opal","$0.00"
"Cannington (WA)","Race 3","6","","WARRIOR ZEUS (3)","Enzo Crudeli","31.13","10.75","5.93","7687","","Koblenz","West On Magada","$0.00"
"Cannington (WA)","Race 3","7","","GLOWING EMBER (6)","Enzo Crudeli","31.19","11.75","5.75","5766","","Benali","Burning Passion","$0.00"
"Cannington (WA)","Race 3","DNF","","SUNSET DIABLO (2)","David Hobby","","","","254","","Zack Monelli","Ruby Monelli",""
"Cannington (WA)","Race 4","1","","RAPIDO PRONTO (2)","Michael Johnston","21.97","0.00","6.75","221","","Fernando Bale","Rapido Lass","$0.00"
"Cannington (WA)","Race 4","2","","TIANA BANANA (7)","Colleen Pierson","22.12","2.00","6.64","112","","Sh Avatar","Nessa's Yasmin","$0.00"
"Cannington (WA)","Race 4","3","","SUNSET AMANDA (6)","David Hobby","22.22","3.50","6.86","443","","Sunset Spitfire","Sunset Piper","$0.00"
"Cannington (WA)","Race 4","4","","JANA BLADE (8)","Barry Mcpherson","22.56","8.25","6.76","334","","My Redeemer","Jade's Blade","$0.00"
"Cannington (WA)","Race 4","5","","ITA KEEPING (5)","Bradley Cook","22.64","9.25","6.87","555","","Feral Franky","Gina Keeping","$0.00"
"Cannington (WA)","Race 4","6","","SUPER COOL (3)","Michael Rylands","22.76","11.00","6.96","886","","Superman","Herkle Li","$0.00"
"Cannington (WA)","Race 4","7","","TORI KEEPING (4)","Victoria Cook","22.98","14.00","6.87","667","","Feral Franky","Gina Keeping","$0.00"
"Cannington (WA)","Race 4","8","","SPEEDY DEVILLE (1)","Enzo Crudeli","22.99","14.13","6.95","778","","Aussie Infrared","Akachi","$0.00"
"Cannington (WA)","Race 4","SCR","","NICE WICKET","Joe Dailly","","","","","","Aston Dee Bee","Starlight April",""
"Cannington (WA)","Race 4","SCR","","HARMONY RHYTHM","Enzo Crudeli","","","","","","Barcia Bale","Wicked Rhythm",""
"Cannington (WA)","Race 5","1","","ALL ABOUT JAKE (1)","Jesse Erenshaw","29.91","0.00","5.59","2211","","Zambora Brockie","Sweet Imitated","$0.00"
"Cannington (WA)","Race 5","2","","OLIVER GRANDE (3)","Joe Dailly","30.14","3.25","5.53","1122","","Cindy's Oliver","Polly's Ariana","$0.00"
"Cannington (WA)","Race 5","3","","WYONG EL PASO (5)","Joe Dailly","30.22","4.50","5.67","5554","","Fernando Bale","Gypsy Wyong","$0.00"
"Cannington (WA)","Race 5","4","","MERL'S LAD (8)","Kody Charles","30.22","4.53","5.65","3333","","Flying Ricciardo","Miss Morrisset","$0.00"
"Cannington (WA)","Race 5","5","","OUTSIDE THE FIRE (2)","Margaret Hepple","30.65","10.78","5.65","4445","","Tommy Shelby","Joker Poker","$0.00"
"Cannington (WA)","Race 5","6","","SPEEDY ED (4)","Enzo Crudeli","30.67","10.91","5.73","7676","","Aussie Infrared","Akachi","$0.00"
"Cannington (WA)","Race 5","7","","RITZA POWER (7)","Benjamin Maclean","30.72","11.66","5.74","8888","","Fernando Bale","Ritza Vonnie","$0.00"
