"track","raceNumber","runnerName","betType","bet365","ubet","tabtouch","betr","boombet","sportsbet","betfair_back","betfair_lay","picketbet","ladbrokes","pointsbet","neds","colossal"
"Warragul","R7","6 Black Pink (6)","Place",5.5,6,4.6,3.8,5.1,6.5,4.8,5.5,4.2,5.5,4.8,"-","-"
"Warragul","R7","7 Audacious Paddy (7)","Place",2,1.95,2,1.75,1.68,1.75,1.75,1.9,1.9,1.9,2.1,"-","-"
"Warragul","R7","8 Mixed Dozen (8)","Place",3.2,2.7,2.8,2.4,2.85,2.7,2.5,2.8,2.6,2.8,2.8,"-","-"
"Warragul","R8","1 Parumba Rumba (1)","Win",11,10,10,10,11.2,10,11,90,10,10,10,10,11
"Warragul","R8","2 Shaun Lee Rose (2)","Win",13,12,13,12,13.2,13,13,140,12,13,13,13,13
"Warragul","R8","3 My Name's Eden (3)","Win",1.35,1.3,1.3,1.3,1.22,1.3,1.34,1.87,1.28,1.3,1.25,1.3,1.3
"Warragul","R8","4 Dewana Scotch (4)","Win",11,14,15,14,15.2,15,14,140,15,15,15,15,15
"Warragul","R8","6 Soda Apache (6)","Win",26,26,26,26,32,26,23,1000,26,27,29,27,31
"Warragul","R8","7 Son Of Ghost (7)","Win",5.5,5.5,5.5,5.5,5.8,5.5,5.7,30,5.5,5.5,5.5,5.5,5.75
"Warragul","R8","8 Spicy Assassin (8)","Win",12,11,11,11,12.2,11,12,120,11,12,12,12,12
"Warragul","R8","1 Parumba Rumba (1)","Place",3.6,3.1,3.1,2.8,3.45,3.3,2.6,3.2,3,3.2,3.4,"-","-"
"Warragul","R8","2 Shaun Lee Rose (2)","Place",4.25,3.6,3.6,3.2,3.05,3.25,3,3.9,3.5,3.9,3.8,"-","-"
"Warragul","R8","3 My Name's Eden (3)","Place",1.16,1.14,1.1,1.1,1.05,1.08,1.01,1.08,1.09,1.08,1.1,"-","-"
"Warragul","R8","4 Dewana Scotch (4)","Place",3.6,4,4,3.6,3.3,3.6,3.4,4.4,3.8,4.4,4.2,"-","-"
"Warragul","R8","6 Soda Apache (6)","Place",7,7,5.25,4.6,7.1,7.75,5.75,7,5,7,7,"-","-"
"Warragul","R8","7 Son Of Ghost (7)","Place",2.3,2.1,2.1,1.95,1.82,1.88,1.7,2.05,2,2,2.15,"-","-"
"Warragul","R8","8 Spicy Assassin (8)","Place",4,3.3,3.4,3.1,3.65,3.3,2.75,3.4,3.4,3.6,3.6,"-","-"
"Warragul","R9","2 Ruth's Commander (2)","Win",29,31,31,29,27.5,31,24,1000,31,31,29,31,34
"Warragul","R9","3 Leviathan (3)","Win",4.2,4.2,4.2,4.2,3.85,4.2,4.2,16,4,4.2,4,4.2,4.4
"Warragul","R9","4 I'm Fabulous (4)","Win",4.8,5,5,5,4.85,5,5.2,21,4.8,5,5,5,5.25
"Warragul","R9","5 Let's Play Ball (5)","Win",19,23,23,23,23.5,23,19,1000,21,23,23,23,23
"Warragul","R9","6 Aston Alight (6)","Win",2.2,2,2,2,1.9,2,2.04,4.6,1.9,2,1.95,2,2.05
"Warragul","R9","7 Donkey Fly (7)","Win",3.5,3.5,3.5,3.5,3.65,3.4,3.55,12,3.4,3.5,3.5,3.5,3.6
"Warragul","R9","8 Slow Cheetah (8)","Win",51,51,51,51,63,51,38,1000,51,51,51,51,61
"Warragul","R9","9 Master Eduardo (1)","Win",81,81,81,81,83,81,36,1000,81,81,81,81,61
"Warragul","R9","2 Ruth's Commander (2)","Place",4.5,3.7,4.25,3.5,3.35,5,3.25,3.9,3.8,3.9,3.7,"-","-"
"Warragul","R9","3 Leviathan (3)","Place",1.44,1.35,1.34,1.25,1.25,1.3,1.16,1.35,1.3,1.35,1.5,"-","-"
"Warragul","R9","4 I'm Fabulous (4)","Place",1.5,1.45,1.4,1.3,1.33,1.44,1.25,1.45,1.37,1.45,1.6,"-","-"
"Warragul","R9","5 Let's Play Ball (5)","Place",3.6,3.1,3.8,3.2,3.65,4.33,2.75,3.3,3.6,3.3,3.1,"-","-"
"Warragul","R9","6 Aston Alight (6)","Place",1.17,1.14,1.18,1.12,1.08,1.11,1.01,1.09,1.15,1.09,1.15,"-","-"
"Warragul","R9","7 Donkey Fly (7)","Place",1.33,1.3,1.3,1.25,1.31,1.3,1.1,1.25,1.25,1.25,1.35,"-","-"
"Warragul","R9","8 Slow Cheetah (8)","Place",7,5,5.5,4.2,5.1,7,4.2,5,5,5,4.8,"-","-"
"Warragul","R9","9 Master Eduardo (1)","Place",9.5,7,6.5,5,7.1,7,6,7,6,7,4.8,"-","-"
"Warragul","R10","1 Mr. Thomas (1)","Win",2.6,2.6,2.45,2.5,2.65,2.45,2.6,6.4,2.3,2.35,2.5,2.35,2.5
"Warragul","R10","2 Inter Cyborg (2)","Win",26,26,26,26,32,27,23,1000,26,27,29,27,31
"Warragul","R10","3 Ella's Dream (3)","Win",2.6,2.3,2.7,2.5,2.55,2.7,2.36,6.6,2.5,3,2.6,3,2.5
"Warragul","R10","4 Royal Pride (4)","Win",7.5,7,7.5,7,6.7,7.5,7.4,1000,7,7.5,7,7.5,7
"Warragul","R10","5 Computer Model (5)","Win",8.5,8,8.5,8,7.9,8.5,8,1000,8,8.5,8,8.5,8.5
"Warragul","R10","6 Stitch And Shout (6)","Win",7.5,7,7,7,7.1,7,7.4,1000,6.5,7,7,7,7.5
"Warragul","R10","7 Holly Rose (7)","Win",15,15,16,15,14.4,16,15,1000,15,16,15,16,17
"Warragul","R10","8 Something Clever (8)","Win",26,26,26,26,27.5,27,23,1000,26,27,26,27,31
"Warragul","R10","1 Mr. Thomas (1)","Place",1.29,1.26,1.24,1.2,1.23,1.25,1.02,1.12,1.22,1.12,1.27,"-","-"
"Warragul","R10","2 Inter Cyborg (2)","Place",4.5,3.9,3.9,3.5,4.25,3.75,3.5,4.2,3.8,4.2,3.9,"-","-"
"Warragul","R10","3 Ella's Dream (3)","Place",1.29,1.22,1.26,1.2,1.23,1.29,1.09,1.3,1.22,1.3,1.27,"-","-"
"Warragul","R10","4 Royal Pride (4)","Place",2.1,1.85,2,1.75,1.7,1.8,1.6,1.9,1.9,1.9,1.9,"-","-"
"Warragul","R10","5 Computer Model (5)","Place",2.25,2,2.15,1.85,2.1,1.95,1.75,2.05,2,2.05,2.05,"-","-"
"Warragul","R10","6 Stitch And Shout (6)","Place",2.1,1.85,1.95,1.75,1.92,1.8,1.6,1.85,1.9,1.85,1.9,"-","-"
"Warragul","R10","7 Holly Rose (7)","Place",3.25,2.8,3.2,2.6,2.45,3.2,2.5,3,2.9,3,2.8,"-","-"
"Warragul","R10","8 Something Clever (8)","Place",4.5,3.9,4,3.5,4.45,4,3.5,4,3.8,4,3.9,"-","-"
"Warragul","R11","1 Aston Elijah (1)","Win",3.5,3.4,3.5,3.4,3.65,3.5,3.6,11,3.25,3.5,3.5,3.5,3.6
"Warragul","R11","2 Master Of Dreams (2)","Win",21,19,20,19,18.4,20,17.5,1000,19,20,19,20,21
"Warragul","R11","3 Sit And Steer (3)","Win",2.5,2.4,2.4,2.4,2.45,2.35,2.42,4.8,2.3,2.4,2.4,2.4,2.45
"Warragul","R11","4 Rhine Star (4)","Win",17,16,17,16,17.2,17,17,1000,15,17,17,17,17
"Warragul","R11","5 Mayfair Jill (5)","Win",10,10,10,10,9.2,10,10,1000,9.5,10,9.5,10,11
"Warragul","R11","6 Lakeview Jude (6)","Win",5.5,5,5,5,4.65,5,5,21,4.8,5,4.8,5,5.25
"Warragul","R11","7 Talk That Talk (7)","Win",7.5,7,7,7,7.6,7,7,1000,6.5,7,7,7,7.5
"Warragul","R11","8 Magic Outlaw (8)","Win",12,12,12,12,11.4,12,12,1000,12,12,12,12,13
"Warragul","R11","1 Aston Elijah (1)","Place",1.45,1.4,1.34,1.27,1.41,1.44,1.2,1.35,1.3,1.35,1.5,"-","-"
"Warragul","R11","2 Master Of Dreams (2)","Place",3.9,3.4,3.8,3.3,3.15,3.5,3,3.6,3.6,3.6,3.4,"-","-"
"Warragul","R11","3 Sit And Steer (3)","Place",1.3,1.26,1.26,1.22,1.26,1.2,1.07,1.2,1.25,1.2,1.3,"-","-"
"Warragul","R11","4 Rhine Star (4)","Place",3.7,3.1,3.5,3,3.45,3.3,2.75,3.3,3.4,3.3,3.1,"-","-"
"Warragul","R11","5 Mayfair Jill (5)","Place",2.8,2.3,2.45,2.25,2.1,2.3,2,2.35,2.35,2.35,2.5,"-","-"
"Warragul","R11","6 Lakeview Jude (6)","Place",1.8,1.65,1.65,1.45,1.62,1.67,1.4,1.6,1.55,1.6,1.75,"-","-"
"Warragul","R11","7 Talk That Talk (7)","Place",2.15,1.95,2.1,1.9,2.1,1.88,1.7,1.95,2.05,1.95,2.05,"-","-"
"Warragul","R11","8 Magic Outlaw (8)","Place",3,2.6,3,2.5,2.6,2.63,2.25,2.6,2.8,2.6,2.7,"-","-"
"Warragul","R12","1 Arkstorm (1)","Win",4.4,4.2,4.2,4.2,4.45,4,4.2,1000,4,4.2,4.2,4.2,4.4
"Warragul","R12","2 Here's To Louie (2)","Win",4,3.9,4.4,4,4.45,4.4,4.1,1000,3.9,4.2,4.2,4.2,4.2
"Warragul","R12","3 Daintree Vision (3)","Win",17,16,16,16,14.4,16,16,1000,15,16,15,16,17
"Warragul","R12","4 Catch The Outlaw (4)","Win",11,11,11,11,10.4,11,12,1000,10,11,11,11,12
"Warragul","R12","5 Best Dressed (5)","Win",5,4.4,4.6,4,4.05,4.5,4.2,16.5,4.2,4.5,4.4,4.5,4.4
"Warragul","R12","6 Jairon Bale (6)","Win",7.5,6.5,7,5.5,7.1,7,7,1000,6.5,7,7,7,7
"Warragul","R12","7 Brenden (7)","Win",10,10,10,10,11.2,10,11,1000,9.5,10,10,10,11
"Warragul","R12","8 Son Of Duke (8)","Win",4.4,4.4,4.6,4.4,4.25,4.5,4.7,1000,4.2,4.5,4.4,4.5,4.6
"Warragul","R12","1 Arkstorm (1)","Place",1.7,1.6,1.55,1.45,1.62,1.57,1.37,1.6,1.5,1.6,1.7,"-","-"
"Warragul","R12","2 Here's To Louie (2)","Place",1.65,1.55,1.6,1.4,1.62,1.67,1.35,1.6,1.55,1.6,1.65,"-","-"
"Warragul","R12","3 Daintree Vision (3)","Place",3.8,3.3,3.6,3.3,3.15,3.4,2.9,3.5,3.4,3.5,3.3,"-","-"
"Warragul","R12","4 Catch The Outlaw (4)","Place",3,2.7,2.9,2.7,2.25,2.4,2.3,2.7,2.7,2.7,2.7,"-","-"
"Warragul","R12","5 Best Dressed (5)","Place",1.85,1.65,1.65,1.5,1.68,1.67,1.4,1.65,1.6,1.65,1.7,"-","-"
"Warragul","R12","6 Jairon Bale (6)","Place",2.35,2,2.25,2,2.15,1.95,1.75,2.1,2.15,2.1,2.1,"-","-"
"Warragul","R12","7 Brenden (7)","Place",2.95,2.5,2.7,2.45,2.75,2.3,2.2,2.6,2.6,2.6,2.6,"-","-"
"Warragul","R12","8 Son Of Duke (8)","Place",1.7,1.65,1.7,1.5,1.48,1.67,1.4,1.65,1.6,1.65,1.7,"-","-"
"Geelong","R1","1 Saleena Bale (1)","Win",5,4.8,4.2,4.6,4.65,4.8,6.4,6.8,4.6,4.8,4.8,4.8,4.4
"Geelong","R1","2 She Rebel (2)","Win",41,34,34,26,43,31,50,65,34,35,41,35,34
"Geelong","R1","3 Dirt On You (3)","Win",7.5,7.5,7.5,7,6.2,8,10,10.5,7,7.5,8,7.5,7
"Geelong","R1","4 Rene Ruslie (4)","Win",41,41,34,34,36,35,65,100,34,35,34,35,41
"Geelong","R1","5 Strawberry Wine (5)","Win",23,19,19,21,19.8,18,24,26,21,18,19,18,21
"Geelong","R1","6 Point Man (6)","Win",2.1,2.15,2.25,2.3,2.15,2.2,2.34,2.36,2.2,2.15,2.15,2.15,2.15
"Geelong","R1","7 Fatal Attraction (7)","Win",3.6,3.5,3.6,3.6,3.95,3.6,4.3,4.5,3.6,3.6,3.6,3.6,3.5
"Geelong","R1","8 Volts (8)","Win",21,21,19,19,20.5,19,30,36,19,19,19,19,19
"Geelong","R1","1 Saleena Bale (1)","Place",1.55,1.45,1.32,1.27,1.34,1.36,1.35,1.5,1.32,1.5,1.45,"-","-"
"Geelong","R1","2 She Rebel (2)","Place",4.6,4.8,4.4,3.6,5.1,4.33,4.4,5,4.2,5,4,"-","-"
"Geelong","R1","3 Dirt On You (3)","Place",1.95,1.9,2,1.6,1.86,1.95,1.65,1.9,1.9,1.9,1.9,"-","-"
"Geelong","R1","4 Rene Ruslie (4)","Place",4.6,5,4.4,3.7,4.85,4.75,4.4,5,4,5,4.4,"-","-"
"Geelong","R1","5 Strawberry Wine (5)","Place",3.8,3.2,3.4,3,3.75,3.2,3.25,3.3,3.1,3.3,3.2,"-","-"
"Geelong","R1","6 Point Man (6)","Place",1.18,1.2,1.22,1.16,1.17,1.2,1.06,1.14,1.17,1.14,1.2,"-","-"
"Geelong","R1","7 Fatal Attraction (7)","Place",1.4,1.35,1.3,1.25,1.31,1.3,1.24,1.35,1.25,1.35,1.45,"-","-"
"Geelong","R1","8 Volts (8)","Place",3.7,3.3,3.4,2.8,2.75,2.8,3,3.4,3.1,3.4,3.1,"-","-"
"Geelong","R2","1 Take Aim (1)","Win",6.5,6.5,6.5,6.5,6.4,6.5,6.8,9.2,6,6,6.5,6,6.25
"Geelong","R2","2 Mepunga Lara (2)","Win",5,5,5,5,4.85,5.5,7,11,5.25,5.5,5.5,5.5,5
"Geelong","R2","3 Mepunga Flyer (3)","Win",2.4,2.4,2.4,2.35,2.5,2.35,2.82,3.65,2.4,2.5,2.45,2.5,2.4
"Geelong","R2","4 Vista Weird (4)","Win",16,16,17,17,18.2,17,17,95,15,16,16,16,16
"Geelong","R2","5 Settle For Less (5)","Win",10,10,11,11,9.2,11,14,38,10,11,11,11,9.5
"Geelong","R2","6 Monkey Riot (6)","Win",101,101,91,101,75,71,55,1000,91,81,91,81,81
"Geelong","R2","7 Without A Trace (7)","Win",2.9,2.9,3,3.1,3.1,3.1,3.35,4,2.9,3,3,3,2.8
"Geelong","R2","8 Vista Yank (8)","Win",26,26,26,26,24.5,26,27,170,26,26,26,26,26
"Geelong","R2","1 Take Aim (1)","Place",1.85,1.75,1.85,1.6,1.82,1.7,1.55,1.7,1.75,1.7,1.8,"-","-"
