"track","race","place","rug","name","trainer","time","margin","split","inRun","weight","sire","dam","sp"
"Geelong (VIC)","Race 4","1","","IF HE COULD (3)","Julie-Anne Hopper","22.76","0.00","8.45","M23","29.6kg","My Redeemer","Headspace","$4.00"
"Geelong (VIC)","Race 4","2","","PALTROW BALE (2)","Tammy Kennedy-Harris","22.83","1.00","8.41","Q11","27.8kg","Need My Moneynow","Dyna Gertie","$7.50"
"Geelong (VIC)","Race 4","3","","WATERLOO BOY (4)","Marcus Lloyd","22.83","1.03","8.57","S52","31.8kg","Fernando Bale","Classy Blaze","$12.00"
"Geelong (VIC)","Race 4","4","","HOOKED ON JING (5)","Dylan Sharp","22.98","3.21","8.78","M84","24.9kg","Hooked On Scotch","Chun Li","$8.00"
"Geelong (VIC)","Race 4","5","","SOMETHING GOOD (6)","Peter Inguanti","23.15","5.59","8.50","M35","28.3kg","Bewildering","Invictus Coco","$3.60"
"Geelong (VIC)","Race 4","6","","MAYBE RAIN (1)","Peter Fulton","23.17","5.94","8.55","M46","25.8kg","Fabregas","Sixteen Pegs","$10.00"
"Geelong (VIC)","Race 4","7","","NEENA BALE (8)","Luke Harris","23.21","6.40","8.69","S77","24.8kg","Dyna Villa","Jaclyn Bale","$10.00"
"Geelong (VIC)","Race 4","8","","MORAINE LILLY (7)","Peter Fulton","23.39","9.09","8.59","M68","27.1kg","Fabregas","Sixteen Pegs","$7.50"
"Geelong (VIC)","Race 4","SCR","","DOLLAR SHORT","Paul Radstock","","","","","","Need My Moneynow","Saint West",""
"Geelong (VIC)","Race 5","1","","ELITE ALEX (1)","Mark Delbridge","25.85","0.00","6.75","M655","33.3kg","Fernando Bale","Suffragette","$3.60"
"Geelong (VIC)","Race 5","2","","SPRING REGENCY (5)","Mark Delbridge","25.85","0.15","6.66","M544","33.0kg","Fernando Bale","Burning Fuel","$5.00"
"Geelong (VIC)","Race 5","3","","FIRST TRAIN OUT (7)","Anthony Azzopardi","25.89","0.50","6.65","M332","33.7kg","Aston Rupee","Legendary Lass","$3.40"
"Geelong (VIC)","Race 5","4","","ASTON ZOOM (4)","Rita Gatt","25.97","1.71","6.46","Q111","24.5kg","Fernando Bale","Zoom Out","$12.00"
"Geelong (VIC)","Race 5","5","","ZIPPING MOFFAT (2)","Thomas Dailly","26.14","4.10","6.58","M223","35.7kg","Zack Monelli","Zipping Samara","$6.50"
"Geelong (VIC)","Race 5","6","","KENSINGTON FLYER (6)","Gregory McRae","26.16","4.31","6.66","M466","27.9kg","My Redeemer","Liverpool Flyer","$9.00"
"Geelong (VIC)","Race 5","7","","ROCK ETERNAL (3)","William Donlon","26.50","9.20","6.84","S877","31.7kg","Aston Rupee","Absolute Ruby","$21.00"
"Geelong (VIC)","Race 5","8","","ASTON OPHELIA (8)","Mark Johnson","26.55","10.00","6.79","M788","27.9kg","Fernando Bale","Aston Crystal","$12.00"
"Geelong (VIC)","Race 6","1","","MEPUNGA INFRARED (6)","Jeffrey Britton","39.17","0.00","","","33.4kg","Bella Infrared","Mepunga Molly","$7.50"
"Geelong (VIC)","Race 6","2","","OUTSIDES (2)","Matthew Lanigan","39.32","2.03","","","30.1kg","Aussie Infrared","Frank's Girl","$4.20"
"Geelong (VIC)","Race 6","3","","ROMANTIC RED (1)","Robert Britton","39.40","3.19","","","33.7kg","Feral Franky","Mepunga Holly","$6.00"
"Geelong (VIC)","Race 6","4","","MAGIC SNOWDROP (7)","Emma Scott","39.49","4.56","","","28.5kg","Aussie Infrared","Never Duplicated","$10.00"
"Geelong (VIC)","Race 6","5","","STAR STAY (4)","Emma Scott","39.53","5.13","","","30.9kg","Fernando Bale","Van Nindi","$6.50"
"Geelong (VIC)","Race 6","6","","REGAL BARRY (5)","Sheldon Hamilton","39.70","7.53","","","37.4kg","Sh Avatar","Settled","$21.00"
"Geelong (VIC)","Race 6","7","","KIPTUM (3)","Brooke Ennis","39.71","7.66","","","36.0kg","My Bro Fabio","Ella Enchanted","$3.40"
"Geelong (VIC)","Race 6","8","","CHIRP THIRD (8)","Denver Melder","39.77","8.57","","","32.1kg","Superior Panama","Ash Star","$12.00"
"Geelong (VIC)","Race 6","SCR","","LIBRA COURT","Sheila Donlon","","","","","","Fernando Bale","Sub Rosa",""
"Geelong (VIC)","Race 6","SCR","","RECONSTRUCTION","James Shaw","","","","","","Fernando Bale","Mepunga Spectre",""
"Geelong (VIC)","Race 7","1","","WHY I'M BROKE (3)","Angela Galea","25.88","0.00","6.63","M111","36.6kg","Fernando Bale","Time To Talk","$4.20"
"Geelong (VIC)","Race 7","2","","PAW MARVEL (1)","Luke Harris","26.04","2.23","6.65","M222","31.1kg","Need My Moneynow","Fortuna Bale","$7.50"
"Geelong (VIC)","Race 7","3","","PAW GREGSON (6)","Robert Camilleri","26.09","2.97","6.87","S843","32.8kg","Christo Bale","Wanna Allen","$9.00"
"Geelong (VIC)","Race 7","4","","STAR SIXTY SIX (2)","Jason Sharp","26.30","6.01","6.79","S457","33.3kg","Tommy Shelby","Starlight Amy","$10.00"
"Geelong (VIC)","Race 7","5","","SIR WHIP (4)","Sheldon Hamilton","26.33","6.31","6.75","M335","33.9kg","Sh Avatar","Settled","$12.00"
"Geelong (VIC)","Race 7","6","","ZIPPING CARDI (7)","Marcus Lloyd","26.43","7.83","6.87","M786","27.2kg","Aussie Infrared","Zipping Meg","$8.00"
"Geelong (VIC)","Race 7","7","","DOLLAR BUCKS (8)","Troy Deglaitis","26.51","8.96","6.80","M668","33.6kg","Zambora Brockie","Cawbourne Dolly","$3.40"
"Geelong (VIC)","Race 7","8","","ASTON ARETHA (5)","Aimee Drew","26.57","9.76","6.79","M574","26.8kg","Beast Unleashed","Fantastic Skye","$6.50"
"Geelong (VIC)","Race 8","","","OUR ALAMO (1)","Michael Katsiris","0.00","","","","35.8kg","Aston Rupee","Queen Of Ziems","$0.00"
"Geelong (VIC)","Race 8","","","VILMA BALE (2)","Rebecca Gibbons","0.00","","","","30.4kg","Allen Deed","Wanna Allen","$0.00"
"Geelong (VIC)","Race 8","","","CHATTANOOGA (3)","Ian Hopper","0.00","","","","27.7kg","Aston Dee Bee","Uptown Trixie","$0.00"
"Geelong (VIC)","Race 8","","","BRUCE'S SHOUT (4)","Lisa Delbridge","0.00","","","","33.6kg","Christo Bale","Rose Royce","$0.00"
"Geelong (VIC)","Race 8","3","","MAVIS TOLMIE (6)","Lisa Delbridge","0.00","","","","32.9kg","Christo Bale","Rose Royce","$0.00"
"Geelong (VIC)","Race 8","2","","SPRITELY SIAN (7)","David Geall","0.00","","","","28.9kg","Feral Franky","Armatree Kaycee","$0.00"
"Geelong (VIC)","Race 8","1","","PAW WHISTLER (8)","Mark Delbridge","0.00","0.00","","","33.3kg","Aussie Infrared","Dyna Patty","$0.00"
"Geelong (VIC)","Race 9","","","MORAINE ARIANA (1)","Glenn Judd","0.00","","","","28.5kg","Koblenz","Moraine Coco","$0.00"
"Geelong (VIC)","Race 9","","","SMOOTH DYNAMITE (2)","Thomas Dailly","0.00","","","","30.4kg","Good News","Smooth Bourbski","$0.00"
"Geelong (VIC)","Race 9","","","DIM SIM OLLIE (3)","Thomas Dailly","0.00","","","","37.1kg","Droopys Buick","Dim Sim","$0.00"
"Geelong (VIC)","Race 9","","","ALWAYS THE SUN (4)","Brooke Ennis","0.00","","","","32.7kg","Fernando Bale","Zipping Kelly","$0.00"
"Geelong (VIC)","Race 9","","","PINE BLUFF (5)","Paul Radstock","0.00","","","","25.8kg","Fernando Bale","Arkans Mabel","$0.00"
"Geelong (VIC)","Race 9","","","WIZIN WOODHOUSE (6)","Daniel Gibbons","0.00","","","","33.4kg","Shima Shine","Bandit Belle","$0.00"
"Geelong (VIC)","Race 9","","","PAW QUEBEC (7)","Robert Camilleri","0.00","","","","33.9kg","Yozo Bale","Quina Bale","$0.00"
"Geelong (VIC)","Race 9","","","CROWN ARYA (8)","Tammy Kennedy-Harris","0.00","","","","28.5kg","Tiggerlong Tonk","Queenie Jean","$0.00"
"Geelong (VIC)","Race 9","SCR","","MORAINE SADIE","Glenn Judd","","","","","","Koblenz","Moraine Coco",""
"Geelong (VIC)","Race 10","","","JILL'S JULIETTE (1)","David Geall","0.00","","","","31.0kg","Aston Rupee","Up Hill Jill","$0.00"
"Geelong (VIC)","Race 10","","","COME AND SEE (2)","Ebony Deglaitis","0.00","","","","28.9kg","Bernardo","Blow Me Kisses","$0.00"
"Geelong (VIC)","Race 10","","","INTERSTATE GIRL (3)","Jason Sharp","0.00","","","","27.5kg","Superior Panama","Really Unreal","$0.00"
"Geelong (VIC)","Race 10","","","JULY SHE LIED (4)","Andrew Paraskevas","0.00","","","","28.9kg","Beast Unleashed","Made Me Blind","$0.00"
"Geelong (VIC)","Race 10","","","COLLINDA AIR (5)","Jordan McQuillen","0.00","","","","27.7kg","Bernardo","Audacious Bell","$0.00"
"Geelong (VIC)","Race 10","","","MARAIS BALE (6)","Rebecca Gibbons","0.00","","","","27.2kg","Christo Bale","Hae Allen","$0.00"
"Geelong (VIC)","Race 10","","","ZIPPING GRANDE (7)","Keith Lloyd","0.00","","","","26.3kg","Aussie Infrared","Zipping Meg","$0.00"
"Geelong (VIC)","Race 10","","","MANDOLIN WIND (8)","Vito Inguanti","0.00","","","","28.0kg","Aston Fastnet","Pretty Much","$0.00"
"Geelong (VIC)","Race 10","SCR","","HIGHLAND SAL","Margaret Salvatore","","","","","","Aston Rupee","Invictus Reign",""
"Geelong (VIC)","Race 10","SCR","","TEMPER TRAP","Russell Edwards","","","","","","My Redeemer","Whatever I Want",""
"Geelong (VIC)","Race 11","","","IMPEL (1)","Gary Peach","0.00","","","","35.1kg","Aston Dee Bee","Happy Lass","$0.00"
"Geelong (VIC)","Race 11","","","HUNTER RIOT (2)","Colin Bermingham","0.00","","","","27.6kg","Fernando Bale","Mystic Riot","$0.00"
"Geelong (VIC)","Race 11","","","LEAP OF FAITH (3)","Emma Scott","0.00","","","","28.4kg","Aston Dee Bee","Sailaway Jackie","$0.00"
"Geelong (VIC)","Race 11","","","HOT SAKI (4)","Marcus Lloyd","0.00","","","","29.5kg","Fernando Bale","Ma's Plum Jam","$0.00"
"Geelong (VIC)","Race 11","","","DRAGONELLE (5)","Jordan McQuillen","0.00","","","","27.8kg","Explosive Boy","Coco Nova","$0.00"
"Geelong (VIC)","Race 11","","","GOT A PULSE (6)","Ian Hopper","0.00","","","","29.2kg","My Redeemer","Headspace","$0.00"
"Geelong (VIC)","Race 11","","","TORNADO TAHLIA (7)","Keith Lloyd","0.00","","","","27.2kg","Hard Style Rico","Josephine","$0.00"
"Geelong (VIC)","Race 11","","","JUST BELIEVE (8)","Tracey Deglaitis","0.00","","","","31.1kg","Aston Rupee","Voltage Spike","$0.00"
"Geelong (VIC)","Race 11","SCR","","DOLLAR SHORT","Paul Radstock","","","","","","Need My Moneynow","Saint West",""
"Geelong (VIC)","Race 12","","","PAW MAUD (1)","Robert Camilleri","0.00","","","","26.3kg","Yozo Bale","Quina Bale","$0.00"
"Geelong (VIC)","Race 12","","","SHE'S RELOADED (2)","Billy McRae","0.00","","","","27.5kg","Feral Franky","Militant Spirit","$0.00"
"Geelong (VIC)","Race 12","","","STARSHIP ATLAS (3)","Jason Sharp","0.00","","","","30.8kg","Tommy Shelby","Starlight Amy","$0.00"
"Geelong (VIC)","Race 12","","","ASTON AURELIA (4)","Aimee Drew","0.00","","","","30.7kg","Kc And All","Aston Miley","$0.00"
"Geelong (VIC)","Race 12","","","MADDY GIBLET (5)","Rita Gatt","0.00","","","","28.1kg","Feral Franky","Gloria Bale","$0.00"
"Geelong (VIC)","Race 12","","","XISAN BALE (6)","Tammy Kennedy-Harris","0.00","","","","31.1kg","Droopys Sydney","Winnie Allen","$0.00"
"Geelong (VIC)","Race 12","","","PAW VARNER (7)","Robert Camilleri","0.00","","","","33.2kg","Dyna Tron","Hadeel Bale","$0.00"
"Geelong (VIC)","Race 12","","","MAYBE SPAGHETTI (8)","Peter Fulton","0.00","","","","29.1kg","Fernando Bale","Sixteen Pegs","$0.00"
"Geelong (VIC)","Race 12","SCR","","DOLLAR SHORT","Paul Radstock","","","","","","Need My Moneynow","Saint West",""
"Goulburn (NSW)","Race 1","1","","AUSSIE'S QUEEN (4)","Michael Hardman","24.75","0.00","5.59","1111","28.3kg","Aussie Infrared","Vicki's Queen","$1.80"
"Goulburn (NSW)","Race 1","2","","AUNTY ALEX (1)","Sharron-Lee Wilmott","24.86","1.50","","4222","28.6kg","Feral Franky","Pankhurst","$3.60"
"Goulburn (NSW)","Race 1","3","","LUMEAH THUNDER (2)","Garry Abernethy","24.98","3.25","","6553","34.6kg","Feral Franky","Lumeah Milla","$21.00"
"Goulburn (NSW)","Race 1","4","","SHADOW LINE (5)","Ruth Matic","25.05","4.25","","5344","29.2kg","Wow","Wayang Angel","$11.00"
"Goulburn (NSW)","Race 1","5","","BANDIT BUGSY (7)","Jodie Lord","25.25","7.00","","2435","27.5kg","Droopys Sydney","Just Terms","$6.00"
"Goulburn (NSW)","Race 1","6","","SPRING FLICK (8)","Gregory Board","25.46","10.00","","3666","33.3kg","Fernando Bale","Spring Catch","$12.00"
"Goulburn (NSW)","Race 2","1","","WHISTLE WAVE (4)","Victor Sultana","20.01","0.00","6.52","111","34.2kg","Aston Dee Bee","Elusive Wave","$3.80"
"Goulburn (NSW)","Race 2","2","","SQUID WORTH (3)","Glen Quirk","20.21","2.75","","252","27.9kg","Collision","Miss Bon Bon","$19.00"
"Goulburn (NSW)","Race 2","3","","ASHLEY'S ANGEL (8)","Nathan Huntly","20.28","3.75","","883","26.2kg","Zipping Garth","Nonna Josie","$31.00"
"Goulburn (NSW)","Race 2","4","","RUA MAHACK (6)","Glen Quirk","20.34","4.75","","334","25.2kg","Sh Avatar","Thrift Monelli","$11.00"
"Goulburn (NSW)","Race 2","5","","SUDDEN FLASH (5)","Paul Britt","20.40","5.50","","745","33.8kg","Aston Rupee","Rapid Rival","$2.10"
"Goulburn (NSW)","Race 2","6","","MELLCAT SKA (2)","John Mellon","20.41","5.75","","476","26.4kg","Pindari Express","Mellcat Lass","$4.00"
"Goulburn (NSW)","Race 2","7","","ALACRITY MISS (7)","Gregory Hore","20.61","8.50","","667","27.2kg","Feral Franky","Over And Away","$34.00"
"Goulburn (NSW)","Race 2","8","","NUGGET NED (1)","Craig Mccorkindale","20.66","9.25","","528","32.8kg","Good Odds Harada","Rainbow Dancer","$17.00"
"Goulburn (NSW)","Race 2","SCR","","PRECOCIOUS STORM","Barry Riccio","","","","","","Aston Dee Bee","Gone By Noon",""
"Goulburn (NSW)","Race 2","SCR","","MY BESTIE LOU","Michael Hardman","","","","","","Aussie Infrared","Vicki's Queen",""
"Goulburn (NSW)","Race 3","1","","CAMBRIDGE KING (7)","Gregory Hore","19.67","0.00","6.49","311","32.8kg","Aussie Infrared","Sue Zooki","$4.60"
"Goulburn (NSW)","Race 3","2","","MICK'S OVER (1)","Michael Clayton","20.10","6.00","","632","27.3kg","Pindari Express","Way Flash","$4.60"
"Goulburn (NSW)","Race 3","3","","MAPLE WAVE (5)","Victor Sultana","20.20","7.50","","253","25.7kg","Aston Dee Bee","Elusive Wave","$17.00"
"Goulburn (NSW)","Race 3","4","","RUN REBEL RUN (6)","Matthew Duncan","20.27","8.50","","444","31.8kg","Fernando Bale","Miss Vanuatu","$34.00"
"Goulburn (NSW)","Race 3","5","","STAN'S DREAM (4)","Michael Hardman","20.44","11.00","","565","33.0kg","Tommy Shelby","Sweet Ella","$3.60"
"Goulburn (NSW)","Race 3","6","","HURDLING HAROLD (8)","Darren Wort","20.50","11.75","","886","32.4kg","Feral Franky","Precious Destini","$61.00"
"Goulburn (NSW)","Race 3","7","","LUMEAH LINDA (3)","Garry Abernethy","20.63","13.75","","777","30.2kg","Feral Franky","Lumeah Milla","$11.00"
"Goulburn (NSW)","Race 3","8","","REVVED UP (2)","Mark Wilcox","20.71","14.75","","128","29.8kg","Fernando Bale","Burning Fuel","$3.10"
"Goulburn (NSW)","Race 3","SCR","","PAW ZEVA","Wayne White","","","","","","Fernando Bale","Zelzer Allen",""
"Goulburn (NSW)","Race 3","SCR","","ZIPPING ADA","Glen Quirk","","","","","","Superior Panama","Zipping Bailey",""
"Goulburn (NSW)","Race 4","1","","GOODBYE MATE (5)","Ashley Dwyer","19.79","0.00","6.44","211","29.6kg","Fernando Bale","Lucky Whip","$4.40"
"Goulburn (NSW)","Race 4","2","","ME SPOOK (3)","Joseph Baldacchino","19.87","1.00","","132","29.7kg","Hard Style Rico","Mascot Miss","$19.00"
"Goulburn (NSW)","Race 4","3","","CAWBOURNE CHAD (4)","Bailey Dickinson","20.09","4.25","","643","30.2kg","Orson Allen","Cawbourne Taber","$3.60"
"Goulburn (NSW)","Race 4","4","","QUEEN OF SPADES (1)","Craig Mccorkindale","20.09","4.25","","454","28.1kg","Fernando Bale","Lochinvar Sheike","$8.50"
"Goulburn (NSW)","Race 4","5","","DIG DEEP RUPEE (7)","Les Deguara","20.10","4.25","","725","27.5kg","Aston Rupee","Sweet Nangar","$3.30"
"Goulburn (NSW)","Race 4","6","","CAWBOURNE APOLLO (8)","Bailey Dickinson","20.27","6.75","","876","30.6kg","Fernando Bale","Cawbourne Krusty","$5.00"
"Goulburn (NSW)","Race 4","7","","SASHA KEEPING (6)","Darren Wort","20.41","8.75","","567","23.0kg","Fernando Bale","Georgia Keeping","$34.00"
"Goulburn (NSW)","Race 4","8","","VANTAGE POINT (2)","Matthew Peisley","20.56","11.00","","388","27.3kg","Barcia Bale","Amyjo","$31.00"
"Goulburn (NSW)","Race 4","SCR","","LOW BEAM","Matthew Duncan","","","","","","Fernando Bale","Miss Vanuatu",""
"Goulburn (NSW)","Race 4","SCR","","HELEEN'S PENNIES","Wayne White","","","","","","Fernando Bale","Making A Memory",""
"Goulburn (NSW)","Race 5","1","","BLUE WARNING (6)","Paul Britt","24.62","0.00","5.69","2111","33.8kg","Aston Rupee","Rapid Rival","$2.60"
"Goulburn (NSW)","Race 5","2","","ERRIGAL CIARAN (2)","Seamus Mullin","25.26","9.25","","1232","36.6kg","Kiowa Mon Manny","Dyna Jackie","$41.00"
"Goulburn (NSW)","Race 5","3","","DARBY SAID (3)","Peter Frazer","25.39","11.00","","5553","31.3kg","Jungle Deuce","Dana Ali","$23.00"
"Goulburn (NSW)","Race 5","4","","OSCAR JAMES (1)","Glen Quirk","25.44","11.75","","6444","30.5kg","Barcia Bale","Pixel Pak","$12.00"
"Goulburn (NSW)","Race 5","5","","APPLE PIE (7)","Gregory Katon","25.50","12.50","","3775","26.2kg","Feral Franky","Bad Apple","$21.00"
"Goulburn (NSW)","Race 5","6","","LE BRON BOY (5)","Mark Swift","25.51","12.75","","4326","34.6kg","Fernando Bale","Midnight Joyce","$5.00"
"Goulburn (NSW)","Race 5","7","","MOORE'S WAY (4)","Neil Staines","25.63","14.25","","7667","27.7kg","Good Odds Harada","Rainbow Dancer","$19.00"
"Goulburn (NSW)","Race 5","8","","UNACCEPTABLE MIM (8)","Kenneth Markham","25.63","14.25","","8888","26.6kg","Superior Panama","Minorca","$2.60"
"Goulburn (NSW)","Race 5","SCR","","TAW MAJOR","Ruth Matic","","","","","","Wow","Wayang Angel",""
"Goulburn (NSW)","Race 5","SCR","","LONE MAVERICK","Derek Kerr","","","","","","Shima Shine","Bandit Belle",""
"Goulburn (NSW)","Race 6","1","","WOOTOWN WILL (1)","Gregory Hore","24.75","0.00","5.73","2111","32.8kg","Superior Product","Aston Skylar","$2.00"
"Goulburn (NSW)","Race 6","2","","MY MATE BUDDY (8)","Neil Staines","25.24","7.00","","1222","34.6kg","Good Odds Harada","Rainbow Dancer","$17.00"
"Goulburn (NSW)","Race 6","3","","WILD ANGELA (5)","Darren Sultana","25.24","7.00","","8673","29.3kg","Mr. America","Wild Marilyn","$3.20"
"Goulburn (NSW)","Race 6","4","","MY MATE MOE (2)","Lisa Worthy","25.28","7.50","","7764","33.2kg","Flying Ricciardo","Conzara Blue","$26.00"
"Goulburn (NSW)","Race 6","5","","UNACCEPTABLE PEN (6)","Kenneth Markham","25.33","8.25","","5555","28.2kg","Aussie Infrared","Let Me No","$13.00"
"Goulburn (NSW)","Race 6","6","","BANFF MONELLI (4)","Glen Quirk","25.37","8.75","","4436","28.2kg","Sh Avatar","Thrift Monelli","$8.00"
"Goulburn (NSW)","Race 6","7","","SEA OF FUSION (3)","Neil Staines","25.42","9.50","","3347","28.2kg","Good Odds Harada","Rainbow Dancer","$10.00"
"Goulburn (NSW)","Race 6","8","","LONE CHIME (7)","Derek Kerr","25.51","10.75","","6888","28.0kg","Shima Shine","Bandit Belle","$81.00"
"Goulburn (NSW)","Race 6","SCR","","RIVER REIGN","Neil Staines","","","","","","Good Odds Harada","Rainbow Dancer",""
"Goulburn (NSW)","Race 6","SCR","","MISS INSIGHT","Lynn Maney","","","","","","Feral Franky","Miss Urban",""
"Goulburn (NSW)","Race 7","1","","SOVEREIGN STATE (1)","Jennifer Ngurah","19.56","0.00","6.44","211","32.6kg","Feral Franky","Sovereign Queen","$3.00"
"Goulburn (NSW)","Race 7","2","","WILLOW BALE (7)","Faye Herbert","19.85","4.25","","542","28.4kg","Droopys Sydney","Winnie Allen","$12.00"
"Goulburn (NSW)","Race 7","3","","SHE'S A DARLING (8)","Deidre Jenkins","19.90","4.75","","623","25.8kg","Superior Panama","Shima Breeze","$13.00"
"Goulburn (NSW)","Race 7","4","","LUMEAH STORM (6)","Garry Abernethy","20.04","6.75","","464","32.8kg","Feral Franky","Lumeah Milla","$3.40"
"Goulburn (NSW)","Race 7","5","","LONE SHARK (5)","Derek Kerr","20.10","7.75","","355","31.6kg","Shima Shine","Bandit Belle","$11.00"
"Goulburn (NSW)","Race 7","6","","DIG DEEP INDY (4)","Les Deguara","20.17","8.75","","136","27.2kg","Orson Allen","Sweet Nangar","$34.00"
"Goulburn (NSW)","Race 7","7","","PETER'S POWER (3)","Peter Dennis","20.52","13.75","","887","36.9kg","Superior Panama","Bound For Love","$16.00"
"Goulburn (NSW)","Race 7","8","","CHEERFUL COW (2)","Richard Griffiths","20.53","13.75","","778","30.7kg","Koblenz","Toasty Toes","$3.90"
"Goulburn (NSW)","Race 7","SCR","","YOUNG RUSS","Peter Barnes","","","","","","Wow","Tornado Time",""
"Goulburn (NSW)","Race 7","SCR","","DAYTIME VERA","Chris Priestley","","","","","","Fernando Bale","Keiki",""
"Goulburn (NSW)","Race 8","1","","DOMINIC'S GIRL (2)","Victor Sultana","19.56","0.00","6.36","111","28.4kg","Fernando Bale","Silent Enemy","$2.30"
"Goulburn (NSW)","Race 8","2","","DANCING JESS (7)","Paul Britt","19.78","3.00","","322","27.8kg","Zipping Garth","Spring Venom","$3.70"
"Goulburn (NSW)","Race 8","3","","TALAKAI (4)","Wayne Wilmott","20.02","6.50","","653","33.8kg","El Grand Senor","Spare Cash","$7.50"
