"track","race","place","rug","name","trainer","time","margin","split","inRun","weight","sire","dam","sp"
"Goulburn (NSW)","Race 8","4","","XIRA BALE (1)","Gordon Herbert","20.13","8.25","","564","30.6kg","Feral Franky","Fanta Bale","$19.00"
"Goulburn (NSW)","Race 8","5","","MAXIMUS WILL (6)","Derek Kerr","20.16","8.50","","235","29.4kg","Fernando Bale","Max Dancer","$19.00"
"Goulburn (NSW)","Race 8","6","","LUCKY WINNER (8)","Jennefer Conquest","20.34","11.00","","446","36.5kg","Wow","Bella Rules","$3.60"
"Goulburn (NSW)","Race 8","7","","LUMEAH RANGER (5)","Garry Abernethy","20.36","11.50","","777","34.7kg","Aston Duke","Aston Midori","$81.00"
"Goulburn (NSW)","Race 8","SCR","","LONGEST ROAD","Lynn Maney","","","","","","Flying Ricciardo","Little Bowie",""
"Goulburn (NSW)","Race 9","1","","COMBATANT (6)","Jennifer Ngurah","24.65","0.00","","3441","32.4kg","Collision","Nino De Oro","$8.00"
"Goulburn (NSW)","Race 9","2","","PURE SILVER (5)","Neil Staines","24.67","0.25","","1232","33.0kg","Pindari Express","Where's The Lady","$2.70"
"Goulburn (NSW)","Race 9","3","","PAN LICKED (2)","Glen Quirk","24.69","0.75","","4323","33.1kg","Beast Unleashed","Zipping Freeman","$7.00"
"Goulburn (NSW)","Race 9","4","","AUSSIE BLEND (8)","Mark Wilcox","24.76","1.50","5.64","5114","30.8kg","Aussie Infrared","Cosmic Blend","$2.60"
"Goulburn (NSW)","Race 9","5","","MAGPIE KENNEDY (4)","Neil Staines","24.84","2.50","","6655","32.6kg","Feral Franky","Midnight Flash","$51.00"
"Goulburn (NSW)","Race 9","6","","STANDS TALL (1)","Ruth Matic","24.86","3.00","","7776","42.2kg","Hurricane Luke","Henrietta Rose","$10.00"
"Goulburn (NSW)","Race 9","7","","CANYA BE LUCKY (7)","Neil Staines","24.99","4.75","","2567","26.9kg","Aston Rupee","Bali Sunset","$10.00"
"Goulburn (NSW)","Race 9","SCR","","BIG TED","Lisa Worthy","","","","","","Aston Rupee","Tornado Time",""
"Goulburn (NSW)","Race 10","1","","MELLCAT JESS (6)","John Mellon","19.58","0.00","6.45","311","26.7kg","Pindari Express","Mellcat Lass","$3.70"
"Goulburn (NSW)","Race 10","2","","SLOY WAVE (8)","Victor Sultana","19.83","3.50","","522","31.9kg","Feral Franky","Sky Wave","$2.30"
"Goulburn (NSW)","Race 10","3","","SPRING GRIM (5)","Gregory Board","20.06","6.75","","243","33.6kg","Feral Franky","Spring Kono","$5.50"
"Goulburn (NSW)","Race 10","4","","WHERE'S FLORENCE (4)","Gregory Katon","20.30","10.25","","634","27.7kg","Flying Ricciardo","Sticky Nicky","$21.00"
"Goulburn (NSW)","Race 10","5","","OSCAR TITUS (7)","Darren Wort","20.41","11.75","","455","32.7kg","Fernando Bale","Sweet City Woman","$26.00"
"Goulburn (NSW)","Race 10","6","","LITTLE DONATION (3)","Joseph Baldacchino","20.54","13.75","","176","26.3kg","Hard Style Rico","Mascot Miss","$81.00"
"Goulburn (NSW)","Race 10","7","","FUEL INJECTED (2)","Mark Wilcox","20.60","14.50","","767","25.1kg","Fernando Bale","Burning Fuel","$4.80"
"Goulburn (NSW)","Race 10","8","","JACOBITE JACK (1)","Joanne Kerr","21.49","27.25","","888","35.3kg","Orson Allen","Jacobite Swift","$34.00"
"Goulburn (NSW)","Race 10","SCR","","FUTURE REFERENCE","Jodie Lord","","","","","","Aston Dee Bee","Bland Purr",""
"Goulburn (NSW)","Race 10","SCR","","HARADA'S ME DAD","Peter Frazer","","","","","","Good Odds Harada","Shesa Felon",""
"Goulburn (NSW)","Race 11","1","","TWIN TORNADOES (5)","Peter Barnes","19.96","0.00","6.58","411","28.5kg","Wow","Tornado Time","$2.60"
"Goulburn (NSW)","Race 11","2","","MISS COUNTRY (7)","Lynn Maney","20.24","4.00","","232","29.0kg","Feral Franky","Miss Urban","$18.00"
"Goulburn (NSW)","Race 11","3","","KAMARI GIRL (6)","Mark Swift","20.34","5.25","","523","26.4kg","Kinloch Brae","Midnight Joyce","$10.00"
"Goulburn (NSW)","Race 11","4","","WIDE LENS (8)","Ashley Dwyer","20.34","5.25","","744","32.4kg","Superior Panama","Osti Influence","$3.00"
"Goulburn (NSW)","Race 11","5","","MASON KAI (3)","Derek Kerr","20.38","6.00","","655","30.6kg","Fernando Bale","Max Dancer","$8.50"
"Goulburn (NSW)","Race 11","6","","MUSTANG FREE (1)","Gregory Katon","20.79","11.75","","176","27.2kg","Sennachie","Cosmic Barbie","$81.00"
"Goulburn (NSW)","Race 11","7","","EL MASRI (2)","Ronald Seymour","20.82","12.25","","367","31.5kg","Kinloch Brae","Midnight Joyce","$4.60"
"Goulburn (NSW)","Race 11","SCR","","CANDY CORVETTE","Peter Massa","","","","","","Zulu Zeus","Sweet Lolly",""
"Goulburn (NSW)","Race 11","SCR","","DATORA'S MEMORY","Wayne White","","","","","","Fernando Bale","Making A Memory",""
"Goulburn (NSW)","Race 11","SCR","","HARRY CONFETTI","Derek Kerr","","","","","","Superior Panama","Show Me Confetti",""
"Goulburn (NSW)","Race 12","1","","ORSON JIMMY (3)","Narelle Sharp","19.67","0.00","6.55","11","33.9kg","Orson Allen","Bogan Doonie","$4.00"
"Goulburn (NSW)","Race 12","2","","TRIUMPH (2)","Wayne White","19.92","3.50","","22","34.7kg","Zambora Brockie","Segovia","$12.00"
"Goulburn (NSW)","Race 12","3","","LUNA COUNTRY (6)","Neil Staines","19.96","4.25","","33","26.2kg","Fernando Bale","Spring Reina","$5.00"
"Goulburn (NSW)","Race 12","4","","YORI BALE (1)","Gordon Herbert","20.14","6.50","","44","35.1kg","Feral Franky","Dyna Carmen","$5.00"
"Goulburn (NSW)","Race 12","5","","TOTALLY DELUDED (7)","Darren Wort","20.21","7.75","","55","28.4kg","Unlawful Entry","Hillside Lady","$2.40"
"Goulburn (NSW)","Race 12","6","","SAIKO (8)","Joanne Kerr","20.41","10.50","","66","34.2kg","Spring Gun","Jacobite Fancy","$41.00"
"Goulburn (NSW)","Race 12","7","","DAKSHA BALE (5)","Gordon Herbert","20.61","13.25","","77","29.4kg","Konomi","Dyna Yami","$14.00"
"Goulburn (NSW)","Race 12","SCR","","FELIX FLOYD","Ruth Matic","","","","","","Aston Dee Bee","No Sparkle Leica",""
"Goulburn (NSW)","Race 12","SCR","","SOVEREIGN CROWN","Jennifer Ngurah","","","","","","Barcia Bale","Sovereign Queen",""
"Healesville (VIC)","Race 1","1","","TINKER DREW (4)","Jennifer Burns","16.98","0.00","4.02","M3","29.9kg","Whiskey Riot","Tinker Jenny","$2.80"
"Healesville (VIC)","Race 1","2","","BRUREE LUCK (8)","Edmund Dollery","17.01","0.41","4.01","Q2","27.1kg","Cosmic Rumble","Aston Skylar","$1.90"
"Healesville (VIC)","Race 1","3","","SERRATUS (5)","Stephen Tabb","17.06","1.07","3.97","Q1","26.3kg","Zambora Brockie","Temporalis","$10.00"
"Healesville (VIC)","Race 1","4","","CHERRY EMINEM (7)","Michael Niele","17.14","2.20","4.10","M6","31.5kg","Feral Franky","Block Star","$22.00"
"Healesville (VIC)","Race 1","5","","NORA'S NOVA (6)","Paul Cusack","17.23","3.54","4.20","S8","25.6kg","Feral Franky","Lady Pandora","$33.90"
"Healesville (VIC)","Race 1","6","","BLUE ARROW (1)","Donna Knight","17.42","6.21","4.17","S7","30.2kg","Tommy Shelby","Lizzie's Entity","$15.20"
"Healesville (VIC)","Race 1","7","","NO TIME (3)","Nathan McKay","17.42","6.31","4.06","M5","27.2kg","Superior Panama","Miss Gingin","$83.00"
"Healesville (VIC)","Race 1","8","","LITTLE SPLINTER (2)","Patrick Newell","17.51","7.56","4.03","M4","28.3kg","Fernando Bale","Cosmic Sparkle","$24.50"
"Healesville (VIC)","Race 1","SCR","","ASTON JOPLIN","Mark McClelland","","","","","","Hooked On Scotch","Aston Suzette",""
"Healesville (VIC)","Race 1","SCR","","WALTZING HARRAH","Trevor Whitford","","","","","","Houdini Boy","Mini Fernando",""
"Healesville (VIC)","Race 2","1","","AKASHIC (6)","Jodie Leek","17.07","0.00","4.01","M3","27.5kg","Fernando Bale","Lady Ceecee","$3.80"
"Healesville (VIC)","Race 2","2","","NURSE ROSIE (5)","Jack Clarke","17.14","0.97","3.97","M1","24.9kg","Fabregas","Careless Cookie","$17.70"
"Healesville (VIC)","Race 2","3","","ASTON DUNKEL (3)","Mark McClelland","17.15","1.09","4.01","M2","30.6kg","Good Odds Harada","Aston Moet","$1.90"
"Healesville (VIC)","Race 2","4","","DEWEY MAC (2)","Nathan McKay","17.19","1.66","4.08","S7","31.9kg","Bernardo","Red Hot Tears","$5.00"
"Healesville (VIC)","Race 2","5","","TINKER RAYS (1)","Craig Burns","17.20","1.90","4.08","S6","27.7kg","Whiskey Riot","Tinker Jenny","$12.40"
"Healesville (VIC)","Race 2","6","","IT'S AIDAN (4)","Trevor Whitford","17.42","5.01","4.09","S8","32.5kg","Superior Panama","Mootwingee","$56.60"
"Healesville (VIC)","Race 2","7","","MT. VIEW RAW (8)","Trevor Whitford","17.49","5.97","4.04","M5","26.5kg","Raw Ability","Ah Sugar Sugar","$23.00"
"Healesville (VIC)","Race 2","8","","WALTZING INFERNO (7)","Gavin Ithier","17.77","9.94","4.01","M4","24.3kg","Js Flamin Ace","Mini Fernando","$75.10"
"Healesville (VIC)","Race 2","SCR","","REIKO BENNY","Kathryne Tabb","","","","","","Fabregas","Reiko Martini",""
"Healesville (VIC)","Race 2","SCR","","STURGIS","Debra Winter","","","","","","Feral Franky","Manners Matter",""
"Healesville (VIC)","Race 3","1","","MIKADO JEWEL (8)","Maria Barber","16.97","0.00","4.01","Q3","26.5kg","Cosmic Rumble","Hardaway Winnie","$3.60"
"Healesville (VIC)","Race 3","2","","HEYFIELD HONEY (7)","Steve Kaltsis","17.05","1.19","4.01","M2","31.4kg","Bernardo","Silver Salute","$2.00"
"Healesville (VIC)","Race 3","3","","GOOSEBUMPS RICO (3)","Darren Fisher","17.07","1.53","4.02","M5","33.0kg","Hard Style Rico","Drakensberg Dot","$8.80"
"Healesville (VIC)","Race 3","4","","ASTON HONCHO (2)","Corey Mackie","17.33","5.14","4.18","S7","31.1kg","Fernando Bale","Aston Ultra","$6.60"
"Healesville (VIC)","Race 3","5","","CRUISING AMY (6)","Alfio Giacca","17.43","6.69","4.01","M4","25.8kg","Raw Ability","Cruisy's Empress","$55.80"
"Healesville (VIC)","Race 3","6","","SHERRY CHERRY (5)","Michael Niele","17.46","7.04","4.04","M6","29.3kg","Bernardo","Lorenza","$11.80"
"Healesville (VIC)","Race 3","7","","WHISKEY SPLASH (4)","Julie Belsham","17.56","8.50","3.99","Q1","24.1kg","Whiskey Riot","Lektra Miss","$38.80"
"Healesville (VIC)","Race 3","8","","LISBURN (1)","Donna Knight","17.59","8.84","4.18","M8","26.8kg","Tommy Shelby","Lizzie's Entity","$50.40"
"Healesville (VIC)","Race 3","SCR","","CALL ME DUSTY","Fred Vassallo","","","","","","Orson Allen","Lucky Millie",""
"Healesville (VIC)","Race 3","SCR","","MADE UP STORIES","David Condon","","","","","","Barcia Bale","Caroline",""
"Healesville (VIC)","Race 4","1","","SONIC CYCLONE (7)","Peter Reinders","17.31","0.00","3.97","Q1","26.9kg","Fernando Bale","Paua To Avoid","$4.70"
"Healesville (VIC)","Race 4","2","","STEP ON AIR (1)","Catherine Roberts","17.37","0.94","4.07","M5","30.6kg","Tommy Shelby","Art Noveau","$5.10"
"Healesville (VIC)","Race 4","3","","ASSUME KEALY (5)","Dale Dawson","17.40","1.40","4.17","M7","30.0kg","Zoltina's Legacy","Zoe","$7.70"
"Healesville (VIC)","Race 4","4","","PAW DAHLIA (8)","Catherine Roberts","17.46","2.27","4.08","M6","25.8kg","Fernando Bale","Zelzer Allen","$6.00"
"Healesville (VIC)","Race 4","5","","BLUER THAN BLUE (3)","Catherine Roberts","17.51","2.96","4.06","M4","33.7kg","Tommy Shelby","Shim's Heart","$3.30"
"Healesville (VIC)","Race 4","6","","DEVINE SAL (4)","Paul Martin","17.61","4.34","4.06","M3","26.7kg","Aston Dee Bee","Zulu Mystique","$10.20"
"Healesville (VIC)","Race 4","7","","MAN OF ACTION (2)","Jack Clarke","17.72","5.89","4.02","M2","30.6kg","Barcia Bale","Stacey Keeping","$22.80"
"Healesville (VIC)","Race 4","8","","CARIBBEAN (6)","Stephen Brincat","17.89","8.37","4.31","S8","34.7kg","Flying Ricciardo","Flowing","$37.80"
"Healesville (VIC)","Race 4","SCR","","MORAINE MAX","David Jensen","","","","","","Koblenz","Moraine Coco",""
"Healesville (VIC)","Race 4","SCR","","MARINO","Steven Hetherton","","","","","","Tommy Shelby","My Lucky Mia",""
"Healesville (VIC)","Race 5","1","","SPARK LIGHTNING (8)","Kylie Norton","19.93","0.00","6.69","M2","29.9kg","Feral Franky","Princess Sparkle","$1.80"
"Healesville (VIC)","Race 5","2","","ASTON BELGIAN (7)","Mark McClelland","19.98","0.75","6.80","M5","34.3kg","Good Odds Harada","Aston Moet","$8.30"
"Healesville (VIC)","Race 5","3","","JOLLY ENCOUNTER (1)","Paul Cusack","19.98","0.81","6.67","M1","30.8kg","Christo Bale","Close Encounter","$92.50"
"Healesville (VIC)","Race 5","4","","AMRON BONNIE (4)","Rachael Radford","20.08","2.21","6.79","M4","27.2kg","Feral Franky","Block Star","$66.10"
"Healesville (VIC)","Race 5","5","","TINKER BRUCE (6)","Jennifer Burns","20.09","2.31","6.90","M6","30.7kg","Fernando Bale","Dyna Bobbi","$17.70"
"Healesville (VIC)","Race 5","6","","RAVEN OWEN (5)","Donna Knight","20.11","2.69","6.92","M7","35.6kg","Aston Rupee","My Black Raven","$8.10"
"Healesville (VIC)","Race 5","7","","BONDED (2)","Ronald Martin","20.13","2.96","6.69","Q3","27.7kg","Aston Rupee","My Dewana Penny","$3.60"
"Healesville (VIC)","Race 5","8","","SOUTH THAILAND (3)","Donna Knight","20.17","3.54","6.92","S8","31.1kg","Tommy Shelby","Lizzie's Entity","$24.00"
"Healesville (VIC)","Race 5","SCR","","COUNTY TYRONE","Donna Knight","","","","","","Shima Shine","Lizzie's Entity",""
"Healesville (VIC)","Race 5","SCR","","MISS JECKELL","Gary Edwards","","","","","","Beast Unleashed","Summer Lovin'",""
"Healesville (VIC)","Race 6","1","","KING KABOOM (6)","Paul Hofman","19.61","0.00","6.54","M1","29.9kg","Allen Deed","Queen Kaboom","$15.00"
"Healesville (VIC)","Race 6","2","","AUSSIE SAVANNAH (7)","Steven Hetherton","19.63","0.34","6.63","M3","27.4kg","Aussie Infrared","Regal Savannah","$8.40"
"Healesville (VIC)","Race 6","3","","MISS MELEE (8)","Nicholas Johnston","19.76","2.17","6.63","Q2","28.2kg","Shima Shine","It's A Diva","$3.90"
"Healesville (VIC)","Race 6","4","","WANT SOME (5)","Susan Richards","19.83","3.17","6.65","M4","29.3kg","Sh Avatar","Rockin' Rosie","$5.20"
"Healesville (VIC)","Race 6","5","","SODA DIESEL (2)","Loren Dalziel","19.93","4.54","6.76","S6","34.5kg","Shima Shine","Lakeview Isla","$10.60"
"Healesville (VIC)","Race 6","6","","SLIPPERY SHARK (1)","Michael Franklin","19.94","4.70","6.79","S7","29.5kg","Pindari Express","Jayda Rose","$15.60"
"Healesville (VIC)","Race 6","7","","CATHY'S DREAM (3)","Donna Furey","20.00","5.63","6.93","S8","30.4kg","Houdini Boy","Helen's Teddy","$31.10"
"Healesville (VIC)","Race 6","8","","BLACK LICORICE (4)","Darren Fisher","20.07","6.64","6.75","S5","34.6kg","Explosive Boy","Coco Nova","$2.80"
"Healesville (VIC)","Race 6","SCR","","LITTLE WHIP","Pasquale Derubeis","","","","","","Fernando Bale","Lucky Whip",""
"Healesville (VIC)","Race 6","SCR","","MORAINE MAX","David Jensen","","","","","","Koblenz","Moraine Coco",""
"Healesville (VIC)","Race 7","1","","RAGING COOPER (2)","Nicole Lummas","19.75","0.00","6.65","M1","32.7kg","Hooksy","Moment By Maree","$9.60"
"Healesville (VIC)","Race 7","2","","WHITE SHIRAZ (3)","Jye Formosa","19.87","1.67","6.74","M4","27.4kg","Fernando Bale","Pepper Shiraz","$16.70"
"Healesville (VIC)","Race 7","3","","SIDEWINDER (6)","Christine Ithier","19.90","2.04","6.65","Q2","29.8kg","Aussie Infrared","Smooth Moving","$6.50"
"Healesville (VIC)","Race 7","4","","RAGING ELSA (7)","Nicole Lummas","19.96","2.87","6.79","M6","28.7kg","Mepunga Blazer","So Say","$2.60"
"Healesville (VIC)","Race 7","5","","OH CRIKEY (1)","Wade Green","20.10","4.97","6.71","M3","31.6kg","Flying Ricciardo","Fantastic Daisy","$16.10"
"Healesville (VIC)","Race 7","6","","NED THE KNIGHT (5)","Kylie Norton","20.17","5.94","6.83","M7","33.5kg","General Destini","Alarming Betty","$3.80"
"Healesville (VIC)","Race 7","7","","BULL INDEED (4)","David Plumridge","20.33","8.25","6.80","M5","31.2kg","Allen Deed","Huffle Puffle","$63.10"
"Healesville (VIC)","Race 7","8","","GARCIA BALE (8)","Ronald Martin","20.87","15.91","6.85","M8","29.7kg","Orson Allen","Houston Bale","$7.70"
"Healesville (VIC)","Race 7","SCR","","PAW JANELLE","Robert Weightman","","","","","","Fernando Bale","Dyna Kelly",""
"Healesville (VIC)","Race 7","SCR","","BERRY BLUE EVIE","Taylor Edwards","","","","","","Barooga Brett","Big Bash Ellyse",""
"Healesville (VIC)","Race 8","1","","COLLINDA POPS (2)","Jordan McQuillen","19.93","0.00","6.58","Q1","26.9kg","Aston Dee Bee","Audacious Bell","$13.30"
"Healesville (VIC)","Race 8","2","","KING PLUM (3)","Gary Edwards","20.00","1.00","6.73","M4","31.1kg","Beast Unleashed","Summer Lovin'","$6.30"
"Healesville (VIC)","Race 8","3","","DOWN SOUTH GIRL (6)","Jack Clarke","20.02","1.27","6.62","M2","25.0kg","Tommy Shelby","Little Zoe","$3.40"
"Healesville (VIC)","Race 8","4","","BRAEMAR SHEILA (5)","Yvonne Cassidy","20.03","1.36","6.79","M6","28.7kg","Aussie Infrared","Braemar Keelie","$16.40"
"Healesville (VIC)","Race 8","5","","SOCKS AND SLIDES (1)","Steven Hanning","20.15","3.07","6.72","M3","26.8kg","Playlist","Amber Beauty","$13.50"
"Healesville (VIC)","Race 8","6","","COLLINDA LAW (4)","Jordan McQuillen","20.15","3.19","6.83","S8","35.0kg","Aston Dee Bee","Audacious Bell","$8.00"
"Healesville (VIC)","Race 8","7","","BRAEMAR CORA (8)","Yvonne Cassidy","20.19","3.77","6.78","M5","29.6kg","Aussie Infrared","Braemar Keelie","$2.60"
"Healesville (VIC)","Race 8","8","","TINKER MIKE (7)","Jennifer Burns","20.29","5.10","6.82","M7","33.6kg","Magic Sprite","Slew Left","$84.90"
"Healesville (VIC)","Race 8","SCR","","AYIA NEIGHBOUR","Jeff Gorgioski","","","","","","Hard Style Rico","Ayia Sophia",""
"Healesville (VIC)","Race 8","SCR","","FLEX FOR ME","Gregory Mclachlan","","","","","","Shima Shine","Absolute Ruby",""
"Healesville (VIC)","Race 9","1","","NEW ARRANGEMENT (7)","Grant Walker","17.05","0.00","3.95","M1","30.0kg","Hooked On Scotch","Vitaliser","$3.70"
"Healesville (VIC)","Race 9","2","","ASTON GLEAM (4)","Christian Roberts","17.08","0.34","4.00","M3","31.3kg","Hooked On Scotch","Aston Glow","$4.70"
"Healesville (VIC)","Race 9","3","","BRIDGEWATER BOB (2)","Michael Niele","17.14","1.26","3.97","M2","33.3kg","Bernardo","Spirited Bingle","$26.50"
"Healesville (VIC)","Race 9","4","","JEBEDIAH (8)","Brett Mackie","17.16","1.59","4.06","M5","32.5kg","Barcia Bale","Thanks Cheryl","$4.00"
"Healesville (VIC)","Race 9","5","","UNO PEANUT (5)","Pasquale Derubeis","17.28","3.19","4.16","S8","30.3kg","Zambora Brockie","Alpha Nemesis","$12.60"
"Healesville (VIC)","Race 9","6","","LEKTRA DAMIAN (3)","Catherine Roberts","17.36","4.36","4.07","S6","34.1kg","Feral Franky","Lektra Rainbow","$9.30"
"Healesville (VIC)","Race 9","7","","BIG SOLOMONA (1)","Darren Fisher","17.45","5.66","4.08","S7","35.1kg","Houdini Boy","Elusive Anake","$9.00"
"Healesville (VIC)","Race 9","8","","LIONESS EYES (6)","Matthew Marshall","17.61","8.03","4.06","M4","28.2kg","Aston Rupee","Margie Irene","$8.80"
"Healesville (VIC)","Race 9","SCR","","JOHNNY'S REVENGE","Trevor Whitford","","","","","","My Redeemer","Avatar Minty",""
"Healesville (VIC)","Race 9","SCR","","SCOTT LIL DIVA","Kylie Norton","","","","","","Aston Rupee","Whodat Diva",""
"Healesville (VIC)","Race 10","1","","LITTLE JACK FINN (8)","Mark Roberts","16.81","0.00","4.00","M2","32.6kg","Aussie Infrared","Regal Twist","$1.20"
"Healesville (VIC)","Race 10","2","","NIGERIAN KABOOM (1)","Paul Hofman","17.32","7.21","4.00","M3","29.8kg","Allen Deed","Queen Kaboom","$8.70"
"Healesville (VIC)","Race 10","3","","CHAMPIONS (6)","Pasquale Derubeis","17.49","9.76","3.96","M1","27.9kg","Aston Rupee","Lady Capulet","$13.70"
"Healesville (VIC)","Race 10","4","","SONIC SHOCKWAVE (7)","Peter Reinders","17.53","10.26","4.02","M4","24.2kg","Fernando Bale","Paua To Avoid","$34.50"
"Healesville (VIC)","Race 10","5","","PERFECT REVENGE (5)","Matthew Edwards","17.57","10.81","4.09","M7","31.3kg","Fernando Bale","Hardaway Winnie","$14.10"
"Healesville (VIC)","Race 10","6","","JAYVILLE ZOE (3)","Constance Mcmillan","17.65","12.00","4.04","M5","29.8kg","Bernardo","Jayville Zooli","$25.60"
"Healesville (VIC)","Race 10","7","","CRACKERJACK MAXY (4)","Jason Formosa","18.30","21.21","4.07","M6","31.2kg","Fernando Bale","Maximum Kack","$39.50"
"Healesville (VIC)","Race 10","SCR","","GOGO SKYE","Donna Knight","","","","","","Shima Shine","Cimarron Strip",""
"Healesville (VIC)","Race 10","SCR","","MIDNIGHT SHIMMER","Constance Mcmillan","","","","","","Shima Shine","Midnight Carmen",""
"Healesville (VIC)","Race 10","SCR","","WALTZING EMBERS","Gavin Ithier","","","","","","Js Flamin Ace","Mini Fernando",""
"Murray Bridge (SA)","Race 1","1","","COMPTON FRANKY (2)","Tracie Price","22.77","0.00","5.18","1","29.2kg","Feral Franky","Perseverance","$2.50"
"Murray Bridge (SA)","Race 1","2","","WEBLEC HUSTLER (8)","Maddie Schulz","22.87","1.50","5.27","5","35.3kg","Mepunga Blazer","Weblec Queen","$11.00"
"Murray Bridge (SA)","Race 1","3","","LIFE'S A JOKE (5)","Robin Harnas","23.19","6.00","5.28","6","31.9kg","Koblenz","Mercedes Monelli","$3.60"
"Murray Bridge (SA)","Race 1","4","","AUNTIE CLARE (1)","Alan Randall","23.27","7.00","5.23","2","25.3kg","Worm Burner","Zipping Fee Fee","$15.00"
"Murray Bridge (SA)","Race 1","5","","KICKER DUSTY (7)","Paul Bodsworth","23.31","7.75","5.25","4","32.8kg","Jungle Deuce","Flying Yuna","$4.60"
"Murray Bridge (SA)","Race 1","6","","CRYING TIGER (4)","Leigh Drganc","23.63","12.25","5.25","3","31.7kg","Fernando Bale","Angel Ice","$6.50"
"Murray Bridge (SA)","Race 2","1","","JACOBS WELL (2)","Cameron Butcher","22.93","0.00","5.21","2","34.4kg","Barcia Bale","Coorong Lucy","$1.80"
"Murray Bridge (SA)","Race 2","2","","INDY SUE (1)","Vernon Anderson","23.08","2.00","5.31","4","29.6kg","Orson Allen","Jacobite Swift","$4.00"
"Murray Bridge (SA)","Race 2","3","","FEDERAL TIGER (5)","David Peckham","23.17","3.50","5.21","3","34.5kg","Good Odds Harada","Federal Finance","$5.00"
"Murray Bridge (SA)","Race 2","4","","SHOWTIME MCLAREN (4)","Tania Foster","23.17","3.50","5.17","1","30.7kg","Barcia Bale","Mclaren Mystique","$16.00"
"Murray Bridge (SA)","Race 2","5","","SHANNY ROSE (8)","Tracie Price","23.31","5.25","5.35","5","29.9kg","Koblenz","Valletta Mist","$8.00"
"Murray Bridge (SA)","Race 2","6","","CURIOUS GAMBLES (7)","Leigh Drganc","23.61","9.75","5.45","6","30.1kg","Kinloch Brae","Kroes","$101.00"
"Murray Bridge (SA)","Race 3","1","","MY HUMMINGBIRD (4)","Elizabeth Chegia","30.29","0.00","12.03","2","26.3kg","Barcia Bale","Angel Glow","$2.30"
"Murray Bridge (SA)","Race 3","2","","MIKAELA'S JOY (1)","David Peckham","30.47","2.50","12.09","3","28.1kg","Barcia Bale","Lily Pad","$3.50"
"Murray Bridge (SA)","Race 3","3","","MAJESTIC MCLAREN (6)","Tania Foster","30.55","3.75","12.18","4","37.1kg","Barcia Bale","Mclaren Mystique","$8.50"
"Murray Bridge (SA)","Race 3","4","","ARCHER TWO (2)","Jack Trengove","30.72","6.00","12.32","5","34.2kg","Worm Burner","Cawbourne Zebra","$26.00"
"Murray Bridge (SA)","Race 3","5","","FANTASTIC ADA (8)","Elizabeth Chegia","30.77","6.75","11.88","1","27.1kg","Superior Panama","Fantastic Flossy","$3.30"
"Murray Bridge (SA)","Race 4","1","","SIR DODGE (5)","Lauren Harris","30.33","0.00","12.14","1","34.4kg","Sh Avatar","Settled","$1.65"
"Murray Bridge (SA)","Race 4","2","","TERRIFIC BOBBY (8)","Elizabeth Chegia","30.39","0.75","12.15","2","30.2kg","Superior Panama","Zipping Irene","$12.00"
"Murray Bridge (SA)","Race 4","3","","HOME TOWN (4)","Michael Taylor","30.51","2.50","12.42","4","33.8kg","Jungle Deuce","Nangar Freedom","$3.70"
"Murray Bridge (SA)","Race 4","4","","FANTASTIC HELGA (1)","Elizabeth Chegia","30.75","6.00","12.61","5","25.9kg","Superior Panama","Fantastic Flossy","$4.80"
"Murray Bridge (SA)","Race 4","5","","EXULTANT MCLAREN (2)","Tania Foster","30.82","7.00","12.63","6","36.2kg","Barcia Bale","Mclaren Mystique","$71.00"
"Murray Bridge (SA)","Race 4","6","","WEBLEC WRANGLER (7)","Ashley Furner","30.96","9.00","12.33","3","33.6kg","Kinloch Brae","Weblec Belle","$41.00"
"Murray Bridge (SA)","Race 5","1","","SLIM RUSTY (8)","Robin Harnas","22.54","0.00","5.11","4","29.8kg","Zipping Garth","Mercedes Monelli","$7.00"
"Murray Bridge (SA)","Race 5","2","","SPRING IGNITE (3)","Vernon Anderson","22.65","1.50","5.11","3","31.2kg","On Fire","Spring Taylor","$101.00"
"Murray Bridge (SA)","Race 5","3","","ROCKLEA EARLE (2)","Tracie Price","22.82","4.00","5.18","6","32.1kg","Barcia Bale","Paint Face","$2.40"
"Murray Bridge (SA)","Race 5","4","","WHO KNOWS DARREN (4)","Donald Turner","22.83","4.25","5.09","1","35.8kg","Rippin' Sam","Black Treasure","$4.40"
"Murray Bridge (SA)","Race 5","5","","CHICKEN KNIGHT (1)","Jack Trengove","22.98","6.25","5.20","7","30.6kg","Fernando Bale","Tangelo Fire","$8.50"
"Murray Bridge (SA)","Race 5","6","","RAFFERTY BLUES (7)","Tania Foster","23.05","7.25","5.13","5","32.1kg","Tommy Shelby","Victa Judy","$23.00"
"Murray Bridge (SA)","Race 5","7","","PIPPA'S HERO (5)","Robin Harnas","23.10","8.00","5.22","8","32.3kg","Zipping Garth","Dyna Maple","$5.00"
"Murray Bridge (SA)","Race 5","8","","TECTONIC (6)","Michael Taylor","23.17","9.00","5.10","2","28.5kg","Feral Franky","Rifted Spirit","$14.00"
"Murray Bridge (SA)","Race 6","1","","IMMUNITY IDOL (8)","Vernon Anderson","22.88","0.00","5.10","1","32.2kg","Fernando Bale","Really Unreal","$26.00"
