"date","track","raceNumber","startTime","raceURL"
"2025-04-15","Bendigo","R1","15:07","https://www.odds.com.au/greyhounds/bendigo-20250415/national-greyhound-adoption-month-300-race-1/"
"2025-04-15","Bendigo","R2","15:27","https://www.odds.com.au/greyhounds/bendigo-20250415/sportsbet-green-ticks-300rank-race-2/"
"2025-04-15","Bendigo","R3","15:47","https://www.odds.com.au/greyhounds/bendigo-20250415/bendigo-advertiser-300rank-race-3/"
"2025-04-15","Bendigo","R4","16:07","https://www.odds.com.au/greyhounds/bendigo-20250415/sportsbet-same-race-multi-300rank-race-4/"
"2025-04-15","Bendigo","R5","16:22","https://www.odds.com.au/greyhounds/bendigo-20250415/rank-and-file-cup-300rank-ht1-race-5/"
"2025-04-15","Bendigo","R6","16:49","https://www.odds.com.au/greyhounds/bendigo-20250415/rank-and-file-cup-300rank-ht2-race-6/"
"2025-04-15","Bendigo","R7","17:09","https://www.odds.com.au/greyhounds/bendigo-20250415/rank-and-file-cup-300rank-ht3-race-7/"
"2025-04-15","Bendigo","R8","17:32","https://www.odds.com.au/greyhounds/bendigo-20250415/rank-and-file-cup-300rank-ht4-race-8/"
"2025-04-15","Bendigo","R9","17:55","https://www.odds.com.au/greyhounds/bendigo-20250415/rank-and-file-cup-300rank-ht5-race-9/"
"2025-04-15","Bendigo","R10","18:12","https://www.odds.com.au/greyhounds/bendigo-20250415/rank-and-file-cup-300rank-ht6-race-10/"
"2025-04-15","Bendigo","R11","18:30","https://www.odds.com.au/greyhounds/bendigo-20250415/rank-and-file-cup-300rank-ht7-race-11/"
"2025-04-15","Bendigo","R12","18:50","https://www.odds.com.au/greyhounds/bendigo-20250415/rank-and-file-cup-300rank-ht8-race-12/"
"2025-04-15","Bendigo","R13","19:09","https://www.odds.com.au/greyhounds/bendigo-20250415/rank-and-file-cup-300rank-ht9-race-13/"
"2025-04-15","Warragul","R1","18:44","https://www.odds.com.au/greyhounds/warragul-20250415/national-greyhound-adoption-month-race-1/"
"2025-04-15","Warragul","R2","19:03","https://www.odds.com.au/greyhounds/warragul-20250415/viatek-race-2/"
"2025-04-15","Warragul","R3","19:27","https://www.odds.com.au/greyhounds/warragul-20250415/sennachie-at-stud-race-3/"
