"track","race","place","rug","name","trainer","time","margin","split","inRun","weight","sire","dam","sp"
"Mount Gambier (SA)","Race 6","7","","TIME TO BURN (2)","Kyle Goodwin","24.36","10.00","11.64","7","28.8kg","Knocka Norris","Strength To Wyn","$10.00"
"Mount Gambier (SA)","Race 6","SCR","","WINSLOW WISH","Aimee Drew","","","","","","Aston Dee Bee","Aston Corinna",""
"Mount Gambier (SA)","Race 6","SCR","","ASTON KATY","Jonathon Malone","","","","","","Aston Kimetto","Aston Lavinia",""
"Mount Gambier (SA)","Race 7","1","","PRICKLE TOWN (7)","Jason Newman","30.18","0.00","4.43","1","31.4kg","Beast Unleashed","Takers To Vegas","$2.15"
"Mount Gambier (SA)","Race 7","2","","BOURNE FRANKY (3)","David Peckham","30.42","3.50","4.48","3","29.8kg","Feral Franky","Sweet On Me","$10.00"
"Mount Gambier (SA)","Race 7","3","","HIGH CUBE (4)","Robert Halliday","30.56","5.25","4.56","5","33.1kg","Flying Ricciardo","Miami Fernando","$9.00"
"Mount Gambier (SA)","Race 7","4","","SWIFT GIFT (1)","April Janssen","30.57","5.50","4.45","2","27.6kg","Aston Rupee","Mepunga Bella","$8.00"
"Mount Gambier (SA)","Race 7","5","","ANNA RHODE (6)","Kevin Finn","30.66","6.75","4.94","7","27.5kg","Fernando Bale","Delta Rhode","$21.00"
"Mount Gambier (SA)","Race 7","6","","DIRTY DASH (2)","Tracie Price","30.67","7.00","4.56","4","32.6kg","Fernando Bale","Angel Dash","$3.60"
"Mount Gambier (SA)","Race 7","7","","RAVEN FORCE (8)","Peter Crawley","30.81","9.00","4.56","6","29.3kg","Bernardo","Aeroplane Rose","$8.50"
"Mount Gambier (SA)","Race 8","1","","WIND WHISKERS (6)","Melissa Freitag","30.36","0.00","4.42","2","27.6kg","Beast Unleashed","Takers To Vegas","$2.70"
"Mount Gambier (SA)","Race 8","2","","ASTON JIMENA (3)","David Peckham","30.36","0.03","4.36","1","29.0kg","Aston Rupee","Aston Nova","$5.50"
"Mount Gambier (SA)","Race 8","3","","SEAN'S MATILDA (2)","Tracie Price","30.40","0.75","4.58","5","28.8kg","Beast Unleashed","Minnie Banjo","$6.00"
"Mount Gambier (SA)","Race 8","4","","PRINCETOWN FLYER (1)","April Janssen","30.44","1.00","4.45","3","26.6kg","Tommy Shelby","Ivy Wren","$8.50"
"Mount Gambier (SA)","Race 8","5","","RAVEN PETER (7)","Tracie Price","30.66","4.25","4.57","4","33.5kg","Aston Rupee","My Black Raven","$2.90"
"Mount Gambier (SA)","Race 8","6","","ROUGH GIRL SLIM (4)","Noel Perry","30.72","5.25","4.60","6","27.8kg","My Redeemer","Vossy","$71.00"
"Mount Gambier (SA)","Race 8","SCR","","ZIPPING SHAKIRA","Jason Newman","","","","","","Superior Panama","Zipping Bailey",""
"Mount Gambier (SA)","Race 9","1","","SMOKIN' CHICKEN (6)","Neville Lenehan","23.28","0.00","10.93","1","32.3kg","Allen Deed","Little Queeny","$2.70"
"Mount Gambier (SA)","Race 9","2","","LAKEVIEW HEATHER (4)","Tracie Price","23.41","1.75","11.13","2","30.3kg","Fernando Bale","Lakeview Grace","$4.00"
"Mount Gambier (SA)","Race 9","3","","ENERGY TO BURN (2)","Kyle Goodwin","23.86","8.25","11.30","4","29.0kg","Beast Unleashed","Storm To Burn","$3.00"
"Mount Gambier (SA)","Race 9","4","","ROUGH GIRL NOSEY (8)","Noel Perry","23.86","8.25","11.41","5","28.5kg","My Redeemer","Vossy","$5.00"
"Mount Gambier (SA)","Race 9","5","","KAHU (1)","John Cameron","23.97","9.75","11.26","3","30.8kg","Allen Deed","Little Queeny","$21.00"
"Mount Gambier (SA)","Race 10","1","","LIE TO ME (8)","Kyle Goodwin","23.49","0.00","11.07","2","28.1kg","Bernardo","Habits To Burn","$2.00"
"Mount Gambier (SA)","Race 10","2","","WILD MILLY (6)","Tracie Price","23.56","1.00","11.12","3","27.3kg","Need My Moneynow","Wild Marilyn","$9.00"
"Mount Gambier (SA)","Race 10","3","","CADILLAC RAGTOP (4)","Kerry Lucy Hawker","23.61","1.75","10.95","1","29.1kg","Premier Fantasy","Pamela Rocks","$4.80"
"Mount Gambier (SA)","Race 10","4","","SMART OPERATOR (2)","John Cameron","23.76","3.75","11.24","4","28.9kg","Allen Deed","Little Queeny","$5.50"
"Mount Gambier (SA)","Race 10","5","","CHEQUES TO BURN (1)","Kyle Goodwin","23.82","4.75","11.27","5","26.4kg","Beast Unleashed","Storm To Burn","$5.50"
"Nowra (NSW)","Race 1","1","","SKEDADDLE DENNIS (1)","Mark Suttle","20.49","0.00","8.53","1","33.1kg","Aston Rupee","Skedaddle Tess","$5.00"
"Nowra (NSW)","Race 1","2","","KOHINOOR (3)","Michelle Sultana","20.72","3.25","8.67","2","30.2kg","Aston Rupee","Emmy's Shark","$1.33"
"Nowra (NSW)","Race 1","3","","RUA MAHACK (8)","Glen Quirk","20.91","6.00","8.71","3","25.0kg","Sh Avatar","Thrift Monelli","$23.00"
"Nowra (NSW)","Race 1","4","","SQUID WORTH (4)","Glen Quirk","21.22","10.25","8.91","4","27.7kg","Collision","Miss Bon Bon","$19.00"
"Nowra (NSW)","Race 1","5","","FANCY KOSTA (7)","Clifford Bell","21.62","16.25","8.94","5","31.0kg","Barcia Bale","Dance With Izzy","$71.00"
"Nowra (NSW)","Race 1","6","","LATE LAUNCH (2)","Glen Quirk","21.63","16.25","8.96","6","28.7kg","Wow","Instafamous","$41.00"
"Nowra (NSW)","Race 1","7","","FRENCH REVOLVER (5)","John Reminis","21.77","18.25","9.38","7","26.3kg","Aston Rupee","French Vanilla","$8.00"
"Nowra (NSW)","Race 1","8","","FANCY MADISON (6)","Clifford Bell","21.80","18.50","9.46","8","29.8kg","Barcia Bale","Dance With Izzy","$51.00"
"Nowra (NSW)","Race 1","SCR","","SKEDADDLE NIKKI","Mark Suttle","","","","","","Aston Rupee","Skedaddle Tess",""
"Nowra (NSW)","Race 2","1","","QUEEN CHARLM (3)","Stuart Hazlett","20.70","0.00","8.59","1","27.8kg","Jungle Deuce","Manila Daybreak","$7.00"
"Nowra (NSW)","Race 2","2","","CUMBRIA TESS (4)","Stephen Fitch","20.80","1.50","8.61","2","29.5kg","Tommy Shelby","Cumbria Ninno","$31.00"
"Nowra (NSW)","Race 2","3","","DYNAMIC GREGORY (2)","Ruth King","20.95","3.75","8.96","5","29.2kg","Fernando Bale","Sonata","$2.80"
"Nowra (NSW)","Race 2","4","","CUMBRIA MEG (1)","Stephen Fitch","20.98","4.25","8.79","3","28.5kg","Tommy Shelby","Cumbria Ninno","$5.50"
"Nowra (NSW)","Race 2","5","","PAUA OF ABBY (5)","Mark Suttle","21.06","5.25","8.85","4","31.2kg","Sennachie","Paua To Admit","$31.00"
"Nowra (NSW)","Race 2","6","","SKEDADDLE LOUISE (7)","Mark Suttle","21.22","7.75","9.06","7","28.8kg","Hooked On Scotch","Notified","$2.30"
"Nowra (NSW)","Race 2","7","","LOONGANA PRINCE (8)","Frances Goodwin","21.27","8.50","9.03","6","30.6kg","Fernando Bale","Canya Lilly","$26.00"
"Nowra (NSW)","Race 2","8","","ANY MORE CARAMEL (6)","Karen Midson","21.48","11.50","9.11","8","30.5kg","Wow","Brindle Bay","$51.00"
"Nowra (NSW)","Race 2","SCR","","BUNDABERG GUM","Chris O'Brien","","","","","","Jungle Deuce","Solar Sky",""
"Nowra (NSW)","Race 2","SCR","","MISS DELGARDO","Stuart Hazlett","","","","","","Feral Franky","Getaway Driver",""
"Nowra (NSW)","Race 3","1","","SHANTI BAY (3)","Wayne Bradley","20.50","0.00","8.56","1","26.0kg","Jungle Deuce","Solar Sky","$6.50"
"Nowra (NSW)","Race 3","2","","QUESTIONABLE (1)","Chris O'Brien","20.87","5.25","8.64","2","28.5kg","Hooked On Scotch","Notified","$1.35"
"Nowra (NSW)","Race 3","3","","SPLENDID TILLY (4)","John Reminis","20.89","5.50","8.68","3","25.8kg","Kinloch Brae","Miss Splendamiro","$11.00"
"Nowra (NSW)","Race 3","4","","KIA ORA (6)","Clifford Bell","21.12","8.75","8.83","7","26.3kg","Fabregas","Forner Rising","$26.00"
"Nowra (NSW)","Race 3","5","","KITA MONELLI (2)","Glen Quirk","21.14","9.00","8.77","6","25.1kg","Sh Avatar","Thrift Monelli","$81.00"
"Nowra (NSW)","Race 3","6","","ANY MORE COINS (8)","Karen Midson","21.27","10.75","8.75","4","26.5kg","Wow","Brindle Bay","$9.00"
"Nowra (NSW)","Race 3","7","","MINUTE EXPRESS (7)","John Reminis","21.49","13.75","8.76","5","24.6kg","My Redeemer","Outmaneuver","$18.00"
"Nowra (NSW)","Race 3","8","","JUST STOP IT (5)","Bruce Peck","21.64","16.00","8.92","8","26.4kg","Flying Ricciardo","Hot Chocolate","$51.00"
"Nowra (NSW)","Race 3","SCR","","SKEDADDLE PERCY","Mark Suttle","","","","","","Aston Rupee","Skedaddle Tess",""
"Nowra (NSW)","Race 3","SCR","","ANY MORE CARAMEL","Karen Midson","","","","","","Wow","Brindle Bay",""
"Nowra (NSW)","Race 4","1","","CHECK THIS OUT (1)","Joel Mahoney","0.00","0.00","","","","Wow","Sheza Party Girl","$0.00"
"Nowra (NSW)","Race 4","","","SPRING HONOUR (2)","Christopher Witt","0.00","","","","","Fernando Bale","Sheeza Nitro","$0.00"
"Nowra (NSW)","Race 4","3","","NICKO QUEEN (3)","Clifford Bell","0.00","","","","","Feral Franky","Nicko Dancer","$0.00"
"Nowra (NSW)","Race 4","4","","BANJO'S EXPRESS (4)","Glenn Summerfield","0.00","","","","","Pindari Express","Banjo Tifia","$0.00"
"Nowra (NSW)","Race 4","","","ZIP ZIPPITY ZIP (6)","Bruce Peck","0.00","","","","","Fernando Bale","Sorry Scott","$0.00"
"Nowra (NSW)","Race 4","","","LUNA ZEAL (7)","Glen Goodwin","0.00","","","","","Zambora Brockie","Ruby Zeal","$0.00"
"Nowra (NSW)","Race 4","2","","NICKO JACK (8)","Clifford Bell","0.00","","","","","Feral Franky","Nicko Dancer","$0.00"
"Nowra (NSW)","Race 5","","","SPEEDY EASY (1)","Andrea Chapple","0.00","","","","","Feral Franky","Nice And Easy","$0.00"
"Nowra (NSW)","Race 5","","","SLICK FELIX (2)","Shane Pulbrook","0.00","","","","","Aston Rupee","Dancin' Ethics","$0.00"
"Nowra (NSW)","Race 5","","","ZIPPING ELIJAH (3)","Melinda Finn","0.00","","","","","Aston Rupee","Zipping Dharma","$0.00"
"Nowra (NSW)","Race 5","","","SOOTY KEEPING (4)","Charmaine Roberts","0.00","","","","","Feral Franky","Rema's Jade","$0.00"
"Nowra (NSW)","Race 5","","","ZIPPING HASLER (5)","Jason Magri","0.00","","","","","Feral Franky","Zipping Niseko","$0.00"
"Nowra (NSW)","Race 5","","","CUMBRIA BENNY (6)","Stephen Fitch","0.00","","","","","Fernando Bale","Cumbria Ninno","$0.00"
"Nowra (NSW)","Race 5","","","SCREAMING VIOLET (7)","Gregory Sutherland","0.00","","","","","Aussie Infrared","Rema's Amber","$0.00"
"Nowra (NSW)","Race 5","","","ASHBY TEX (8)","Allan Manwaring","0.00","","","","","Fernando Bale","Cumbria Ninno","$0.00"
"Nowra (NSW)","Race 5","SCR","","SKEDADDLE ARLO","Mark Suttle","","","","","","Aston Rupee","Skedaddle Tess",""
"Nowra (NSW)","Race 6","","","ZIPPING NALA (1)","Courtney Barnes","0.00","","","","","Goodesy","Zipping Truvy","$0.00"
"Nowra (NSW)","Race 6","","","MY PICASSO (2)","Michelle Sultana","0.00","","","","","Fernando Bale","Barcia Quality","$0.00"
"Nowra (NSW)","Race 6","","","ALLAN KEEPING (3)","Jason Magri","0.00","","","","","Fernando Bale","Ruby Keeping","$0.00"
"Nowra (NSW)","Race 6","","","ONLY EASY (4)","John Barbara","0.00","","","","","Feral Franky","Nice And Easy","$0.00"
"Nowra (NSW)","Race 6","","","ZIPPING MCKEON (5)","Melinda Finn","0.00","","","","","Aston Rupee","Zipping Dharma","$0.00"
"Nowra (NSW)","Race 6","","","BLACK MYTH WAVE (6)","Victor Sultana","0.00","","","","","Feral Franky","Sky Wave","$0.00"
"Nowra (NSW)","Race 6","","","WHERE'S FERNANDO (7)","Jeffory Alaban","0.00","","","","","Fernando Bale","Where's Ella","$0.00"
"Nowra (NSW)","Race 6","","","LINKIN PARK (8)","Beau Micallef","0.00","","","","","Aston Rupee","Sweet Nangar","$0.00"
"Nowra (NSW)","Race 6","SCR","","SKEDADDLE ARLO","Mark Suttle","","","","","","Aston Rupee","Skedaddle Tess",""
"Nowra (NSW)","Race 7","","","ZIPPING EVANIA (1)","Jason Magri","0.00","","","","","Feral Franky","Zipping Niseko","$0.00"
"Nowra (NSW)","Race 7","","","JUNGLE JOHNNY (2)","Mark Gatt","0.00","","","","","Jungle Deuce","Springvale Carla","$0.00"
"Nowra (NSW)","Race 7","","","SKEDADDLE MAPLE (4)","Mark Suttle","0.00","","","","","Aston Rupee","Skedaddle Tess","$0.00"
"Nowra (NSW)","Race 7","","","ZIPPING DEKKERS (5)","Melinda Finn","0.00","","","","","Aston Rupee","Zipping Dharma","$0.00"
"Nowra (NSW)","Race 7","","","GOLFER GIRL (7)","Clifford Bell","0.00","","","","","Aston Rupee","Twisted Cuddles","$0.00"
"Nowra (NSW)","Race 7","","","HAPPY BANDIT (8)","Jodie Lord","0.00","","","","","Good Odds Harada","Miss Money Bags","$0.00"
"Nowra (NSW)","Race 7","SCR","","STAR","Judith Richardson","","","","","","Sunburnt Highway","Zipping Twix",""
"Nowra (NSW)","Race 7","SCR","","CUMBRIA JACK","Stephen Fitch","","","","","","Fernando Bale","Cumbria Ninno",""
"Nowra (NSW)","Race 7","SCR","","SKEDADDLE ARLO","Mark Suttle","","","","","","Aston Rupee","Skedaddle Tess",""
"Nowra (NSW)","Race 8","","","ZIPPING SHAYNA (1)","Melinda Finn","0.00","","","","","Aston Rupee","Zipping Dharma","$0.00"
"Nowra (NSW)","Race 8","","","TAORMINA (3)","Jodie Lord","0.00","","","","","Fernando Bale","Ritza Millie","$0.00"
"Nowra (NSW)","Race 8","","","YOUNG STAR (4)","Darryl Thomas","0.00","","","","","Fernando Bale","Best On Ground","$0.00"
"Nowra (NSW)","Race 8","","","SLICK BADGER (5)","Shane Pulbrook","0.00","","","","","Aston Rupee","Dancin' Ethics","$0.00"
"Nowra (NSW)","Race 8","","","CANYA SAPPHIRE (6)","Jason Magri","0.00","","","","","Bernardo","Opal Rocks","$0.00"
"Nowra (NSW)","Race 8","","","JUNGLE SHADOW (7)","Ellen O'Brien","0.00","","","","","Jungle Deuce","Springvale Carla","$0.00"
"Nowra (NSW)","Race 8","","","CUMBRIA GEORGE (8)","Glenn Summerfield","0.00","","","","","Fernando Bale","Cumbria Ninno","$0.00"
"Nowra (NSW)","Race 8","","","SKEDADDLE ARLO (2)","Mark Suttle","0.00","","","","","Aston Rupee","Skedaddle Tess","$0.00"
"Nowra (NSW)","Race 8","SCR","","SKEDADDLE INDI","Mark Suttle","","","","","","Aston Rupee","Skedaddle Tess",""
"Nowra (NSW)","Race 9","","","SHADOW DASH (1)","Gregory Sutherland","0.00","","","","","Aussie Infrared","Rema's Amber","$0.00"
"Nowra (NSW)","Race 9","","","MYSTICAL STAR (2)","Ellen O'Brien","0.00","","","","","Oaks Road","Miss Nay Nay","$0.00"
"Nowra (NSW)","Race 9","","","SMOOTH AVENGER (5)","Frances Goodwin","0.00","","","","","Hooked On Scotch","Lady Avenger","$0.00"
"Nowra (NSW)","Race 9","","","NARA SPIRIT (7)","Wayne Bradley","0.00","","","","","Fernando Bale","Family Spirit","$0.00"
"Nowra (NSW)","Race 9","","","MAX SHIRAZ (8)","Allan Manwaring","0.00","","","","","Tommy Shelby","Ashby Rebel","$0.00"
"Nowra (NSW)","Race 9","SCR","","TRIXIE MAHACK","Glen Quirk","","","","","","Shima Shine","Zara Herrera",""
"Nowra (NSW)","Race 10","","","MASTER ARTIST (1)","Christopher Witt","0.00","","","","","Fernando Bale","It's A Dream","$0.00"
"Nowra (NSW)","Race 10","","","LIBRA'S GIRL (2)","Ellen O'Brien","0.00","","","","","Aussie Infrared","Spanish Queen","$0.00"
"Nowra (NSW)","Race 10","","","GAFFER (3)","Stuart Hazlett","0.00","","","","","Fernando Bale","Oil And Water","$0.00"
"Nowra (NSW)","Race 10","","","ZIPPING ADA (4)","Glen Quirk","0.00","","","","","Superior Panama","Zipping Bailey","$0.00"
"Nowra (NSW)","Race 10","","","EVERYONE'S ANGEL (5)","Barry Campbell","0.00","","","","","Superior Panama","Miss Emmy Rose","$0.00"
"Nowra (NSW)","Race 10","","","RAIN DOWN HELL (6)","Dale Hall","0.00","","","","","Hard Style Rico","Isnt She Special","$0.00"
"Nowra (NSW)","Race 10","","","SMART AUSSIE (7)","Gregory Sutherland","0.00","","","","","Aussie Infrared","Rema's Amber","$0.00"
"Nowra (NSW)","Race 10","","","OSCAR JAMES (8)","Glen Quirk","0.00","","","","","Barcia Bale","Pixel Pak","$0.00"
"Nowra (NSW)","Race 11","","","TOPPER BLOOM (1)","Frances Harris","0.00","","","","","Whiskey Riot","Topper Phoenix","$0.00"
"Nowra (NSW)","Race 11","","","LIGHTNING SHARP (2)","Narelle Sharp","0.00","","","","","Ando's Mac","Lightning Nikki","$0.00"
"Nowra (NSW)","Race 11","","","SKEDADDLE LUCY (4)","Mark Suttle","0.00","","","","","Fernando Bale","Senorita Ava","$0.00"
"Nowra (NSW)","Race 11","","","MUD MUFFIN (5)","John Reminis","0.00","","","","","Kinloch Brae","All Too Fancy","$0.00"
"Nowra (NSW)","Race 11","","","FIRE FAIRY (7)","Karen Midson","0.00","","","","","My Redeemer","Brindle Bay","$0.00"
"Nowra (NSW)","Race 11","","","ORSON JIMMY (8)","Narelle Sharp","0.00","","","","","Orson Allen","Bogan Doonie","$0.00"
"Q1 Lakeside (QLD)","Race 1","1","","SHARE THE DREAM (2)","Adrian Gates","22.14","0.00","6.16","22","25.9kg","Hooked On Scotch","Javens","$2.30"
"Q1 Lakeside (QLD)","Race 1","2","","MIDNIGHT DASH (4)","Brent Kline","22.32","2.50","6.08","11","26.9kg","Aston Rupee","Shilo","$3.00"
"Q1 Lakeside (QLD)","Race 1","3","","MISSY MOO MOO (1)","Darren Johnstone","22.60","6.50","6.28","33","25.3kg","Aston Rupee","Maggie Moo Moo","$10.00"
"Q1 Lakeside (QLD)","Race 1","4","","TRUTH BE KNOWN (7)","Sandra Hunt","22.61","6.56","4.21","75","33.2kg","Pindari Express","Shine Your Light","$4.40"
"Q1 Lakeside (QLD)","Race 1","5","","RINGBARK SCARY (8)","Cameron Scott","22.93","11.06","6.29","44","26.8kg","Sennachie","Ringbark Ruby","$15.00"
"Q1 Lakeside (QLD)","Race 1","6","","SHORT CHANGE (6)","Robert Higgs","22.93","11.09","6.38","66","25.6kg","Aston Duke","Aston Grenache","$81.00"
"Q1 Lakeside (QLD)","Race 1","7","","WIFE'S FURIOUS (5)","Ronald Newland","23.15","14.09","6.32","57","28.0kg","Ben's Fury","Peekaboo Pearl","$101.00"
"Q1 Lakeside (QLD)","Race 1","8","","PEARLY SUE (3)","Ned Snow","23.67","21.59","6.49","88","29.9kg","Out Of Range","Aussie Diamond","$19.00"
"Q1 Lakeside (QLD)","Race 2","1","","HARA'S TIM TAM (5)","Jemma Daley","22.07","0.00","6.11","11","30.9kg","Hooked On Scotch","Hara's Penny","$1.60"
"Q1 Lakeside (QLD)","Race 2","2","","BASIL FAWLTY (3)","Gregory Brennan","22.36","4.25","6.20","23","37.6kg","Aston Rupee","Paint Face","$2.60"
"Q1 Lakeside (QLD)","Race 2","3","","SIRIUS MAX (1)","Darren Johnstone","22.39","4.75","6.20","32","33.8kg","My Redeemer","My Sister Dotti","$15.00"
"Q1 Lakeside (QLD)","Race 2","4","","SHE'S DYNAMITE (4)","Ned Snow","22.64","8.25","6.30","77","26.9kg","Superior Panama","Blue Carat","$13.00"
"Q1 Lakeside (QLD)","Race 2","5","","STAY WARM DAVID (7)","Darren Johnstone","22.81","10.75","6.30","55","29.3kg","Aston Rupee","Maggie Moo Moo","$31.00"
"Q1 Lakeside (QLD)","Race 2","6","","DO THE MATHS (6)","Matthew Heilbronn","23.17","16.00","6.28","44","25.0kg","Fernando Bale","Church Mouse","$61.00"
"Q1 Lakeside (QLD)","Race 2","7","","BESS BE GOOD (2)","Ronald Newland","23.58","21.75","6.32","66","24.2kg","Ben's Fury","Peekaboo Pearl","$101.00"
"Q1 Lakeside (QLD)","Race 2","8","","PALOMA PRINCESS (8)","Marie-Madeleine Westwood","23.60","22.00","6.43","88","24.8kg","Fernando Bale","It's A Babe","$41.00"
"Q1 Lakeside (QLD)","Race 3","1","","FEDERAL CASH (1)","Jemma Daley","22.07","0.00","6.22","11","31.9kg","Cosmic Rumble","Jilliby Emmie","$3.10"
"Q1 Lakeside (QLD)","Race 3","2","","MAXIMUS MALT (5)","Leanne Hall","22.39","4.75","6.25","22","31.0kg","Koblenz","Extra Malt","$1.33"
"Q1 Lakeside (QLD)","Race 3","3","","STILTON DEED (7)","Cameron Scott","22.85","11.25","6.43","55","26.2kg","Allen Deed","Stilton Cheeky","$81.00"
"Q1 Lakeside (QLD)","Race 3","4","","ALMIGHTY LEO (3)","Shaun Harward","22.85","11.28","6.45","74","30.2kg","Allen Deed","Stilton Cheeky","$23.00"
"Q1 Lakeside (QLD)","Race 3","5","","HOLLY MOO MOO (4)","Darren Johnstone","22.90","12.03","6.40","33","27.2kg","Aston Rupee","Maggie Moo Moo","$61.00"
"Q1 Lakeside (QLD)","Race 3","6","","FOREVER SMILING (2)","Rodney Power","23.26","17.28","6.59","87","24.1kg","Feral Franky","Amid The Noise","$71.00"
"Q1 Lakeside (QLD)","Race 3","7","","BABA GANOUSH (6)","Ronald Newland","23.59","22.03","6.40","46","28.4kg","Ben's Fury","Peekaboo Pearl","$81.00"
"Q1 Lakeside (QLD)","Race 3","8","","SHIRAZ NOUVEAU (8)","Marie-Madeleine Westwood","25.18","44.78","6.43","68","32.3kg","Bombastic Shiraz","Ballinakill Lola","$26.00"
"Q1 Lakeside (QLD)","Race 4","1","","SCOTCH YOU (5)","Rodney Power","22.12","0.00","6.13","11","32.3kg","Hooked On Scotch","Aristocratic Gal","$17.00"
"Q1 Lakeside (QLD)","Race 4","2","","HARRY'S HILL (4)","David Sloan","22.25","1.75","6.33","44","28.4kg","Fernando Bale","Biggest Star","$2.60"
"Q1 Lakeside (QLD)","Race 4","3","","POPULAR MONSTER (8)","Brent Kline","22.62","7.00","6.28","22","27.0kg","Aston Rupee","Shilo","$6.50"
"Q1 Lakeside (QLD)","Race 4","4","","JESSIE JEWEL (7)","Graham Hall","22.66","7.50","6.40","66","28.1kg","Sennachie","Ringbark Ruby","$1.80"
"Q1 Lakeside (QLD)","Race 4","5","","ONE EYE (2)","K Buhner","22.96","11.75","6.32","33","29.2kg","Bearability","Red Calibre","$61.00"
"Q1 Lakeside (QLD)","Race 4","6","","MUSTANG SMUGGLER (6)","Robert Higgs","23.24","15.75","6.51","77","27.7kg","Aston Duke","Urana Mustang","$101.00"
"Q1 Lakeside (QLD)","Race 4","7","","MARY MOO MOO (1)","Darren Johnstone","23.46","19.00","6.52","88","25.3kg","Aston Rupee","Maggie Moo Moo","$51.00"
"Q1 Lakeside (QLD)","Race 4","8","","AUSTRIAN ROSE (3)","Ned Snow","23.69","22.25","6.36","55","26.5kg","Dyna Villa","Chippies","$21.00"
"Q1 Lakeside (QLD)","Race 5","1","","HE'S SOMETHING (6)","Garry Gilbert","22.12","0.00","6.11","21","31.6kg","Fernando Bale","She's Whistling","$1.18"
"Q1 Lakeside (QLD)","Race 5","2","","SIRIUS ROY (3)","Darren Johnstone","22.16","0.50","6.17","44","32.6kg","Fernando Bale","Molly Anne","$19.00"
"Q1 Lakeside (QLD)","Race 5","3","","MONKEY PANTS (1)","Kerry Hoggan","22.16","0.53","6.12","32","30.1kg","Magic Sprite","Shian Diva","$10.00"
"Q1 Lakeside (QLD)","Race 5","4","","WHISKEY SIPPER (5)","Casey Dargusch","22.27","2.03","6.07","13","31.7kg","Whiskey Riot","Power Service","$9.50"
"Q1 Lakeside (QLD)","Race 5","5","","SO DAPPER (2)","Matthew Bourke","22.36","3.28","6.32","77","36.7kg","Hooked On Scotch","Dustification","$51.00"
"Q1 Lakeside (QLD)","Race 5","6","","ENERGETIC CLOUD (4)","Christi Ann Lombe","22.37","3.41","6.28","66","32.0kg","Cosmic Rumble","Short Cake Cloud","$81.00"
"Q1 Lakeside (QLD)","Race 5","7","","HARA'S MICKEY (8)","Larry Franks","22.72","8.41","6.24","55","28.5kg","Feral Franky","Hara's Bonnie","$15.00"
"Q1 Lakeside (QLD)","Race 5","8","","MINTER HONOUR (7)","David Kitchener","22.73","8.44","6.33","88","31.6kg","Raw Ability","Minter Sparkle","$26.00"
"Q1 Lakeside (QLD)","Race 5","SCR","","PANAMA POWER","Gary Moore","","","","","","Superior Panama","Super Cute",""
"Q1 Lakeside (QLD)","Race 5","SCR","","PENNY'S PRINCE","Adrian Gates","","","","","","My Redeemer","Stock Option",""
"Q1 Lakeside (QLD)","Race 6","1","","VALEENA BOY (4)","Gregory Brennan","22.18","0.00","6.16","22","37.6kg","Aston Rupee","Paint Face","$2.60"
"Q1 Lakeside (QLD)","Race 6","2","","SNOW CONE (3)","Matthew Bourke","22.25","1.00","6.15","11","31.2kg","Tommy Shelby","Dustification","$3.30"
"Q1 Lakeside (QLD)","Race 6","3","","FREQUENCY (8)","David Sloan","22.40","3.25","6.16","45","30.9kg","Fernando Bale","Biggest Star","$17.00"
"Q1 Lakeside (QLD)","Race 6","4","","ANYTIME ROMEO (1)","Paul Sutton","22.41","3.31","6.20","63","30.3kg","Fernando Bale","Sublime News","$13.00"
"Q1 Lakeside (QLD)","Race 6","5","","CYCLONE RANGER (2)","Renald Attard","22.61","6.31","6.18","34","35.0kg","Shima Shine","Miss Fernando","$31.00"
"Q1 Lakeside (QLD)","Race 6","6","","KEEPER (5)","Kerry Hoggan","22.85","9.56","6.34","77","31.3kg","Aston Rupee","She's A Sort","$4.80"
"Q1 Lakeside (QLD)","Race 6","7","","SHIAN STORM (7)","Kerry Hoggan","22.85","9.62","6.47","88","36.5kg","Aston Rupee","Kingsbrae Carol","$26.00"
"Q1 Lakeside (QLD)","Race 6","8","","COOL HAND RIO (6)","Sergio Livotto","22.86","9.66","6.14","56","26.3kg","Fernando Bale","Micks Recall","$7.00"
"Q1 Lakeside (QLD)","Race 6","SCR","","MILKY WAY CLOUD","Christi Ann Lombe","","","","","","Cosmic Rumble","Short Cake Cloud",""
"Q1 Lakeside (QLD)","Race 6","SCR","","SIRIUS ANGUS","Darren Johnstone","","","","","","My Redeemer","My Sister Dotti",""
"Q1 Lakeside (QLD)","Race 7","1","","SAPPHIRE KING (1)","Paul Graham","21.88","0.00","6.06","11","34.8kg","Aussie Infrared","Sapphire Queen","$6.00"
"Q1 Lakeside (QLD)","Race 7","2","","WHISTLE AWAY (4)","Garry Gilbert","21.94","1.00","6.06","22","31.9kg","Fernando Bale","She's Whistling","$2.60"
"Q1 Lakeside (QLD)","Race 7","3","","RAFFA (6)","John Dart","22.20","4.75","6.19","74","31.8kg","Aussie Infrared","Rumbling Away","$2.60"
"Q1 Lakeside (QLD)","Race 7","4","","CLEAN CUT (2)","Kerry Hoggan","22.20","4.78","6.22","68","31.2kg","Fernando Bale","Shot Clock","$10.00"
"Q1 Lakeside (QLD)","Race 7","5","","UNINTENDED (5)","Tim Prado","22.36","7.03","6.19","53","31.6kg","Hooked On Scotch","Bella Mafia","$51.00"
