"track","race","place","rug","name","trainer","time","margin","split","inRun","weight","sire","dam","sp"
"Capalaba (QLD)","Race 7","6","","SOMERSET JESSE (3)","Keith Donaldson","20.29","6.66","","","26.4kg","Beast Unleashed","Try Catch Tanya","$101.00"
"Capalaba (QLD)","Race 7","7","","AUSSIE SANDS (1)","Thomas Weldon","20.32","7.16","","","31.3kg","Aussie Infrared","Rhyno's Kiss","$13.00"
"Capalaba (QLD)","Race 7","8","","BLUE RAMBLER (5)","William Warner","22.63","40.16","","","33.9kg","Raw Ability","Elusive Star","$101.00"
"Capalaba (QLD)","Race 7","SCR","","ODDS ARE GOOD","Michael Vaughan","","","","","","Good Odds Harada","Chardonnay Lady",""
"Capalaba (QLD)","Race 7","SCR","","CLASS OF TWENTY","George Kadniak","","","","","","Brolly Bale","Smashniak Class",""
"Capalaba (QLD)","Race 8","1","","STAR ASSASSIN (1)","Brett Hazelgrove","19.84","0.00","","","33.5kg","Superior Panama","Splendid Star","$4.00"
"Capalaba (QLD)","Race 8","2","","HARA'S INDIANA (7)","Tarquin Neal","20.03","2.75","","","29.7kg","Shima Shine","Hara's Indi","$2.90"
"Capalaba (QLD)","Race 8","3","","MANDANDA (8)","Casey Dargusch","20.07","3.25","","","32.2kg","Mepunga Blazer","Marseille","$2.70"
"Capalaba (QLD)","Race 8","4","","ODDS ARE GOOD (5)","Michael Vaughan","20.16","4.75","","","30.8kg","Good Odds Harada","Chardonnay Lady","$18.00"
"Capalaba (QLD)","Race 8","5","","LOOKING FANCY (4)","Kevin Macintosh","20.21","5.50","","","36.0kg","Aston Rupee","Look Fancy Nancy","$5.50"
"Capalaba (QLD)","Race 8","6","","SHE'S OUR GAL (2)","Wayne Dunsmore","20.21","5.53","","","27.0kg","Sh Avatar","She's Some Gal","$81.00"
"Capalaba (QLD)","Race 8","7","","HEAD WEST (6)","John Jeffrey","20.32","7.03","","","32.4kg","Superior Panama","West On Bloom","$34.00"
"Capalaba (QLD)","Race 8","8","","MUNG BEAN (3)","William Warner","20.37","7.78","","","32.3kg","Flying Ricciardo","Jaydah's Jet","$71.00"
"Capalaba (QLD)","Race 8","SCR","","ART OF DECEPTION","Robert Ayres","","","","","","Tommy Shelby","Boscono",""
"Capalaba (QLD)","Race 8","SCR","","CLASS OF TWENTY","George Kadniak","","","","","","Brolly Bale","Smashniak Class",""
"Capalaba (QLD)","Race 9","1","","TARAWI BUSTER (1)","Jayson Valentine","19.66","0.00","","","33.7kg","Oaks Road","Anna Cotton","$1.40"
"Capalaba (QLD)","Race 9","2","","QUICKER SOPHIE (8)","Matthew Slater","19.82","2.25","","","27.9kg","Aussie Infrared","Stepping","$5.00"
"Capalaba (QLD)","Race 9","3","","FINNIS BALE (7)","Kevin Macintosh","20.27","8.75","","","23.5kg","Fernando Bale","Idria Bale","$71.00"
"Capalaba (QLD)","Race 9","4","","ASTRO LEE (3)","Jedd Naum","20.27","8.78","","","35.9kg","Wow","Soaring Hawke","$41.00"
"Capalaba (QLD)","Race 9","5","","GREAT INTENT (5)","William Page","20.35","9.78","","","29.0kg","Pindari Express","Little Rippa","$18.00"
"Capalaba (QLD)","Race 9","6","","FEDERAL REMARK (4)","Jemma Daley","20.39","10.28","","","29.7kg","Federal Morgan","Flo Jo Focus","$4.80"
"Capalaba (QLD)","Race 9","7","","SHOWTIME JOKER (2)","Gloria Falla","20.57","13.03","","","25.3kg","Orson Allen","Fireball Sam","$101.00"
"Capalaba (QLD)","Race 9","8","","BARRA GIRL (6)","William Warner","20.87","17.28","","","21.9kg","Flying Ricciardo","Jaydah's Jet","$101.00"
"Capalaba (QLD)","Race 9","SCR","","ZIPPING GEPPETTO","Melissa Jordan","","","","","","Aston Rupee","Zipping Magda",""
"Capalaba (QLD)","Race 9","SCR","","ODDS ARE GOOD","Michael Vaughan","","","","","","Good Odds Harada","Chardonnay Lady",""
"Capalaba (QLD)","Race 10","1","","STEEL RIGGING (8)","Mark Saal","20.06","0.00","","","33.1kg","Barcia Bale","Pump It","$1.40"
"Capalaba (QLD)","Race 10","2","","MR. O'MALLEY (7)","Douglas Gladman","20.17","1.50","","","31.0kg","Aston Rupee","Ally Oop Keats","$5.00"
"Capalaba (QLD)","Race 10","3","","KULNURA KID (3)","John Adams","20.20","1.75","","","28.5kg","Aussie Infrared","Bumpy Black","$21.00"
"Capalaba (QLD)","Race 10","4","","REGAL ROMEO (6)","Rod Herr","20.28","3.00","","","32.9kg","Bernardo","Regal Topaz","$10.00"
"Capalaba (QLD)","Race 10","5","","WHISKY SIX (2)","Robert Giltinan","20.37","4.25","","","30.5kg","Feral Franky","Nev's Gift","$12.00"
"Capalaba (QLD)","Race 10","6","","DIVIDE AND RULE (4)","William Page","20.51","6.25","","","29.1kg","Koblenz","Sapphire Queen","$16.00"
"Capalaba (QLD)","Race 10","7","","BIG ZACH (1)","Jedd Naum","20.64","8.00","","","38.3kg","Wow","Soaring Hawke","$23.00"
"Capalaba (QLD)","Race 10","8","","TOO HOT (5)","George Kadniak","20.81","10.50","","","32.4kg","Mepunga Blazer","Sheza Keen Size","$101.00"
"Capalaba (QLD)","Race 10","SCR","","ODDS ARE GOOD","Michael Vaughan","","","","","","Good Odds Harada","Chardonnay Lady",""
"Capalaba (QLD)","Race 10","SCR","","SHOWTIME JOKER","Gloria Falla","","","","","","Orson Allen","Fireball Sam",""
"Capalaba (QLD)","Race 11","1","","COSMIC KAOS (7)","Jedd Naum","20.08","0.00","","","27.2kg","Bernardo","Cosmic Capers","$2.70"
"Capalaba (QLD)","Race 11","2","","ROWDY ROGUE (3)","Jeff Crawford","20.10","0.25","","","29.7kg","Leeroy Rogue","One El","$3.50"
"Capalaba (QLD)","Race 11","3","","ALPHA PRINCESS (8)","Jeff Cumming","20.15","0.75","","","28.0kg","Mepunga Blazer","Alpha Demeter","$3.30"
"Capalaba (QLD)","Race 11","4","","SHE'S SOME FOX (6)","Wayne Dunsmore","20.28","2.50","","","24.6kg","Fernando Bale","She's Some Gal","$81.00"
"Capalaba (QLD)","Race 11","5","","WILDASH MERV (1)","Chad Bridge","20.33","3.25","","","30.3kg","Fernando Bale","Wildash Nitro","$6.00"
"Capalaba (QLD)","Race 11","6","","HOROLOGY (4)","Robert Patching","20.39","4.00","","","29.2kg","Zambora Brockie","Lombardy","$101.00"
"Capalaba (QLD)","Race 11","7","","ASTON PISTON (2)","Michael Pearce","20.44","4.75","","","33.1kg","Aston Kimetto","Aston Adele","$61.00"
"Capalaba (QLD)","Race 11","8","","LONE HUNTER (5)","John Kuhn","20.48","5.25","","","30.7kg","Shima Shine","Blame The Fame","$11.00"
"Capalaba (QLD)","Race 11","SCR","","CLASS OF TWENTY","George Kadniak","","","","","","Brolly Bale","Smashniak Class",""
"Capalaba (QLD)","Race 11","SCR","","PALE RIDER","David Fitzgerald","","","","","","Fernando Bale","Classy Aria",""
"Capalaba (QLD)","Race 12","1","","IN ABSENTIA (5)","Robert Patching","20.18","0.00","","","25.0kg","Zambora Brockie","Lombardy","$3.00"
"Capalaba (QLD)","Race 12","2","","DAISY AGNES (1)","Craig Cassidy","20.33","2.00","","","24.4kg","Fernando Bale","Daisy Rumble","$9.00"
"Capalaba (QLD)","Race 12","3","","ECKER ROAD (8)","Kevin Kemp","20.35","2.25","","","34.9kg","La Grand Quality","My Halo","$3.00"
"Capalaba (QLD)","Race 12","4","","PIERCE (2)","William Warner","20.61","6.00","","","30.7kg","Cosmic Rumble","Daisy Lara","$41.00"
"Capalaba (QLD)","Race 12","5","","COSMIC SHADOW (3)","Steven Scells","20.66","6.50","","","27.4kg","Bernardo","Cosmic Capers","$26.00"
"Capalaba (QLD)","Race 12","6","","ROLLING START (4)","Keith Donaldson","20.68","6.75","","","32.7kg","Zambora Brockie","Iona Champion","$16.00"
"Capalaba (QLD)","Race 12","7","","HOOKED ON DAISY (7)","Jodi Davis","20.72","7.25","","","27.5kg","Hooked On Scotch","Kooringa Thelly","$3.10"
"Capalaba (QLD)","Race 12","8","","RONDINELLA (6)","Robert Patching","21.16","13.50","","","27.7kg","Fabregas","Le Sirenuse","$81.00"
"Capalaba (QLD)","Race 12","SCR","","CLASS OF TWENTY","George Kadniak","","","","","","Brolly Bale","Smashniak Class",""
"Capalaba (QLD)","Race 12","SCR","","PALE RIDER","David Fitzgerald","","","","","","Fernando Bale","Classy Aria",""
"Grafton (NSW)","Race 1","1","","THAI PRINCESS (2)","Craig Gardoll","20.32","0.00","","","26.7kg","Tommy Shelby","Explosive Brown","$8.00"
"Grafton (NSW)","Race 1","2","","WOLFGANG (6)","Frank Hancock","20.61","4.25","","","34.0kg","Collision","Diamond Jill","$1.80"
"Grafton (NSW)","Race 1","3","","ABBOTT'S DISPLAY (3)","Evelyn Harris","20.62","4.31","","","29.9kg","Cosmic Bonus","Zanti Gracie","$6.00"
"Grafton (NSW)","Race 1","4","","TRUE LEGEND (7)","Garry Geary","20.86","7.81","","","29.8kg","Sennachie","Zipping Imogen","$6.00"
"Grafton (NSW)","Race 1","5","","IN THE RHYTHM (5)","Denise Hall","20.86","7.84","","","26.0kg","My Redeemer","In The Purple","$11.00"
"Grafton (NSW)","Race 1","6","","YO YO FURY (1)","Graham Thomson","20.88","8.09","","","26.6kg","Koblenz","East Of Blue","$21.00"
"Grafton (NSW)","Race 1","7","","MY MATE THEO (4)","John Antonelli","20.94","8.84","","","29.6kg","Fernando Bale","Pink Lemonade","$19.00"
"Grafton (NSW)","Race 1","8","","TWISTED LIES (8)","Patrick Lavis","21.05","10.34","","","25.8kg","Federal Morgan","Power Of Penny","$41.00"
"Grafton (NSW)","Race 1","SCR","","JUST TOMMY","John Antonelli","","","","","","Fernando Bale","Pink Lemonade",""
"Grafton (NSW)","Race 1","SCR","","BADGER'S BEAR","Denise Hall","","","","","","My Redeemer","In The Purple",""
"Grafton (NSW)","Race 2","1","","CARBON BLACK (2)","Michael Beach","25.68","0.00","","","35.6kg","Good Odds Harada","Wynburn Ava","$2.60"
"Grafton (NSW)","Race 2","2","","MAGICAL DEE (3)","Barbara Beach","25.80","1.75","","","29.6kg","Bernardo","Dundee Jitterbug","$3.60"
"Grafton (NSW)","Race 2","3","","SLEEK ZEKE (6)","Graham Thomson","26.01","4.75","","","28.7kg","Koblenz","East Of Blue","$13.00"
"Grafton (NSW)","Race 2","4","","GIN ON ICE (7)","Neil Falls","26.78","15.75","","","26.0kg","Aussie Infrared","Sandave Diva","$2.60"
"Grafton (NSW)","Race 2","SCR","","AYRTON HERRERA","Julie King","","","","","","My Bro Fabio","Dual Focus",""
"Grafton (NSW)","Race 2","SCR","","TOGETHER FOREVER","Julie King","","","","","","Sentenced","Velocity Bedrock",""
"Grafton (NSW)","Race 2","SCR","","COSMIC FIREBALL","Sonia Kempshall","","","","","","Christo Bale","Close Encounter",""
"Grafton (NSW)","Race 3","","","VELOCIOUS (2)","Garry Geary","0.00","","","","","Sennachie","Har Pur Mar","$0.00"
"Grafton (NSW)","Race 3","","","HIDDEN RADAR (3)","Graham Thomson","0.00","","","","","Nolen","East Of Blue","$0.00"
"Grafton (NSW)","Race 3","","","REMEMBER ALWAYS (4)","Christopher Smith","0.00","","","","","Superior Panama","Moment To Rumba","$0.00"
"Grafton (NSW)","Race 3","","","BOMB MARVIN (5)","Melanie Mabbott","0.00","","","","","Fernando Bale","Jd Bombshell","$0.00"
"Grafton (NSW)","Race 3","","","ACCUMULATES (6)","Karen Ulrick","0.00","","","","","Feral Franky","Steamy Windows","$0.00"
"Grafton (NSW)","Race 3","","","GILBERT'S HELMET (7)","Gary Smith","0.00","","","","","Fear Zafonic","Orara Lil","$0.00"
"Grafton (NSW)","Race 3","","","LAMIA MILANIA (8)","Patrick Lavis","0.00","","","","","Superior Panama","Ice Gambler","$0.00"
"Grafton (NSW)","Race 3","SCR","","TIDDLER BOY","Julie King","","","","","","Sennachie","Janderra's Wish",""
"Grafton (NSW)","Race 4","","","LUMBAR PUNCTURE (1)","Stephen Keep","0.00","","","","","Superior Panama","Pink Lilly","$0.00"
"Grafton (NSW)","Race 4","","","JO JO VALLEY (2)","Debbie Winters","0.00","","","","","Good Odds Harada","Jacklyn Valley","$0.00"
"Grafton (NSW)","Race 4","","","ALBERT'S MEMORY (3)","Reg Gardoll","0.00","","","","","Hard Style Rico","Miss Khatanga","$0.00"
"Grafton (NSW)","Race 4","","","WOBBLY (4)","Desmond Winters","0.00","","","","","Flying Ricciardo","Kooringa Lucy","$0.00"
"Grafton (NSW)","Race 4","","","ANNIHILATING (5)","Gary Smith","0.00","","","","","Orson Allen","Kinslee","$0.00"
"Grafton (NSW)","Race 4","","","PHANTOM BOB (6)","William Gilbert","0.00","","","","","Orson Allen","Phantom Laurie","$0.00"
"Grafton (NSW)","Race 4","","","BOMB NOAH (7)","Melanie Mabbott","0.00","","","","","Fernando Bale","Jd Bombshell","$0.00"
"Grafton (NSW)","Race 4","","","KAIA (8)","Tracy Hindmarsh","0.00","","","","","Aston Rupee","Keiki","$0.00"
"Grafton (NSW)","Race 5","","","BING BONUS (1)","Evelyn Harris","0.00","","","","","Cosmic Bonus","Kooringa Molly","$0.00"
"Grafton (NSW)","Race 5","","","LADY JACQUELINE (2)","Frank Hancock","0.00","","","","","Collision","Diamond Jill","$0.00"
"Grafton (NSW)","Race 5","","","STOKER SMOKER (3)","Christopher Smith","0.00","","","","","Feral Franky","Speedy Bella","$0.00"
"Grafton (NSW)","Race 5","","","BROOKERS ROAD (4)","Karen Ulrick","0.00","","","","","Bernardo","My Kinloch","$0.00"
"Grafton (NSW)","Race 5","","","EXCELLENT (5)","Neil Falls","0.00","","","","","Tommy Shelby","Barsandi","$0.00"
"Grafton (NSW)","Race 5","","","MISS BEAR (6)","Karen Ulrick","0.00","","","","","Bernardo","My Kinloch","$0.00"
"Grafton (NSW)","Race 5","","","SHE REACTS (8)","Mark Knowles","0.00","","","","","My Redeemer","Tahlia's Way","$0.00"
"Grafton (NSW)","Race 5","","","COSMIC FIREBALL (7)","Sonia Kempshall","0.00","","","","","Christo Bale","Close Encounter","$0.00"
"Grafton (NSW)","Race 5","SCR","","YUNA HERRERA","Julie King","","","","","","Tommy Shelby","Audi Herrera",""
"Grafton (NSW)","Race 5","SCR","","AYRTON HERRERA","Julie King","","","","","","My Bro Fabio","Dual Focus",""
"Grafton (NSW)","Race 6","","","ZIPPING CASILLAS (1)","Stephen Keep","0.00","","","","","Zack Monelli","Zipping Fleur","$0.00"
"Grafton (NSW)","Race 6","","","BOLD JET (2)","Melanie Mabbott","0.00","","","","","Sennachie","Quirky Cassie","$0.00"
"Grafton (NSW)","Race 6","","","BLACK HORSE (4)","Karen Ulrick","0.00","","","","","Bernardo","My Kinloch","$0.00"
"Grafton (NSW)","Race 6","","","LIL POCKET'S (5)","Gary Smith","0.00","","","","","Fear Zafonic","Orara Lil","$0.00"
"Grafton (NSW)","Race 6","","","BUDDY BONUS (6)","Evelyn Harris","0.00","","","","","Cosmic Bonus","Kooringa Molly","$0.00"
"Grafton (NSW)","Race 6","","","REEL 'EM ZENA (7)","John Clarson","0.00","","","","","Good Odds Harada","Mini Cousin","$0.00"
"Grafton (NSW)","Race 6","","","SHE LIES EASY (8)","Craig Mcphee","0.00","","","","","Sennachie","Magic Liar","$0.00"
"Grafton (NSW)","Race 6","","","MY FRANKENSTEIN (3)","Jacob Northfield","0.00","","","","","My Redeemer","Yoremmup","$0.00"
"Grafton (NSW)","Race 6","SCR","","MISS ME","Sonia Kempshall","","","","","","Bernardo","My Kinloch",""
"Grafton (NSW)","Race 6","SCR","","CASH HIPSTER","Robert Cooke","","","","","","Beast Unleashed","Cashpot",""
"Grafton (NSW)","Race 7","","","PHANTOM JASPER (1)","Tyson Barton","0.00","","","","","Barcia Bale","Clover Cottage","$0.00"
"Grafton (NSW)","Race 7","","","LOCAL LEGEND (2)","Garry Geary","0.00","","","","","Beast Unleashed","Alpha Iris","$0.00"
"Grafton (NSW)","Race 7","","","RECYCLED (3)","Jason Mackay","0.00","","","","","Aston Dee Bee","Appointed","$0.00"
"Grafton (NSW)","Race 7","","","DAYSEA'S RORY (4)","Tom Tzouvelis","0.00","","","","","Sennachie","Nikki Nettle","$0.00"
"Grafton (NSW)","Race 7","","","GO BEARS (5)","Ronald Ulrick","0.00","","","","","My Redeemer","My Kinloch","$0.00"
"Grafton (NSW)","Race 7","","","DIVORCE SOURCE (6)","Gary Smith","0.00","","","","","Beast Unleashed","Isla's Style","$0.00"
"Grafton (NSW)","Race 7","","","SHE'S A BUMPY (7)","Nathan Goodwin","0.00","","","","","Aussie Infrared","Bumpy Black","$0.00"
"Grafton (NSW)","Race 7","","","VERDI (8)","Jason Mackay","0.00","","","","","Bernardo","Freda Rocks","$0.00"
"Grafton (NSW)","Race 7","SCR","","RIPPED RACCOON","Trent Burston","","","","","","Aston Duke","Tinker Spirit",""
"Grafton (NSW)","Race 7","SCR","","MY EVER FRIEND","Mark Knowles","","","","","","Mepunga Blazer","Zulu Walk",""
"Grafton (NSW)","Race 8","","","DAM TRICKY (1)","Garry Geary","0.00","","","","","Aussie Infrared","Quara's Flick","$0.00"
"Grafton (NSW)","Race 8","","","FULL TWIST (2)","Denise Hall","0.00","","","","","Sennachie","Floribama","$0.00"
"Grafton (NSW)","Race 8","","","FRAN'S TIME (3)","Evelyn Harris","0.00","","","","","Orson Allen","Fran's Bonus","$0.00"
"Grafton (NSW)","Race 8","","","BUGATTI RICO (4)","Jacqueline Davis","0.00","","","","","Hard Style Rico","El Grand Parking","$0.00"
"Grafton (NSW)","Race 8","","","MISS BLUE BLAZE (5)","Craig Mcphee","0.00","","","","","Sennachie","Magic Liar","$0.00"
"Grafton (NSW)","Race 8","","","NYNGAN TIGER (6)","Graham Thomson","0.00","","","","","Talk's Cheap","Roped In","$0.00"
"Grafton (NSW)","Race 8","","","GENUINE KNOCKOUT (7)","Patrick Lavis","0.00","","","","","Orson Allen","Invictus Glory","$0.00"
"Grafton (NSW)","Race 8","SCR","","LEAVING NOW","Julie King","","","","","","Collision","Miss Ezmae",""
"Grafton (NSW)","Race 9","","","PANAMA ROAD (2)","Mark Knowles","0.00","","","","","Superior Panama","Nana Road","$0.00"
"Grafton (NSW)","Race 9","","","HOPE PARK (3)","Jacqueline Davis","0.00","","","","","Orson Allen","Turbo Park","$0.00"
"Grafton (NSW)","Race 9","","","HE'S A BONUS (4)","Evelyn Harris","0.00","","","","","Cosmic Bonus","Fran's Bonus","$0.00"
"Grafton (NSW)","Race 9","","","HIGH SCORE (6)","Sonia Kempshall","0.00","","","","","Fernando Bale","Highly Explosive","$0.00"
"Grafton (NSW)","Race 9","","","STREET PIE CINDY (7)","David Richardson","0.00","","","","","Aussie Infrared","Sandave Diva","$0.00"
"Grafton (NSW)","Race 9","","","NEEDS TIME (8)","Garry Geary","0.00","","","","","Beast Unleashed","Alpha Iris","$0.00"
"Grafton (NSW)","Race 9","SCR","","DAZZLE DARLING","Julie King","","","","","","Superior Panama","Barcia Jeanes",""
"Grafton (NSW)","Race 10","","","BOBBY BONUS (1)","Evelyn Harris","0.00","","","","","Feral Franky","Bad Neighbour","$0.00"
"Grafton (NSW)","Race 10","","","BUDDY REIKO (2)","Sonia Kempshall","0.00","","","","","Fabregas","Reiko Martini","$0.00"
"Grafton (NSW)","Race 10","","","LIVELY ETHICS (4)","Christopher Smith","0.00","","","","","Wow","Dashin' Ethics","$0.00"
"Grafton (NSW)","Race 10","","","FASCINATE BAILEY (6)","Jacqueline Davis","0.00","","","","","Feral Franky","Esther's Diva","$0.00"
"Grafton (NSW)","Race 10","","","MINH CANDY (7)","Leone North","0.00","","","","","Out Of Range","Chloe Louise","$0.00"
"Grafton (NSW)","Race 10","","","DELTA SANDS (8)","Neil Falls","0.00","","","","","Fernando Bale","Barsandi","$0.00"
"Grafton (NSW)","Race 10","SCR","","SUNSET SUPERMAN","Julie King","","","","","","Koblenz","Ritza Paris",""
"Grafton (NSW)","Race 11","","","CASH HIPSTER (1)","Robert Cooke","0.00","","","","","Beast Unleashed","Cashpot","$0.00"
"Grafton (NSW)","Race 11","","","AUSSIE STORM (2)","Neil Falls","0.00","","","","","Aussie Infrared","Sandave Diva","$0.00"
"Grafton (NSW)","Race 11","","","LADY VERONICA (3)","Frank Hancock","0.00","","","","","Collision","Diamond Jill","$0.00"
"Grafton (NSW)","Race 11","","","MISTY BONUS (4)","Evelyn Harris","0.00","","","","","Cosmic Bonus","Zanti Gracie","$0.00"
"Grafton (NSW)","Race 11","","","ASTON RUMBA (6)","Sonia Kempshall","0.00","","","","","Hooked On Scotch","Aston Cha Cha","$0.00"
"Grafton (NSW)","Race 11","","","HI ELLEN (7)","Patrick Lavis","0.00","","","","","Tommy Shelby","Feikuai Donna","$0.00"
"Grafton (NSW)","Race 11","","","BUGATTI STEP (8)","Jacqueline Davis","0.00","","","","","Barcia Bale","Glen Star","$0.00"
"Grafton (NSW)","Race 12","","","WHY A MACIE (1)","Jacob Northfield","0.00","","","","","Ando's Mac","Lil Macie Breeze","$0.00"
"Grafton (NSW)","Race 12","","","TARGET TIME (2)","Melanie Mabbott","0.00","","","","","Aston Dee Bee","Mia's Hand","$0.00"
"Grafton (NSW)","Race 12","","","DAM SMOOTH (3)","Garry Geary","0.00","","","","","Aussie Infrared","Quara's Flick","$0.00"
"Grafton (NSW)","Race 12","","","KIA MCGRAW (4)","Desmond Winters","0.00","","","","","Aston Rupee","Nangar Gold","$0.00"
"Grafton (NSW)","Race 12","","","DANIEL KEEPING (5)","Melanie Mabbott","0.00","","","","","Fernando Bale","Georgia Keeping","$0.00"
"Grafton (NSW)","Race 12","","","LAMIA LUCCA (6)","Patrick Lavis","0.00","","","","","Aussie Infrared","Ice Gambler","$0.00"
"Grafton (NSW)","Race 12","","","HIDDEN FURY (8)","Graham Thomson","0.00","","","","","Nolen","East Of Blue","$0.00"
"Grafton (NSW)","Race 12","SCR","","JIMARY PROMISE","Malcolm Ross","","","","","","Raw Ability","Jimary Moneybags",""
"Mount Gambier (SA)","Race 1","1","","SWEET SECRET (2)","Raymond Mahony","35.38","0.00","9.15","1","29.7kg","Sh Avatar","Zipping Tatum","$8.50"
"Mount Gambier (SA)","Race 1","2","","STARLIGHT JEWEL (8)","Kyle Goodwin","35.49","1.50","9.17","2","27.4kg","Fernando Bale","Elusive Jewel","$13.00"
"Mount Gambier (SA)","Race 1","3","","SHER ZANY (1)","David Green","35.65","3.75","9.26","3","31.1kg","Konomi","Sherbini","$3.30"
"Mount Gambier (SA)","Race 1","4","","OREGON CALDWELL (5)","Jason Newman","35.82","6.25","9.45","4","28.3kg","Need My Moneynow","La La Oregon","$1.75"
"Mount Gambier (SA)","Race 1","5","","ERNIE THE BRUTE (4)","David Green","35.99","8.75","9.64","6","34.6kg","Shima Shine","Saldana","$13.00"
"Mount Gambier (SA)","Race 1","6","","HIT TOP GEAR (7)","Tracie Price","36.07","9.75","9.53","5","29.1kg","Shima Shine","Saldana","$21.00"
"Mount Gambier (SA)","Race 2","1","","BOURNE SID (1)","David Peckham","30.14","0.00","4.41","1","32.2kg","Superior Panama","Sweet On Me","$2.80"
"Mount Gambier (SA)","Race 2","2","","WAY COOL (6)","Robert Halliday","30.59","6.25","4.66","5","34.2kg","Flying Ricciardo","Miami Fernando","$2.90"
"Mount Gambier (SA)","Race 2","3","","VIXEN FORCE (8)","Peter Crawley","30.60","6.50","4.46","2","30.7kg","Bernardo","Aeroplane Rose","$5.50"
"Mount Gambier (SA)","Race 2","4","","MAGIC MACK (4)","Edna Fennell","30.86","10.25","4.50","3","32.6kg","Feral Franky","Perseverance","$3.60"
"Mount Gambier (SA)","Race 2","5","","FROSTY FORCE (2)","Peter Crawley","30.86","10.25","4.58","4","31.6kg","Aussie Infrared","Our Frosty","$81.00"
"Mount Gambier (SA)","Race 3","1","","COME ON KILKENNY (2)","Melissa Freitag","23.20","0.00","10.91","2","29.9kg","Fernando Bale","Naughty Cazza","$4.20"
"Mount Gambier (SA)","Race 3","2","","LOCHINVAR PEARL (1)","Tracie Price","23.34","2.00","10.91","1","26.0kg","Fernando Bale","Sorry Scott","$2.90"
"Mount Gambier (SA)","Race 3","3","","MY BOY JOSH (6)","Nicole Stanley","23.42","3.00","10.97","3","33.3kg","Bernardo","Looks Like Turbo","$11.00"
"Mount Gambier (SA)","Race 3","4","","MISTER CADILLAC (4)","Captain Abbott","23.53","4.75","11.05","4","31.5kg","Magical Bale","Koa Lass","$3.30"
"Mount Gambier (SA)","Race 3","5","","ANNA FORCE (8)","Peter Crawley","23.55","5.00","11.16","5","30.5kg","Bernardo","Aeroplane Rose","$5.00"
"Mount Gambier (SA)","Race 4","1","","MR. BEETS (6)","Gary Peach","17.33","0.00","5.76","1","34.7kg","Bernardo","Mother Hannah","$1.33"
"Mount Gambier (SA)","Race 4","2","","PAW SOME STORM (2)","David Green","17.75","6.00","5.82","2","27.0kg","Bernardo","Dusseldorp","$3.50"
"Mount Gambier (SA)","Race 4","3","","TWO FIFTY THREE (4)","Adam Mackereth","17.82","7.00","5.84","3","30.3kg","Elite State","Dusty Pearl","$26.00"
"Mount Gambier (SA)","Race 4","4","","KERRY'S CADILLAC (8)","Kerry Lucy Hawker","18.07","10.50","5.86","4","25.3kg","Beast Unleashed","Olivia's Ruby","$21.00"
"Mount Gambier (SA)","Race 4","SCR","","MR. ANDERSON","Jason Newman","","","","","","Bernardo","Dusseldorp",""
"Mount Gambier (SA)","Race 5","1","","CRUISING BILLY (8)","Tracie Price","17.73","0.00","5.78","2","35.2kg","Mepunga Cruzer","Mepunga Debbie","$2.80"
"Mount Gambier (SA)","Race 5","2","","MOCAMBORA MIA (7)","David Peckham","17.82","1.25","5.73","1","25.0kg","Superior Panama","Sweet On Me","$26.00"
"Mount Gambier (SA)","Race 5","3","","GALACTIC ARTEMIS (4)","Robert Chuck","17.86","1.75","5.85","3","29.3kg","Blazin Wildfire","Galactic Athena","$3.90"
"Mount Gambier (SA)","Race 5","4","","SENIOR CITIZEN (1)","Neville Lenehan","17.88","2.00","5.88","4","28.5kg","Orson Allen","Cryer's Harper","$15.00"
"Mount Gambier (SA)","Race 5","5","","FINNISS SPARK (2)","Stephen Bartholomew","17.91","2.50","5.91","5","33.2kg","Fernando Bale","Jorji Girl","$10.00"
"Mount Gambier (SA)","Race 5","6","","HARRY CHANA (5)","Peter Crawley","18.11","5.25","5.91","7","31.4kg","Zambora Brockie","Elegant Malt","$18.00"
"Mount Gambier (SA)","Race 5","7","","BOURNE DRAMA (3)","David Peckham","18.13","5.75","5.91","6","28.4kg","Shima Shine","Midnight Daisy","$2.70"
"Mount Gambier (SA)","Race 5","SCR","","CROWIE UNLEASHED","Tracie Price","","","","","","Beast Unleashed","Minnie Banjo",""
"Mount Gambier (SA)","Race 6","1","","SAINT BREE (1)","David Fennell","23.65","0.00","11.03","1","30.1kg","Fernando Bale","Mepunga Stellar","$2.70"
"Mount Gambier (SA)","Race 6","2","","LUST TO BURN (3)","Kyle Goodwin","23.88","3.25","11.28","3","28.5kg","Knocka Norris","Strength To Wyn","$2.20"
"Mount Gambier (SA)","Race 6","3","","TURNING OAK (5)","Jason Newman","23.91","3.75","11.22","2","27.6kg","My Redeemer","Skywise","$7.00"
"Mount Gambier (SA)","Race 6","4","","COMPTON TIG (8)","David Fennell","23.98","4.75","11.40","5","34.1kg","Feral Franky","Galactic Horizon","$21.00"
"Mount Gambier (SA)","Race 6","5","","MAMA CHICKEN (6)","Neville Lenehan","24.25","8.50","11.40","4","28.4kg","Orson Allen","Cryer's Harper","$71.00"
"Mount Gambier (SA)","Race 6","6","","SHUFFLING (7)","Neville Lenehan","24.29","9.25","11.44","6","31.4kg","Kinda Cruel Red","Cryer's Harper","$11.00"
